cell_id,seed_x,seed_y,centroid_x,centroid_y,centroid_lat,centroid_lon,area_px,mean_elevation_m,min_elevation_m,max_elevation_m,mean_slope_deg,ruggedness_m,coast_distance_px,coast_distance_km,traversal_score,traversal_profile,crop_x,crop_y
5858,2389,713,2390.0,710.88,18.9125,59.0,24,290.32,-78.84,639.17,85.56,1062.78,2.31,25.63,36.21,severe,894.81,364.63
5859,2394,714,2395.43,712.45,18.755319,59.542553,47,199.97,-91.24,592.32,81.79,833.4,2.67,29.65,38.77,severe,929.08,374.55
5860,2405,714,2404.66,714.28,18.571642,60.465672,67,140.9,-33.2,242.13,60.92,354.54,3.99,44.37,53.91,rough,987.39,386.16
5861,2411,714,2412.45,714.78,18.521687,61.244578,83,212.05,116.17,261.98,49.89,171.44,8.16,90.73,58.93,moderate,1036.59,389.31
5862,2425,713,2424.76,713.62,18.6375,62.475962,104,184.69,116.16,257.15,56.44,141.48,19.7,219.03,59.25,moderate,1114.38,382.0
5863,2436,715,2435.58,714.29,18.571084,63.557831,83,184.1,98.49,255.19,56.2,191.66,27.38,304.51,57.18,rough,1182.72,386.19
5864,2445,717,2445.12,716.5,18.35,64.512195,82,124.35,9.84,635.68,58.27,508.64,25.8,286.92,47.76,rough,1243.0,400.16
5865,2453,715,2453.82,714.5,18.55,65.3825,120,504.2,103.67,829.19,81.07,589.75,30.1,334.75,42.81,rough,1297.97,387.52
5866,2466,713,2465.28,714.11,18.589474,66.528421,95,604.29,408.68,929.07,72.68,488.24,36.43,405.12,44.98,rough,1370.36,385.03
5867,2476,714,2475.66,714.58,18.541791,67.565672,67,973.73,746.45,1122.24,77.14,524.77,43.51,483.87,41.3,severe,1435.88,388.04
5868,2481,711,2482.52,711.7,18.829851,68.252239,67,884.21,565.41,1274.17,79.52,632.31,48.45,538.76,38.12,severe,1479.25,369.85
5869,2492,712,2492.09,711.66,18.833628,69.20885,113,861.09,752.51,1013.83,70.96,353.23,40.8,453.71,47.45,rough,1539.67,369.61
5870,2505,715,2504.03,715.19,18.481053,70.403158,95,1064.85,543.32,1784.57,82.64,1024.62,29.56,328.67,30.04,severe,1615.12,391.88
5871,2513,714,2513.11,714.48,18.551899,71.311392,79,909.54,576.11,1458.44,82.26,1137.68,20.58,228.81,31.51,severe,1672.49,387.4
5872,2521,715,2521.52,715.29,18.471154,72.151923,104,842.59,522.42,1391.81,79.23,970.69,13.05,145.1,32.39,severe,1725.58,392.5
5873,2532,714,2531.47,714.01,18.59899,73.147475,99,1174.94,-38.27,2116.22,85.97,1900.86,4.77,53.02,31.07,severe,1788.47,384.43
5874,2542,711,2543.02,713.1,18.690476,74.302381,84,492.24,-151.93,944.9,83.94,1175.8,2.38,26.47,35.07,severe,1861.42,378.65
5875,2554,714,2552.75,716.35,18.365278,75.275,72,578.17,-100.81,1129.69,85.9,1191.81,2.92,32.5,34.55,severe,1922.86,399.19
5876,2563,716,2560.72,718.11,18.188889,76.072222,36,127.9,-105.22,478.62,82.11,795.54,1.44,16.03,40.43,severe,1973.22,410.33
5877,2572,715,2574.03,716.38,18.3625,77.4025,40,25.6,-84.08,148.4,74.73,385.55,1.27,14.15,53.78,rough,2057.25,399.37
5878,2584,714,2583.01,715.39,18.461429,78.301429,70,248.07,-28.55,515.31,83.54,647.6,1.93,21.47,44.33,rough,2114.03,393.12
5879,2592,717,2592.47,717.44,18.256,79.246667,75,15.62,-76.0,261.32,68.89,531.56,1.68,18.66,49.26,rough,2173.74,406.1
5880,2604,717,2601.93,718.52,18.148148,80.192593,27,-61.12,-120.03,-34.62,63.21,888.02,1.4,15.58,38.28,severe,2233.49,412.91
5881,2944,710,2943.71,709.0,19.1,114.371429,7,-274.02,-387.28,-167.89,86.6,3106.03,1.06,11.78,37.93,severe,4392.47,352.78
5912,2254,724,2253.03,723.35,17.664885,45.303053,131,211.65,83.64,454.51,64.92,338.1,6.59,73.3,53.85,rough,29.61,443.43
5913,2262,724,2262.24,723.88,17.611765,46.223529,85,123.52,-17.44,365.14,71.91,400.94,3.79,42.17,52.58,rough,87.75,446.79
5914,2272,725,2272.17,725.26,17.474242,47.216667,66,177.8,-87.0,241.65,54.25,404.14,3.58,39.84,52.19,rough,150.49,455.48
5915,2281,725,2278.79,724.64,17.53617,47.878723,47,82.12,-86.58,194.14,77.63,541.27,2.3,25.52,48.55,rough,192.31,451.56
5916,2296,725,2294.96,726.0,17.4,49.496429,56,92.87,-118.04,249.77,79.42,517.1,1.81,20.13,49.27,rough,294.49,460.17
5917,2306,727,2306.28,726.15,17.384694,50.627551,98,47.56,-85.96,98.91,51.94,246.02,4.03,44.8,57.81,rough,365.94,461.13
5918,2317,726,2316.34,726.27,17.372727,51.634091,88,-7.12,-105.76,38.91,55.56,244.4,2.94,32.71,58.2,moderate,429.52,461.89
5919,2328,724,2328.9,724.5,17.55,52.89,30,8.1,-54.83,70.72,76.74,384.48,1.96,21.74,53.86,rough,508.86,450.69
5920,2334,724,2334.22,724.25,17.574576,53.422034,59,98.69,3.25,168.97,63.49,231.11,3.34,37.1,58.03,moderate,542.46,449.14
5921,2341,725,2343.28,724.11,17.588636,54.328409,88,211.19,-26.88,413.12,75.7,422.16,3.64,40.49,51.44,rough,599.72,448.25
5922,2356,721,2354.08,722.29,17.770588,55.407563,119,289.28,167.1,418.97,62.06,256.44,8.42,93.62,55.83,rough,667.88,436.76
5923,2363,726,2363.34,725.18,17.48169,56.333803,71,223.88,47.27,292.51,66.7,281.22,5.43,60.41,55.63,rough,726.39,455.01
5924,2374,726,2371.35,727.16,17.283721,57.134884,43,80.11,-82.7,233.74,78.83,408.55,2.15,23.94,52.7,rough,776.99,467.51
5925,2382,727,2383.3,729.39,17.061404,58.329825,57,145.74,-56.13,296.99,77.34,569.52,2.55,28.34,47.29,rough,852.48,481.55
5926,2399,721,2399.59,719.18,18.082353,59.958824,34,-23.29,-75.88,19.57,64.47,388.62,1.93,21.41,53.78,rough,955.38,417.06
5927,2408,726,2409.04,725.06,17.494118,60.904412,68,30.64,-47.69,154.0,55.98,269.9,3.8,42.24,57.18,rough,1015.11,454.22
5928,2417,725,2415.92,724.7,17.529508,61.591803,61,41.08,-3.81,182.68,44.79,162.56,10.45,116.25,60.01,moderate,1058.53,451.99
5929,2421,722,2422.84,721.53,17.846535,62.284158,101,102.85,14.93,233.53,58.36,186.96,15.51,172.51,58.57,moderate,1102.26,431.96
5930,2437,721,2434.83,722.3,17.769565,63.482609,92,84.2,12.46,236.6,61.28,204.68,19.95,221.86,57.83,rough,1177.96,436.82
5931,2442,725,2442.44,725.77,17.422785,64.244304,79,234.44,9.81,862.39,62.79,645.02,16.42,182.59,43.52,rough,1226.08,458.73
5932,2453,726,2452.81,725.5,17.45,65.280851,94,560.64,318.44,867.3,74.64,549.1,19.93,221.67,44.43,rough,1291.55,457.01
5933,2462,725,2462.04,723.96,17.604255,66.204255,94,527.45,340.69,735.02,73.84,392.36,27.12,301.56,49.02,rough,1349.88,447.26
5934,2472,721,2472.17,722.35,17.765455,67.217273,110,698.77,321.59,945.15,79.44,574.54,36.15,402.03,41.78,severe,1413.87,437.08
5935,2484,722,2483.34,723.28,17.672,68.3336,125,520.49,289.65,949.15,76.47,584.98,45.11,501.62,41.87,severe,1484.39,442.98
5936,2492,721,2492.71,721.69,17.831132,69.270755,106,983.08,457.01,1164.17,77.11,615.35,42.06,467.76,38.52,severe,1543.58,432.93
5937,2503,724,2502.69,723.72,17.627551,70.269388,98,663.34,356.81,1357.55,81.74,1009.82,33.36,371.01,32.04,severe,1606.67,445.79
5938,2515,725,2515.09,724.27,17.573469,71.509184,98,1238.04,853.27,1899.72,82.03,977.91,23.07,256.5,29.5,severe,1684.98,449.21
5939,2526,727,2526.08,726.49,17.350893,72.608036,112,1003.67,200.45,1721.5,83.66,1168.89,17.78,197.7,31.17,severe,1754.39,463.27
5940,2535,722,2535.35,722.96,17.70431,73.535345,116,598.33,36.92,1622.76,82.11,1334.21,10.32,114.71,33.95,severe,1812.97,440.94
5941,2545,725,2544.35,723.51,17.649451,74.435165,91,150.06,-6.64,741.65,74.99,892.46,9.13,101.56,36.78,severe,1869.81,444.41
5942,2552,726,2553.64,725.24,17.476,75.364,100,188.95,-32.3,963.24,76.88,977.75,3.72,41.41,36.69,severe,1928.48,455.37
5943,2566,724,2563.46,725.96,17.403704,76.346296,54,132.38,-66.66,749.28,75.52,849.45,2.57,28.52,38.66,severe,1990.53,459.93
5944,2571,727,2571.57,727.9,17.21,77.1575,80,315.24,-10.5,681.85,81.65,698.18,4.88,54.23,42.18,rough,2041.77,472.17
5945,2581,725,2580.71,726.53,17.346667,78.070667,75,319.22,-71.54,724.87,84.94,827.54,3.31,36.76,38.24,severe,2099.45,463.54
5946,2594,728,2592.48,729.27,17.072727,79.248485,33,119.07,-89.37,385.96,80.54,611.71,1.94,21.63,46.17,rough,2173.85,480.84
5947,2606,725,2603.71,728.14,17.185714,80.371429,7,-88.55,-126.43,-57.19,67.09,436.28,1.0,11.12,52.36,rough,2244.78,473.7
5948,2942,723,2940.75,722.0,17.8,114.075,4,-1216.05,-1416.75,-1011.68,87.3,3367.54,1.0,11.12,37.93,severe,4373.75,434.9
5984,2255,735,2254.4,734.0,16.6,45.44,70,306.56,-154.64,613.32,81.8,823.25,2.85,31.67,38.47,severe,38.26,510.7
5985,2263,735,2262.91,733.83,16.617284,46.291358,81,442.46,-51.58,681.45,77.02,734.21,4.08,45.35,40.4,severe,92.04,509.61
5986,2274,734,2275.23,733.84,16.616216,47.522973,74,232.1,-59.91,420.39,76.41,728.19,2.57,28.56,41.87,severe,169.84,509.68
5987,2286,734,2288.47,733.64,16.63617,48.846809,47,208.18,-4.0,330.19,73.77,647.67,2.54,28.29,44.51,rough,253.46,508.42
5988,2297,734,2295.93,733.7,16.629508,49.593443,61,210.38,-45.67,331.0,74.76,465.52,2.9,32.26,50.14,rough,300.62,508.84
5989,2304,737,2305.69,736.59,16.341379,50.568966,29,32.84,-57.51,107.15,74.56,330.99,1.66,18.41,55.41,rough,362.24,527.04
5990,2311,735,2311.68,734.84,16.516456,51.168354,79,58.11,-47.9,130.0,66.87,253.91,2.66,29.52,57.6,rough,400.11,515.98
5991,2327,734,2328.27,734.34,16.565854,52.826829,41,38.0,-76.17,130.42,73.96,464.07,2.11,23.41,51.21,rough,504.87,512.86
5992,2334,734,2333.83,732.98,16.701724,53.382759,58,46.52,-124.85,171.79,71.56,350.42,2.32,25.77,54.68,rough,539.98,504.27
5993,2344,733,2346.26,730.28,16.972093,54.625581,43,62.6,-93.22,209.59,78.31,471.0,1.71,19.0,50.88,rough,618.49,487.2
5994,2355,737,2354.8,733.85,16.615385,55.48,65,98.55,-54.13,206.28,72.91,387.81,3.37,37.5,53.16,rough,672.46,509.73
5995,2363,731,2363.22,732.28,16.772043,56.321505,93,140.07,40.98,241.99,65.1,236.5,5.01,55.68,57.52,rough,725.62,499.83
5996,2375,736,2375.72,735.54,16.445588,57.572059,68,127.65,-0.91,226.73,65.37,284.67,3.45,38.38,56.2,rough,804.61,520.45
5997,2386,737,2385.46,736.57,16.342529,58.545977,87,163.06,8.21,295.6,68.82,356.62,5.18,57.58,53.64,rough,866.13,526.96
5998,2393,738,2391.33,739.19,16.080952,59.133333,21,1.39,-108.57,71.74,75.23,534.22,2.22,24.72,49.22,rough,903.23,543.49
5999,2406,733,2407.17,733.33,16.666667,60.716667,36,-36.42,-84.41,-7.83,41.87,224.33,2.74,30.5,58.84,moderate,1003.25,506.49
6000,2414,734,2414.44,733.77,16.622581,61.443548,62,-23.0,-46.12,1.73,24.97,59.14,6.65,73.92,63.72,moderate,1049.16,509.27
6001,2421,731,2422.94,731.58,16.842308,62.294231,104,-5.15,-40.88,19.68,26.06,56.22,8.91,99.12,63.66,moderate,1102.9,495.39
6002,2434,735,2432.54,733.41,16.659259,63.253704,108,6.65,-29.29,64.93,29.17,70.56,9.73,108.17,63.12,moderate,1163.5,506.96
6003,2442,734,2442.03,733.42,16.657971,64.202899,69,86.17,-19.2,564.72,54.61,528.78,8.78,97.63,48.48,rough,1223.46,507.04
6004,2451,734,2451.85,734.68,16.532,65.185,100,445.55,223.95,791.52,74.13,576.51,12.63,140.49,44.72,rough,1285.5,515.0
6005,2464,732,2463.95,733.13,16.686667,66.395,120,469.29,310.39,669.26,74.96,357.89,23.84,265.05,50.64,rough,1361.93,505.23
6006,2475,735,2475.13,734.72,16.528188,67.512752,149,294.75,144.79,574.87,67.03,366.81,34.08,378.94,50.66,rough,1432.54,515.24
6007,2486,737,2485.47,734.77,16.522581,68.547312,93,244.01,134.29,575.4,63.55,439.33,44.06,489.9,48.02,rough,1497.89,515.59
6008,2496,733,2495.78,732.15,16.785047,69.57757,107,689.32,307.15,1002.84,79.67,657.12,43.43,482.97,38.78,severe,1562.97,499.01
6009,2507,731,2506.86,731.97,16.803158,70.686316,95,427.42,146.99,1403.52,77.84,1047.62,34.25,380.85,33.31,severe,1633.0,497.87
6010,2516,733,2516.33,732.94,16.70641,71.633333,78,968.24,272.74,1394.58,81.69,1100.47,28.46,316.46,30.66,severe,1692.82,503.98
6011,2525,737,2524.47,736.81,16.319481,72.446753,77,1168.35,376.29,2437.86,86.69,1956.62,27.47,305.51,29.6,severe,1744.2,528.42
6012,2531,737,2533.59,736.4,16.36036,73.359459,111,912.03,178.28,2299.94,85.63,1715.87,22.64,251.75,31.36,severe,1801.86,525.84
6013,2545,732,2542.8,733.11,16.688542,74.280208,96,825.82,108.68,1693.12,85.01,1415.92,14.32,159.24,32.4,severe,1860.02,505.11
6014,2551,734,2551.49,734.69,16.531169,75.149351,77,1142.37,536.57,1571.09,83.39,1179.32,9.68,107.64,30.93,severe,1914.92,515.05
6015,2561,736,2560.9,734.23,16.577419,76.090323,93,583.61,168.72,1123.1,81.45,880.14,9.65,107.36,34.69,severe,1974.36,512.13
6016,2572,737,2572.82,736.64,16.335965,77.282456,114,156.0,31.44,457.17,72.18,401.03,13.22,146.96,51.76,rough,2049.66,527.38
6017,2586,734,2584.97,733.47,16.653333,78.496667,90,124.42,16.5,489.46,67.43,488.84,7.5,83.44,49.59,rough,2126.36,507.33
6018,2596,734,2595.93,734.59,16.541463,79.592683,82,113.33,-29.9,429.22,67.4,425.07,5.62,62.52,51.76,rough,2195.59,514.4
6019,2607,735,2606.2,736.14,16.386154,80.62,65,140.64,-59.39,466.6,79.45,632.73,3.46,38.42,45.29,rough,2260.49,524.21
6020,2613,734,2612.11,735.78,16.422222,81.211111,18,204.06,-47.51,708.55,85.22,913.37,1.68,18.73,36.74,severe,2297.82,521.93
6021,2624,734,2623.58,735.12,16.488462,82.357692,26,-43.57,-81.98,-17.92,57.75,761.39,1.27,14.07,42.23,rough,2370.25,517.75
6022,2944,734,2943.62,732.19,16.78125,114.3625,16,-453.97,-993.19,-157.92,87.0,4057.8,1.2,13.37,37.92,severe,4391.91,499.25
6058,2256,742,2255.11,742.52,15.747887,45.511268,71,418.52,-255.32,1126.97,85.7,1503.75,1.95,21.66,35.52,severe,42.76,564.53
6059,2266,740,2264.72,740.16,15.984375,46.471875,32,271.71,-194.21,649.09,85.79,1111.96,1.88,20.9,36.35,severe,103.44,549.59
6060,2274,742,2272.96,740.27,15.973077,47.296154,26,213.43,-84.08,377.19,84.39,872.75,1.63,18.15,37.54,severe,155.51,550.3
6061,2284,742,2285.83,740.33,15.966667,48.583333,12,109.03,-104.03,290.09,83.61,696.05,1.4,15.59,43.64,rough,236.82,550.71
6062,2292,740,2292.5,739.28,16.072,49.25,50,202.31,-3.1,327.35,73.92,477.97,2.95,32.76,49.8,rough,278.93,544.05
6063,2305,745,2305.5,743.8,15.62,50.55,10,-82.71,-109.1,-35.24,66.36,273.84,1.0,11.12,57.41,rough,361.05,572.6
6064,2311,749,2310.12,750.15,14.984615,51.011538,26,16.29,-83.51,139.96,75.95,318.34,1.68,18.72,55.89,rough,390.2,612.74
6065,2347,749,2347.14,750.86,14.914286,54.714286,35,85.76,-107.92,211.21,80.94,670.48,1.69,18.75,44.55,rough,624.09,617.18
6066,2357,741,2359.59,740.41,15.959375,55.959375,32,66.6,-39.41,172.57,79.32,565.99,1.45,16.18,47.92,rough,702.74,551.17
6067,2362,746,2362.92,744.88,15.511667,56.291667,60,210.41,-53.36,318.82,73.84,548.57,3.39,37.75,47.52,rough,723.73,579.45
6068,2373,741,2371.57,741.91,15.809091,57.156818,88,104.94,14.58,167.31,43.46,174.41,5.83,64.83,59.6,moderate,778.38,560.66
6069,2381,745,2381.34,745.74,15.426364,58.133636,110,70.93,-52.32,142.6,55.27,187.43,7.03,78.21,59.3,moderate,840.08,584.84
6070,2394,744,2391.26,744.4,15.559574,59.125532,47,-35.18,-126.9,24.4,58.91,351.6,2.65,29.43,54.89,rough,902.74,576.42
6071,2407,740,2407.0,738.26,16.173684,60.7,19,-59.99,-104.98,-38.69,52.51,357.22,1.94,21.59,54.76,rough,1002.19,537.63
6072,2412,740,2413.71,738.91,16.108824,61.370588,34,-52.36,-71.91,-33.27,38.8,368.82,2.3,25.55,54.37,rough,1044.55,541.73
6073,2425,743,2425.47,740.24,15.975862,62.546552,58,-53.8,-230.98,-25.01,38.88,320.29,2.23,24.84,55.89,rough,1118.84,550.13
6074,2436,741,2435.27,741.2,15.880357,63.526786,56,-40.6,-140.08,-8.1,48.71,420.28,2.91,32.36,52.73,rough,1180.75,556.16
6075,2444,741,2445.39,742.09,15.790541,64.539189,74,131.47,-73.67,781.55,77.07,820.32,4.04,44.9,39.47,severe,1244.7,561.83
6076,2455,745,2454.56,744.37,15.562617,65.456075,107,779.89,176.72,1250.81,81.62,944.67,12.34,137.27,32.79,severe,1302.62,576.23
6077,2463,745,2463.41,743.39,15.660976,66.341463,82,731.58,413.34,1270.11,79.01,688.47,20.83,231.67,39.08,severe,1358.55,570.02
6078,2471,747,2472.57,745.99,15.400935,67.257009,107,643.71,255.01,951.99,76.26,650.65,28.23,313.96,40.25,severe,1416.38,586.44
6079,2486,741,2483.68,743.47,15.653247,68.367532,77,185.1,120.45,423.08,56.95,416.9,39.15,435.3,49.38,rough,1486.53,570.5
6080,2492,741,2492.56,742.53,15.747126,69.256322,87,315.81,111.38,828.45,75.69,606.78,46.83,520.69,42.22,rough,1542.67,564.57
6081,2501,742,2502.0,743.29,15.670629,70.2,143,333.33,107.82,754.44,76.85,507.37,45.41,504.93,45.31,rough,1602.28,569.41
6082,2515,741,2513.24,741.95,15.804545,71.323636,110,219.42,111.1,650.12,67.05,576.38,37.67,418.85,44.32,rough,1673.26,560.95
6083,2521,745,2521.21,746.06,15.394382,72.121348,89,296.99,197.09,427.72,71.49,493.78,37.12,412.78,46.49,rough,1723.65,586.86
6084,2531,747,2531.46,746.28,15.372277,73.145545,101,347.36,176.0,732.68,76.23,778.81,31.14,346.25,37.74,severe,1788.35,588.25
6085,2546,745,2544.7,743.82,15.618182,74.47,110,870.32,156.7,1522.01,81.99,1152.34,20.89,232.25,31.71,severe,1872.01,572.72
6086,2554,744,2554.43,744.92,15.508,75.443,100,335.35,92.64,1136.48,74.51,724.54,19.1,212.43,40.3,severe,1933.47,579.68
6087,2562,741,2562.83,742.89,15.710843,76.283133,83,310.44,163.86,519.73,69.76,392.44,18.36,204.14,50.82,rough,1986.54,566.87
6088,2573,746,2573.8,745.58,15.441584,77.380198,101,121.56,44.5,244.35,58.93,219.88,21.61,240.34,57.03,rough,2055.84,583.87
6089,2586,741,2584.33,741.61,15.83871,78.433333,93,14.98,-23.12,54.03,38.58,121.45,14.95,166.21,61.14,moderate,2122.36,558.79
6090,2591,745,2591.75,745.2,15.48,79.175294,85,-20.88,-40.55,17.36,25.02,71.72,10.21,113.54,63.09,moderate,2169.23,581.45
6091,2601,741,2601.33,742.01,15.798925,80.133333,93,-23.05,-59.34,270.44,37.85,230.31,3.81,42.34,58.58,moderate,2229.74,561.3
6092,2615,741,2613.92,743.3,15.670476,81.392381,105,117.3,-70.29,815.99,71.31,634.72,2.93,32.54,45.4,rough,2309.28,569.42
6093,2624,744,2623.1,744.71,15.528814,82.310169,59,51.99,-61.75,251.98,74.06,429.64,1.86,20.7,52.22,rough,2367.25,578.36
6094,2636,746,2634.16,747.76,15.224,83.416,25,-58.14,-112.36,-16.67,63.25,1368.7,1.11,12.3,37.93,severe,2437.1,597.62
6095,2946,745,2942.4,743.0,15.7,114.24,5,-1313.54,-1827.98,-1076.0,83.53,3366.18,1.0,11.12,37.93,severe,4384.17,567.55
6128,2259,758,2260.71,758.74,14.125806,46.070968,31,364.78,-177.07,1168.92,87.41,1970.97,2.16,24.03,35.8,severe,78.12,666.99
6129,2264,754,2265.3,755.11,14.488679,46.530189,53,673.57,-192.99,1445.16,87.13,1848.85,2.47,27.41,34.05,severe,107.12,644.07
6130,2273,751,2274.43,753.24,14.676087,47.443478,92,426.53,-102.69,897.45,81.88,1234.84,3.04,33.84,35.4,severe,164.81,632.23
6131,2285,753,2285.08,753.91,14.609286,48.507857,140,218.25,-4.18,438.64,75.27,551.29,3.0,33.34,47.42,rough,232.05,636.45
6132,2297,752,2296.28,752.0,14.8,49.628333,60,60.65,-72.18,169.14,77.25,370.73,1.78,19.78,54.01,rough,302.83,624.4
6133,2302,753,2302.82,754.68,14.531667,50.281667,60,1.74,-88.85,108.94,69.46,321.66,1.63,18.18,55.87,rough,344.1,641.35
6134,2313,753,2312.32,755.18,14.482143,51.232143,56,62.97,-110.1,155.51,69.52,281.53,2.63,29.3,56.71,rough,404.13,644.48
6135,2324,754,2326.07,754.55,14.544828,52.606897,58,26.4,-82.52,148.92,73.58,304.52,1.85,20.56,56.25,rough,490.97,640.52
6136,2337,752,2335.07,753.62,14.638333,53.506667,60,75.93,-55.9,148.24,68.98,353.76,2.43,27.07,54.4,rough,547.81,634.61
6137,2342,755,2342.57,755.56,14.444444,54.257143,63,128.26,-17.73,403.69,72.86,515.3,2.91,32.33,49.05,rough,595.22,646.86
6138,2352,759,2351.24,759.37,14.062857,55.124286,70,232.02,-126.76,443.7,81.01,707.76,2.72,30.22,42.49,rough,649.99,670.96
6139,2366,750,2367.48,749.0,15.1,56.748077,52,117.46,-115.32,294.47,73.8,567.4,4.03,44.79,47.42,rough,752.56,605.45
6140,2372,755,2373.18,753.47,14.652941,57.317647,68,114.42,-178.78,223.63,72.71,521.06,4.01,44.54,48.88,rough,788.54,633.69
6141,2382,756,2380.85,754.37,14.562712,58.084746,59,-17.87,-113.97,79.82,64.1,369.32,3.01,33.48,54.31,rough,837.0,639.39
6142,2445,754,2446.54,751.47,14.852542,64.654237,59,-36.74,-135.38,99.32,64.93,1276.71,3.25,36.17,37.78,severe,1251.97,621.08
6143,2455,754,2455.57,754.26,14.574157,65.557303,89,621.12,27.57,1684.43,84.6,1448.27,9.5,105.66,33.87,severe,1309.02,638.67
6144,2465,752,2464.77,752.88,14.711538,66.476923,78,1278.14,906.38,1638.21,81.66,894.84,18.14,201.72,29.76,severe,1367.11,629.99
6145,2475,755,2475.86,755.36,14.46381,67.585714,105,1122.92,607.92,1504.49,82.47,769.51,26.79,297.89,33.96,severe,1437.15,645.64
6146,2486,753,2485.2,752.4,14.760377,68.519811,106,669.27,277.54,1096.07,80.74,741.19,36.54,406.31,36.74,severe,1496.15,626.9
6147,2493,756,2494.71,754.72,14.527523,69.470642,109,491.9,122.67,828.32,80.9,616.09,44.59,495.82,41.09,severe,1556.21,641.61
6148,2507,756,2506.21,754.38,14.56194,70.620896,134,407.71,188.92,760.69,76.52,534.71,50.78,564.66,43.69,rough,1628.87,639.44
6149,2516,756,2515.49,754.93,14.507216,71.549485,97,268.04,123.35,663.8,72.02,428.76,47.6,529.36,47.98,rough,1687.53,642.9
6150,2526,756,2526.19,755.6,14.440426,72.619149,94,246.0,101.72,461.23,66.78,307.34,41.42,460.64,52.29,rough,1755.09,647.11
6151,2536,753,2535.88,753.86,14.614286,73.588095,84,271.03,130.69,495.26,69.84,360.06,33.88,376.79,51.01,rough,1816.3,636.13
6152,2543,752,2543.3,752.35,14.764634,74.330488,82,233.01,134.06,348.31,70.09,421.47,28.97,322.15,49.65,rough,1863.19,626.64
6153,2552,757,2552.45,755.26,14.473864,75.245455,88,220.58,87.51,354.35,62.22,255.93,29.51,328.16,54.83,rough,1920.99,645.0
6154,2563,756,2562.22,754.96,14.503846,76.222115,104,267.2,98.31,441.31,72.38,354.93,29.93,332.77,51.46,rough,1982.68,643.11
6155,2571,752,2571.11,752.8,14.72,77.110526,95,363.43,163.91,660.74,74.76,449.74,27.48,305.59,48.13,rough,2038.8,629.45
6156,2584,754,2582.75,754.03,14.596581,78.275214,117,199.3,9.59,588.33,74.14,436.4,18.84,209.53,50.05,rough,2112.37,637.25
6157,2591,754,2591.56,754.0,14.6,79.156,75,6.19,-37.18,139.22,46.46,161.76,10.21,113.55,60.25,moderate,2168.01,637.03
6158,2601,752,2601.07,751.51,14.849474,80.107368,95,-50.83,-63.48,-37.85,14.15,36.93,2.95,32.85,81.89,easy,2228.1,621.28
6159,2612,757,2609.2,756.7,14.33,80.92,30,-55.09,-63.72,-46.7,18.21,35.22,2.23,24.76,74.88,easy,2279.44,654.09
6160,2625,752,2624.67,751.33,14.866667,82.466667,75,61.21,-59.33,415.38,73.13,440.84,2.25,24.98,51.79,rough,2377.14,620.19
6161,2634,754,2633.02,754.02,14.598148,83.301852,54,60.03,-77.48,421.18,72.29,583.36,1.81,20.16,47.39,rough,2429.89,637.15
6162,2640,759,2639.24,759.41,14.058824,83.923529,17,127.99,-54.39,241.67,80.93,570.96,1.28,14.28,47.43,rough,2469.16,671.22
6163,2941,757,2941.33,757.67,14.233333,114.133333,3,-1184.97,-1301.84,-1079.99,88.29,4370.92,1.0,11.12,37.93,severe,4377.43,660.2
6196,2267,764,2267.24,761.95,13.804762,46.72381,63,769.6,-235.53,1591.18,87.32,1993.52,2.54,28.21,33.5,severe,119.36,687.27
6197,2275,767,2275.27,766.0,13.4,47.526667,30,121.96,-152.31,473.8,86.87,1594.87,1.23,13.67,37.23,severe,170.07,712.84
6198,2286,767,2287.57,765.25,13.475,48.757353,68,139.7,-31.37,292.87,77.67,601.23,1.95,21.65,46.38,rough,247.81,708.1
6199,2297,767,2296.53,765.42,13.457692,49.652564,78,105.83,-76.26,270.2,78.02,471.35,1.99,22.14,50.61,rough,304.36,709.19
6200,2305,765,2305.49,764.04,13.595745,50.548936,47,49.62,-100.46,204.06,79.54,446.76,1.68,18.66,51.71,rough,360.98,700.47
6201,2314,763,2313.67,762.04,13.796154,51.366667,78,71.09,-127.65,179.83,66.71,368.82,2.81,31.25,53.94,rough,412.63,687.81
6202,2323,765,2321.52,763.07,13.692593,52.151852,27,-2.9,-90.55,73.32,76.59,367.81,1.36,15.08,54.47,rough,462.23,694.35
6203,2332,764,2332.91,762.88,13.712162,53.290541,74,17.75,-189.81,147.36,74.49,417.77,1.76,19.61,52.79,rough,534.16,693.12
6204,2342,763,2344.39,763.24,13.67551,54.438776,49,160.16,-104.93,438.3,81.14,664.17,2.83,31.44,44.25,rough,606.69,695.43
6205,2355,766,2353.86,765.73,13.427451,55.386275,51,38.05,-160.39,236.7,77.79,533.61,1.62,18.04,49.08,rough,666.54,711.1
6206,2364,768,2364.62,769.85,13.015385,56.461538,13,-78.58,-172.32,-21.99,81.88,482.53,1.11,12.33,50.91,rough,734.46,737.13
6207,2448,760,2449.83,758.97,14.103333,64.983333,30,-41.43,-118.31,26.07,69.23,1332.86,2.54,28.26,37.83,severe,1272.76,668.41
6208,2454,764,2455.56,764.03,13.597403,65.555844,77,21.23,-91.98,533.25,63.65,1061.01,4.91,54.58,37.55,severe,1308.92,700.37
6209,2466,762,2464.57,762.12,13.7875,66.457292,96,620.32,43.51,1271.05,81.6,1070.74,13.83,153.79,33.59,severe,1365.87,688.36
