burg_candidate_rank,cell_id,x,y,lat,lon,settlement_desirability,population_estimate,local_population_radius_sum,connectivity_score,strategic_score,burg_candidate_score,coastal_flag,water_flag
1061,1895,1807.71,1040.34,8.215258,73.452183,0.60268,97.51,4121.92,0.4948,52.7849,52.9799,False,False
1062,1785,2720.7,956.59,9.54114,87.905569,0.54604,211.75,2097.33,0.7211,52.5406,52.9641,True,True
1063,2780,2156.22,1901.39,-5.415978,78.969338,0.55167,133.85,3259.91,0.6992,52.6902,52.9579,False,False
1064,2702,1270.94,1874.58,-4.991581,64.95458,0.59952,97.0,5976.43,0.4934,52.7496,52.9436,False,False
1065,3120,2485.26,2090.98,-8.417414,84.178326,0.54399,148.58,2757.75,0.7301,52.6332,52.9303,False,False
1066,1502,716.52,776.5,12.392146,56.177465,0.53999,157.03,4088.29,0.7363,52.6132,52.9273,False,False
1067,4281,371.11,2662.12,-17.459123,50.709281,0.60277,97.53,3471.46,0.4954,52.7247,52.9197,False,False
1068,3230,1649.51,2153.59,-9.408506,70.947672,0.60365,97.67,2627.69,0.4965,52.7095,52.9049,False,False
1069,1490,338.91,784.5,12.265536,50.199567,0.53792,187.15,8200.42,0.713,52.5283,52.9026,True,False
1070,2525,2283.88,1707.55,-2.34732,80.99039,0.54411,189.78,3463.39,0.7165,52.4798,52.8594,True,False
1071,1488,273.11,778.05,12.367546,49.157923,0.5387,196.83,6816.22,0.7148,52.4554,52.8491,True,False
1072,2900,1235.19,2002.22,-7.012228,64.388521,0.5998,97.04,4868.53,0.4937,52.6445,52.8386,False,False
1073,3890,431.32,2517.33,-15.166921,51.66249,0.59814,96.78,5976.02,0.4922,52.6288,52.8224,False,False
1074,342,456.18,219.96,21.202651,52.056135,0.54028,171.68,6241.11,0.7133,52.4731,52.8165,True,False
1075,2799,1202.95,1936.45,-5.971016,63.878242,0.59876,96.88,5453.57,0.4927,52.621,52.8148,False,False
1076,2158,1995.62,1334.64,3.556156,76.426928,0.59765,96.7,4485.02,0.5035,52.6208,52.8142,False,False
1077,3888,375.37,2507.58,-15.012532,50.776746,0.59428,96.15,6870.96,0.4997,52.5918,52.7841,False,False
1078,1391,720.01,729.85,13.130706,56.232803,0.53879,203.28,5766.68,0.7158,52.3553,52.7618,True,True
1079,843,455.51,466.53,17.299212,52.045411,0.53755,180.94,7555.35,0.7114,52.3979,52.7598,True,False
1080,1440,544.79,730.36,13.122574,53.45885,0.53296,191.93,10097.04,0.7107,52.3537,52.7375,True,False
1081,1062,693.88,554.83,15.901426,55.819076,0.53818,197.34,6142.85,0.7146,52.3348,52.7295,True,False
1082,1910,2756.21,1052.99,8.014964,88.467734,0.54215,214.84,2673.87,0.7194,52.298,52.7277,True,True
1083,3141,484.35,2112.27,-8.754392,52.502042,0.53923,197.1,5426.71,0.7149,52.3316,52.7258,True,False
1084,1255,338.87,657.51,14.275849,50.198931,0.53768,174.11,7467.81,0.7103,52.376,52.7242,True,False
1085,1386,554.28,712.31,13.408379,53.609079,0.53514,184.0,8549.32,0.7108,52.3295,52.6975,True,False
1086,1711,1456.14,913.79,10.218771,67.886396,0.59428,96.15,5764.18,0.5019,52.5014,52.6937,False,False
1087,1503,736.69,767.83,12.529306,56.49688,0.53824,166.0,4274.61,0.7278,52.3566,52.6886,True,False
1088,1208,1259.35,617.12,14.915222,64.77098,0.55389,120.62,4004.58,0.6717,52.4418,52.6831,False,False
1089,447,179.85,267.23,20.454367,47.681521,0.5375,181.83,6834.02,0.7116,52.3125,52.6762,True,False
1090,1259,451.65,666.49,14.133705,51.984328,0.53617,189.76,7293.78,0.7122,52.2824,52.6619,True,False
1091,4278,273.16,2671.39,-17.605753,49.158634,0.59954,97.0,3482.62,0.4934,52.458,52.652,False,False
1092,4188,202.76,2633.34,-17.003534,48.044259,0.59267,95.89,6860.89,0.4982,52.4467,52.6385,False,False
1093,3008,231.6,2061.57,-7.951814,48.500696,0.53936,206.29,4126.06,0.7166,52.2186,52.6312,True,True
1094,1630,1967.99,840.9,11.372564,75.989487,0.59813,96.77,4127.53,0.4927,52.4201,52.6136,False,False
1095,1706,390.96,920.82,10.107341,51.023497,0.53698,201.97,5827.63,0.7145,52.209,52.6129,True,True
1096,1556,662.35,802.17,11.985817,55.320012,0.53792,177.69,5943.79,0.7111,52.2299,52.5853,True,False
1097,2186,2126.17,1357.12,3.200407,78.493639,0.5416,143.63,3016.38,0.7193,52.2976,52.5848,False,False
1098,525,819.16,295.57,20.005762,57.802441,0.53776,189.06,5444.01,0.7129,52.1915,52.5696,True,False
1099,3076,548.82,2105.9,-8.653609,53.52258,0.53872,184.13,4802.42,0.7126,52.1798,52.548,True,False
1100,2829,2146.54,1936.9,-5.978193,78.816061,0.54056,179.07,3344.6,0.715,52.184,52.5421,True,False
1101,1061,675.31,540.38,16.130119,55.525073,0.53566,191.92,6349.35,0.7123,52.137,52.5208,True,False
1102,3140,385.26,2134.04,-9.099014,50.933379,0.53713,202.65,4860.91,0.7149,52.1131,52.5184,True,True
1103,1473,2122.31,752.23,12.776403,78.432527,0.59692,96.58,4080.0,0.492,52.314,52.5072,False,False
1104,4193,359.05,2637.64,-17.071463,50.518466,0.59682,96.56,4185.56,0.4917,52.3137,52.5068,False,False
1105,966,2254.66,506.08,16.673216,80.52781,0.53359,204.16,7141.59,0.7132,52.0958,52.5041,True,True
1106,1435,330.11,746.05,12.874149,50.060228,0.53239,189.47,8181.26,0.71,52.0751,52.4541,True,False
1107,707,502.54,397.71,18.388807,52.78994,0.53531,171.94,6667.38,0.7087,52.0832,52.4271,True,False
1108,687,2047.05,383.16,18.619044,77.241064,0.53361,201.94,6477.49,0.713,52.016,52.4199,True,True
1109,2041,1956.21,1160.07,6.319866,75.802976,0.53588,185.23,5636.21,0.7109,52.0431,52.4135,True,False
1110,3823,467.62,2482.33,-14.612902,52.237167,0.5932,95.98,6004.1,0.489,52.2189,52.4109,False,False
1111,1176,2315.84,588.36,15.370583,81.496253,0.53758,134.05,7346.49,0.6983,52.1398,52.4079,False,False
1112,4275,176.86,2676.2,-17.681919,47.634167,0.58284,94.3,5649.71,0.5328,52.2189,52.4075,False,False
1113,636,376.93,387.89,18.544255,50.8014,0.53352,172.92,7652.76,0.7079,52.0555,52.4013,True,False
1114,1547,344.02,818.45,11.727976,50.280511,0.53206,180.18,8288.35,0.7084,52.0337,52.394,True,False
1115,4111,369.96,2611.13,-16.651881,50.691057,0.59513,96.29,4374.95,0.4905,52.1926,52.3852,False,False
1116,3051,2427.26,2058.06,-7.896142,83.260151,0.53637,164.83,3383.0,0.7243,52.053,52.3827,True,False
1117,968,2299.87,516.64,16.506046,81.243443,0.53174,201.04,7351.9,0.7116,51.9589,52.361,True,True
1118,929,1068.77,494.71,16.853073,61.753927,0.59073,95.58,5727.36,0.4973,52.1582,52.3494,False,False
1119,2666,1582.1,1832.7,-4.328512,69.88041,0.59393,96.09,4752.56,0.4902,52.1457,52.3379,False,False
1120,1828,2726.28,982.18,9.136076,87.993947,0.53891,205.96,1915.89,0.7165,51.9237,52.3357,True,True
1121,1607,533.69,844.93,11.308815,53.28313,0.53399,189.14,5956.08,0.7109,51.9444,52.3227,True,False
1122,4277,242.76,2663.57,-17.481966,48.677401,0.59269,95.9,5350.18,0.4892,52.1083,52.3001,False,False
1123,1506,1358.4,783.66,12.278809,66.339057,0.57191,92.53,4290.78,0.5782,52.0904,52.2755,False,False
1124,1109,2216.23,558.74,15.839524,79.919396,0.58833,95.19,6430.48,0.4981,52.0828,52.2732,False,False
1125,1548,365.79,817.24,11.747137,50.625103,0.53061,175.27,8466.23,0.7067,51.9204,52.2709,True,False
1126,3017,1256.76,2066.59,-8.031191,64.730102,0.59272,95.9,5055.99,0.4891,52.0751,52.2669,False,False
1127,336,263.36,206.31,21.418788,49.003492,0.53285,163.83,5519.25,0.7163,51.9073,52.2349,True,False
1128,776,535.14,432.74,17.834264,53.306082,0.54497,116.26,7092.07,0.6624,51.9954,52.2279,False,False
1129,844,513.18,463.44,17.348181,52.958469,0.53315,172.76,6310.73,0.7076,51.8659,52.2115,True,False
1130,2907,1451.89,1996.93,-6.92852,67.819064,0.59218,95.81,4903.1,0.4891,52.0172,52.2088,False,False
1131,3440,694.98,2291.57,-11.592924,55.836539,0.52986,185.01,7712.06,0.7078,51.7975,52.1675,True,False
1132,401,555.73,240.82,20.872406,53.631992,0.53294,178.57,5766.74,0.7086,51.8052,52.1624,True,False
1133,1657,456.23,870.76,10.899871,52.056936,0.53139,179.64,6734.11,0.708,51.7954,52.1547,True,False
1134,1114,2373.27,563.48,15.764523,82.405401,0.53005,194.02,6805.29,0.7095,51.7347,52.1227,True,False
1135,689,2097.27,369.92,18.828671,78.036206,0.53111,189.24,6204.02,0.7093,51.7379,52.1163,True,False
1136,3948,3102.74,2519.53,-15.201679,93.953652,0.53496,220.78,2337.87,0.7156,51.6723,52.1139,True,True
1137,1560,1392.92,812.42,11.823471,66.885584,0.58907,95.31,4727.8,0.4968,51.9118,52.1024,False,False
1138,1439,535.22,737.93,13.002754,53.307423,0.52483,205.6,9698.59,0.7081,51.6741,52.0853,True,True
1139,1829,5.58,999.9,8.855412,44.922615,0.53509,188.44,3051.3,0.7114,51.6906,52.0675,True,False
1140,1656,439.84,873.87,10.850743,51.797452,0.53006,184.19,6643.82,0.708,51.6895,52.0579,True,False
1141,3253,2846.79,2156.84,-9.46001,89.901808,0.53471,188.58,3133.71,0.7108,51.6626,52.0398,True,False
1142,347,618.13,205.03,21.439016,54.619944,0.53232,171.64,5385.09,0.7069,51.6857,52.029,True,False
1143,1326,551.35,684.59,13.84716,53.562667,0.52846,178.88,7580.52,0.7062,51.6522,52.0099,True,False
1144,3200,164.65,2146.85,-9.301864,47.440803,0.52987,208.93,5294.82,0.7118,51.5851,52.003,True,True
1145,2765,1676.73,1908.35,-5.526121,71.378628,0.59087,95.6,4000.56,0.4884,51.8047,51.9959,False,False
1146,1921,315.47,1054.67,7.988362,49.828525,0.53215,206.91,3704.39,0.7125,51.5762,51.99,True,True
1147,4018,2466.2,2563.72,-15.901377,83.876694,0.53361,173.18,4092.87,0.7078,51.6418,51.9882,True,False
1148,1581,2069.11,820.6,11.694013,77.590374,0.58948,95.38,4749.35,0.4874,51.7737,51.9645,False,False
1149,4094,2479.46,2578.97,-16.142672,84.086561,0.53883,126.44,4898.53,0.6821,51.6502,51.9031,False,False
1150,2583,1686.66,1780.44,-3.501264,71.535809,0.58959,95.39,3921.28,0.4874,51.6842,51.875,False,False
1151,1549,404.33,812.72,11.818762,51.235223,0.527,180.82,7227.73,0.7057,51.497,51.8586,True,False
1152,563,137.65,345.88,19.209204,47.013398,0.52777,172.52,6960.39,0.7045,51.4989,51.8439,True,False
1153,524,778.49,308.43,19.802153,57.158587,0.52887,186.21,5508.92,0.7076,51.4638,51.8362,True,False
1154,4276,206.13,2666.3,-17.525243,48.097577,0.58535,94.71,5731.45,0.4904,51.6461,51.8355,False,False
1155,4279,302.56,2668.5,-17.560026,49.624142,0.58963,95.4,3530.48,0.4872,51.6392,51.83,False,False
1156,775,508.92,427.7,17.913911,52.89107,0.52636,166.6,7763.44,0.7027,51.4604,51.7936,True,False
1157,2137,2122.4,1312.07,3.913525,78.433915,0.53284,182.12,2546.98,0.7088,51.4223,51.7865,True,False
1158,1557,678.35,795.32,12.094117,55.573199,0.52933,169.28,5279.58,0.7049,51.4203,51.7588,True,False
1159,4023,3118.5,2545.0,-15.604952,94.203198,0.52964,218.74,3013.66,0.7122,51.3092,51.7467,True,True
1160,917,627.3,492.09,16.894628,54.76499,0.52811,188.06,5184.53,0.7076,51.3701,51.7462,True,False
1161,4181,2775.75,2624.98,-16.871085,88.777192,0.53,181.84,3980.45,0.7072,51.3583,51.7219,True,False
1162,2624,1704.55,1811.04,-3.985682,71.818986,0.58764,95.08,3822.31,0.4863,51.5132,51.7033,False,False
1163,703,347.75,410.64,18.184006,50.339563,0.52331,187.65,8167.81,0.7047,51.3235,51.6988,True,False
1164,1191,373.77,625.21,14.787149,50.751449,0.52367,187.09,7697.97,0.7049,51.2975,51.6717,True,False
1165,4372,336.79,2688.84,-17.882016,50.166069,0.58808,95.15,3084.47,0.4864,51.4599,51.6502,False,False
1166,786,951.32,422.84,17.99091,59.894615,0.52808,163.75,5100.93,0.7031,51.2771,51.6046,True,False
1167,1086,1490.87,562.0,15.787919,68.436186,0.58834,95.19,2273.88,0.4881,51.4136,51.6039,False,False
1168,2846,1173.36,1964.51,-6.415277,63.409758,0.58354,94.41,5948.12,0.4833,51.4139,51.6027,False,False
1169,1655,420.52,859.42,11.079443,51.491526,0.52426,180.49,6951.56,0.7042,51.2399,51.6009,True,False
1170,400,529.94,239.8,20.888686,53.223798,0.5257,162.09,6775.44,0.7015,51.275,51.5992,True,False
1171,1869,2733.7,1004.86,8.776917,88.111408,0.52938,205.6,2264.6,0.7108,51.1772,51.5884,True,True
1172,1938,1874.95,1067.7,7.782079,74.516533,0.58267,94.27,4684.31,0.4936,51.3878,51.5763,False,False
1173,1443,659.48,755.56,12.723588,55.274525,0.52369,177.0,7264.82,0.7032,51.2188,51.5728,True,False
1174,1580,2033.35,815.93,11.767895,77.02416,0.585,94.65,4235.27,0.4845,51.3399,51.5292,False,False
1175,753,2045.19,403.9,18.290776,77.21168,0.52359,185.07,6605.3,0.7045,51.1564,51.5265,True,False
1176,3070,234.93,2101.66,-8.58643,48.553476,0.52569,195.92,4433.75,0.7072,51.1019,51.4937,True,True
1177,1060,521.81,538.39,16.161609,53.095081,0.52275,183.94,6907.91,0.7039,51.1214,51.4892,True,False
1178,1497,565.01,788.41,12.203512,53.778891,0.52226,170.07,7829.11,0.7011,51.1426,51.4827,True,False
1179,4096,2548.64,2582.33,-16.195883,85.181718,0.53361,128.25,3917.16,0.6853,51.2164,51.4729,False,False
1180,331,113.44,209.84,21.362978,46.630091,0.52535,163.83,5796.27,0.7016,51.1362,51.4638,True,False
1181,569,333.82,335.52,19.373238,50.118933,0.52402,166.82,6624.31,0.7012,51.1301,51.4638,True,False
1182,2766,1705.7,1906.87,-5.502753,71.837178,0.58461,94.59,3766.42,0.4845,51.2573,51.4465,False,False
1183,1331,702.41,706.28,13.50382,55.954169,0.52197,193.65,6694.0,0.7049,51.0574,51.4447,True,True
1184,1771,1902.8,943.94,9.741447,74.957422,0.58411,94.51,4041.32,0.4836,51.2364,51.4254,False,False
1185,650,799.62,357.91,19.018833,57.49306,0.52266,191.66,6074.54,0.705,51.0364,51.4197,True,False
1186,3006,176.0,2066.75,-8.033865,47.620549,0.52239,196.98,5673.05,0.7057,50.983,51.3769,True,True
1187,2761,1548.79,1897.61,-5.356147,69.353169,0.58189,94.15,4806.38,0.4825,51.1469,51.3352,False,False
1188,1057,372.24,549.87,15.979879,50.727227,0.51891,187.74,7950.38,0.7024,50.9397,51.3152,True,False
1189,2810,1558.34,1935.51,-5.956175,69.504266,0.58188,94.15,4529.44,0.4826,51.1147,51.303,False,False
1190,3069,197.59,2094.69,-8.476089,47.962286,0.52283,205.5,4215.18,0.7074,50.8726,51.2836,True,True
1191,640,497.15,365.4,18.900191,52.704739,0.519,142.06,6320.64,0.7148,50.9777,51.2619,False,False
1192,991,659.22,515.11,16.530168,55.270367,0.5218,177.85,5806.14,0.7021,50.8899,51.2456,True,False
1193,557,1819.56,318.08,19.649408,73.639634,0.52355,192.52,3637.62,0.7058,50.8272,51.2122,True,True
1194,292,612.96,170.78,21.981218,54.538081,0.52126,174.69,5623.54,0.7016,50.8202,51.1696,True,False
1195,4369,241.5,2688.79,-17.881257,48.657542,0.57992,93.83,4706.32,0.4811,50.9682,51.1559,False,False
1196,2299,2210.44,1496.1,1.00015,79.827676,0.52358,186.56,3244.06,0.7047,50.7634,51.1365,True,False
1197,999,900.45,532.24,16.259025,59.089315,0.52003,180.55,5964.78,0.7016,50.7721,51.1332,True,False
1198,818,1959.31,439.31,17.730226,75.852121,0.52092,170.85,5766.04,0.7003,50.7895,51.1312,True,False
1199,824,2160.82,421.84,18.006811,79.042232,0.5187,170.08,7188.14,0.6989,50.7723,51.1124,True,False
1200,4368,207.04,2690.68,-17.911239,48.111866,0.57815,93.54,4862.03,0.4833,50.8993,51.0864,False,False
1201,1078,1236.28,555.77,15.886433,64.405815,0.51884,148.68,4501.56,0.7168,50.788,51.0854,False,False
1202,3067,144.7,2091.72,-8.429099,47.125111,0.51845,198.14,5856.08,0.7037,50.6844,51.0807,True,True
1203,1385,536.55,714.95,13.366553,53.328414,0.51535,170.68,9124.42,0.6974,50.7316,51.0729,True,False
1204,349,682.36,190.57,21.667939,55.63674,0.51908,187.65,5741.09,0.7026,50.6963,51.0716,True,False
1205,3222,1393.7,2163.33,-9.562691,66.897956,0.57935,93.74,4369.65,0.4809,50.8837,51.0711,False,False
1206,406,718.45,246.18,20.787632,56.208029,0.5195,169.33,6214.98,0.6997,50.7294,51.0681,True,False
1207,510,330.76,305.25,19.852516,50.070532,0.51912,161.62,6714.46,0.6978,50.7271,51.0504,True,False
1208,772,399.53,433.04,17.829506,51.159284,0.53542,102.48,8123.99,0.6299,50.8443,51.0493,False,False
1209,407,765.07,244.13,20.820136,56.946148,0.5203,160.31,5804.73,0.6982,50.713,51.0336,True,False
1210,1254,316.08,649.64,14.400419,49.838223,0.51541,175.03,8123.57,0.6983,50.6342,50.9843,True,False
1211,1322,434.96,687.07,13.807829,51.720077,0.51442,176.12,8515.95,0.6979,50.6017,50.954,True,False
1212,2136,2091.89,1304.27,4.037094,77.950945,0.52317,167.85,2830.69,0.7009,50.6176,50.9532,True,False
1213,2271,2762.93,1448.59,1.752239,88.574122,0.52346,204.68,883.1,0.7073,50.5245,50.9338,True,True
1214,1846,1551.71,1012.14,8.661698,69.39933,0.57743,93.43,4170.89,0.4795,50.6965,50.8833,False,False
1215,2986,2214.55,2047.7,-7.732282,79.892722,0.52138,169.94,3364.05,0.7002,50.538,50.8779,True,False
1216,3460,1321.35,2289.35,-11.557761,65.752529,0.57763,93.46,3893.68,0.4798,50.6833,50.8702,False,False
1217,3024,1492.47,2065.07,-8.007133,68.461547,0.57729,93.4,3953.21,0.4797,50.6639,50.8507,False,False
1218,623,4402.55,347.91,19.177055,114.530944,0.52159,206.73,1314.22,0.706,50.416,50.8295,True,True
1219,768,287.83,430.92,17.862969,49.390897,0.51389,179.73,7589.27,0.6983,50.4622,50.8217,True,False
1220,2138,2779.86,1295.33,4.178606,88.842175,0.52091,204.86,1549.91,0.7059,50.395,50.8047,True,True
1221,1705,361.87,916.77,10.171488,50.562981,0.51498,197.87,5936.74,0.7016,50.4063,50.802,True,True
1222,1480,2573.17,746.66,12.864465,85.57006,0.51921,195.78,2781.65,0.7039,50.3801,50.7717,True,True
1223,1593,31.11,855.5,11.141483,45.326856,0.51749,206.77,3545.39,0.704,50.3492,50.7627,True,True
1224,2946,189.96,2045.91,-7.703894,47.841482,0.51503,205.07,5078.69,0.7028,50.3301,50.7402,True,True
1225,1550,428.35,824.02,11.639788,51.615448,0.51304,164.03,8197.03,0.6949,50.4116,50.7397,True,False
1226,2603,2317.16,1772.67,-3.378235,81.517186,0.52758,120.03,4183.08,0.6661,50.4681,50.7082,False,False
1227,3020,1357.7,2063.27,-7.978675,66.327949,0.57421,92.9,4745.73,0.4776,50.4973,50.6831,False,False
1228,3757,493.53,2453.48,-14.156032,52.647424,0.5687,92.01,7747.62,0.4785,50.4712,50.6552,False,False
1229,403,621.15,243.46,20.830691,54.667695,0.51569,170.3,5114.3,0.6977,50.2893,50.63,True,False
1230,837,282.98,465.77,17.311355,49.314206,0.51134,173.57,7575.6,0.6957,50.2293,50.5764,True,False
1231,1171,2155.72,585.2,15.420549,78.961456,0.57126,92.43,5307.6,0.4783,50.3639,50.5487,False,False
1232,1056,316.59,547.29,16.020785,49.846283,0.50892,187.1,8378.44,0.697,50.1741,50.5483,True,True
1233,559,16.72,338.35,19.328551,45.098932,0.51783,171.99,2862.98,0.6989,50.2009,50.5449,True,False
1234,2401,1646.22,1623.4,-1.015183,70.895554,0.57338,92.77,4070.7,0.4767,50.3437,50.5292,False,False
1235,3064,59.18,2085.05,-8.323461,45.771188,0.51377,198.86,4298.63,0.7013,50.1204,50.5182,True,True
1236,2714,1642.76,1871.85,-4.948386,70.840801,0.57269,92.66,4374.53,0.4769,50.3328,50.5181,False,False
1237,3065,74.08,2092.21,-8.436906,46.007101,0.51338,198.86,4503.7,0.701,50.1113,50.509,True,True
1238,3822,431.66,2479.03,-14.560524,51.667884,0.56779,91.87,6587.06,0.4809,50.3115,50.4952,False,False
1239,708,524.72,401.61,18.32701,53.141083,0.52908,104.86,6566.05,0.6343,50.2842,50.4939,False,False
1240,1628,1898.02,840.6,11.377316,74.881746,0.57316,92.74,3524.77,0.4768,50.2658,50.4513,False,False
1241,0,16.81,18.39,24.393777,45.100419,0.51926,155.4,1668.33,0.6976,50.1392,50.4501,True,False
1242,908,344.19,490.75,16.915853,50.283116,0.50789,195.25,7937.25,0.6974,50.0557,50.4462,True,True
1243,1758,1487.9,947.54,9.684377,68.389276,0.56449,91.33,5243.17,0.4969,50.2049,50.3876,False,False
1244,4189,229.74,2640.71,-17.120189,48.471251,0.56801,91.9,6365.88,0.4738,50.1732,50.357,False,False
1245,912,449.13,485.36,17.001111,51.944514,0.51054,156.11,7025.44,0.6919,50.0385,50.3507,True,False
1246,2182,2001.9,1360.8,3.142013,76.526263,0.57016,92.25,4138.23,0.4786,50.1537,50.3382,False,False
1247,275,72.98,180.42,21.82867,45.989628,0.51321,160.98,4798.23,0.6941,50.0101,50.332,True,False
1248,754,2068.91,407.86,18.228123,77.587144,0.50859,179.66,7103.44,0.6953,49.9697,50.3291,True,False
1249,1603,367.39,839.99,11.386993,50.650391,0.50811,170.84,7617.9,0.6933,49.9602,50.3019,True,False
1250,855,846.73,475.68,17.154444,58.238851,0.51013,173.16,6027.31,0.6945,49.9391,50.2855,True,False
1251,1333,1300.08,687.31,13.804154,65.415797,0.52412,117.05,3786.18,0.6593,50.0496,50.2837,False,False
1252,4190,276.11,2640.48,-17.116421,49.205412,0.56951,92.15,4684.96,0.4746,50.0989,50.2832,False,False
1253,456,457.2,269.4,20.420065,52.072164,0.54582,88.31,6446.75,0.5582,50.1042,50.2808,False,False
1254,1383,421.13,711.03,13.428526,51.501271,0.50518,175.73,9141.84,0.6923,49.9105,50.262,True,False
1255,1500,654.11,782.89,12.290892,55.189438,0.50848,134.31,6972.82,0.6977,49.9889,50.2575,False,False
1256,2813,1652.23,1939.08,-6.01259,70.990642,0.5694,92.13,4218.56,0.4749,50.0407,50.225,False,False
1257,2987,2272.12,2052.79,-7.812842,80.804169,0.51111,197.27,3591.37,0.6996,49.8146,50.2092,True,True
1258,1315,203.11,667.69,14.114732,48.049685,0.50657,182.72,7167.79,0.6947,49.8206,50.1861,True,False
1259,1544,234.54,802.97,11.973132,48.547333,0.50745,180.52,6532.04,0.6948,49.8102,50.1713,True,False
1260,1654,348.73,899.54,10.444232,50.355006,0.50518,189.34,7696.12,0.6948,49.7847,50.1634,True,True
1261,770,343.08,429.0,17.893395,50.265543,0.50553,178.47,7792.64,0.6933,49.7942,50.1512,True,False
1262,777,563.59,431.24,17.857986,53.756471,0.50942,155.92,5973.24,0.6913,49.8241,50.1359,True,False
1263,2753,1300.64,1902.6,-5.435067,65.424704,0.56652,91.66,5477.05,0.4728,49.9438,50.1271,False,False
1264,2712,1586.02,1868.8,-4.900079,69.94255,0.56718,91.77,4826.99,0.4734,49.9266,50.1102,False,False
1265,498,1796.73,279.03,20.267599,73.278303,0.51193,166.37,3425.06,0.6942,49.7571,50.0899,True,False
1266,2898,1167.74,1996.59,-6.923112,63.32073,0.56626,91.62,5174.08,0.4726,49.8863,50.0695,False,False
1267,2962,1454.87,2027.54,-7.413037,67.866331,0.5669,91.72,4571.17,0.4732,49.8728,50.0562,False,False
1268,3133,107.17,2108.87,-8.700586,46.530922,0.50675,196.48,5289.13,0.6968,49.6508,50.0438,True,True
1269,1663,1455.73,880.5,10.745652,67.87986,0.5652,91.45,5089.23,0.4758,49.8574,50.0402,False,False
1270,630,169.74,369.91,18.828859,47.521426,0.50739,157.08,6506.31,0.6904,49.7248,50.0389,True,False
1271,3381,717.49,2276.43,-11.35321,56.192851,0.50539,173.25,6981.41,0.6924,49.6725,50.019,True,False
1272,2815,1707.57,1939.56,-6.020232,71.866816,0.56714,91.76,3847.13,0.4735,49.8109,49.9944,False,False
1273,647,719.49,364.18,18.919632,56.224547,0.50824,169.92,4951.07,0.693,49.6504,49.9903,True,False
1274,1196,520.96,624.71,14.795055,53.081639,0.50633,159.71,6660.66,0.6904,49.6673,49.9867,True,False
1275,616,1873.12,339.17,19.315493,74.487574,0.50785,195.68,4004.03,0.6974,49.5885,49.9798,True,True
1276,405,685.66,240.36,20.879807,55.689033,0.50686,161.5,6060.94,0.6913,49.6496,49.9726,True,False
1277,1583,2132.12,817.18,11.748116,78.587808,0.56457,91.35,5406.41,0.4715,49.7723,49.955,False,False
1278,1325,530.97,684.26,13.85237,53.24009,0.50452,162.56,7516.05,0.69,49.6296,49.9548,True,False
1279,1107,2155.5,550.61,15.968225,78.958032,0.56362,91.19,5407.79,0.4752,49.7705,49.9529,False,False
1280,397,426.43,236.71,20.937526,51.585159,0.5208,107.63,6450.29,0.6375,49.7316,49.9469,False,False
1281,161,1703.56,86.93,23.308742,71.803319,0.51147,181.98,1809.01,0.6966,49.5777,49.9417,True,False
1282,2252,1647.36,1456.83,1.62182,70.913627,0.56658,91.67,3586.45,0.4725,49.7195,49.9028,False,False
1283,3399,1299.68,2256.58,-11.039054,65.409576,0.56499,91.41,4379.26,0.4717,49.6857,49.8685,False,False
1284,3066,113.04,2098.03,-8.528994,46.623755,0.50361,197.84,5660.16,0.6952,49.4403,49.836,True,True
1285,2942,2684.83,1987.13,-6.773321,87.337817,0.50923,167.35,3036.46,0.6928,49.4916,49.8263,True,False
1286,983,321.7,528.44,16.319191,49.927069,0.50132,185.84,7585.79,0.6922,49.4467,49.8184,True,True
1287,3755,434.54,2452.92,-14.147306,51.713431,0.55061,89.09,7783.29,0.5044,49.638,49.8162,False,False
1288,1123,304.93,599.98,15.186687,49.661577,0.50107,172.58,8216.36,0.6901,49.4662,49.8114,True,False
1289,2964,1520.43,2030.45,-7.45917,68.904234,0.56442,91.32,4010.67,0.4716,49.5996,49.7822,False,False
1290,337,309.68,205.16,21.436948,49.736847,0.50443,133.6,5722.68,0.695,49.5034,49.7706,False,False
1291,1330,680.93,687.85,13.795619,55.614126,0.5019,184.7,6653.13,0.6927,49.3872,49.7566,True,True
1292,1631,1999.42,842.88,11.341304,76.48711,0.56355,91.18,4389.35,0.471,49.5702,49.7526,False,False
1293,3758,525.61,2440.68,-13.953456,53.155263,0.55888,90.42,6730.48,0.4741,49.565,49.7458,False,False
1294,2947,202.39,2040.06,-7.611268,48.038391,0.50442,197.56,4215.18,0.6957,49.3366,49.7318,True,True
1295,282,300.81,175.72,21.903046,49.596488,0.50981,125.76,4859.77,0.6774,49.4719,49.7234,False,False
1296,994,747.85,528.52,16.317875,56.673533,0.50456,162.46,5455.36,0.6902,49.3935,49.7184,True,False
1297,1436,350.89,734.39,13.058732,50.389206,0.49796,176.78,9254.68,0.6889,49.3428,49.6964,True,False
1298,1481,2587.26,764.16,12.587547,85.793076,0.50684,184.26,2781.65,0.6946,49.3229,49.6914,True,False
1299,2668,1648.09,1837.36,-4.402381,70.925209,0.56289,91.07,4215.07,0.4708,49.4985,49.6806,False,False
1300,2915,1715.83,2002.81,-7.021553,71.997555,0.56375,91.21,3570.59,0.4715,49.4962,49.6786,False,False
1301,1122,262.87,606.81,15.078456,48.99582,0.49947,174.43,8107.95,0.6895,49.3271,49.676,True,False
