cell_id,seed_x,seed_y,centroid_x,centroid_y,centroid_lat,centroid_lon,area_px,mean_elevation_m,min_elevation_m,max_elevation_m,mean_slope_deg,ruggedness_m,coast_distance_px,coast_distance_km,traversal_score,traversal_profile
5724,2164,692,2164.74,690.88,20.911628,36.474419,43,243.97,-73.56,680.35,85.51,1171.0,2.07,22.96,36.49,severe
5725,2177,696,2177.4,694.66,20.533766,37.74026,77,115.85,-63.19,346.64,73.82,687.56,3.46,38.5,43.73,rough
5726,2185,696,2185.14,695.36,20.464062,38.514063,64,115.01,31.05,277.33,65.65,262.1,9.15,101.79,56.59,rough
5727,2193,697,2194.7,696.37,20.362698,39.469841,126,67.09,25.14,218.66,49.09,188.8,11.6,128.96,58.98,moderate
5728,2207,693,2204.92,692.61,20.73913,40.492391,92,-10.41,-38.63,31.96,28.72,79.9,7.01,77.91,63.05,moderate
5729,2213,693,2213.36,694.05,20.595455,41.336364,88,-9.15,-26.29,25.64,22.86,58.88,6.14,68.24,65.75,moderate
5730,2222,692,2223.51,692.7,20.730392,42.35098,102,-5.8,-42.64,53.67,32.66,78.65,6.45,71.71,63.12,moderate
5731,2237,695,2235.17,694.1,20.58961,43.516883,77,-36.67,-65.51,7.65,35.11,117.94,2.86,31.85,62.14,moderate
5732,2245,691,2244.89,692.49,20.751389,44.488889,72,129.52,-42.92,311.71,70.06,353.01,5.15,57.3,53.95,rough
5733,2254,694,2252.86,694.24,20.575714,45.285714,70,216.61,-48.39,364.14,73.42,431.13,4.64,51.58,51.06,rough
5734,2266,693,2267.21,692.61,20.739286,46.721429,56,0.04,-78.8,118.63,64.51,275.37,2.06,22.85,57.3,rough
5735,2277,694,2277.04,693.72,20.627778,47.704167,72,54.71,-66.93,206.85,69.14,244.98,2.3,25.58,57.92,rough
5736,2285,697,2285.47,695.98,20.402247,48.547191,89,56.05,-65.11,142.62,60.24,259.93,4.02,44.71,57.33,rough
5737,2295,697,2295.36,696.89,20.311304,49.535652,115,42.73,-46.27,223.87,61.8,255.28,3.84,42.7,57.56,rough
5738,2307,691,2305.68,691.85,20.814943,50.567816,87,19.13,-47.79,59.89,48.19,125.09,5.39,59.9,61.64,moderate
5739,2313,692,2314.62,692.1,20.790411,51.461644,73,-24.78,-54.66,-0.56,38.79,91.43,4.15,46.2,62.88,moderate
5740,2326,692,2324.94,692.55,20.744554,52.494059,101,18.84,-44.37,56.54,43.39,112.5,4.82,53.59,62.07,moderate
5741,2335,691,2335.87,691.68,20.831579,53.587368,95,24.53,-50.45,98.81,63.82,168.04,2.45,27.22,60.47,moderate
5742,2346,697,2345.16,696.84,20.315504,54.515504,129,102.62,-13.22,147.24,50.51,154.37,5.84,64.98,60.23,moderate
5743,2357,693,2355.9,692.9,20.709722,55.590278,72,87.3,-107.68,152.19,55.68,256.48,3.61,40.14,57.29,rough
5744,2365,693,2364.15,693.85,20.614754,56.414754,61,10.28,-134.15,126.1,67.77,277.36,2.2,24.49,57.17,rough
5745,2371,694,2372.75,693.87,20.612658,57.274684,79,69.88,-61.57,222.18,71.62,303.45,2.7,30.05,55.99,rough
5746,2382,691,2381.83,691.93,20.806818,58.183333,132,248.27,84.02,546.14,71.32,394.51,8.45,93.94,51.77,rough
5747,2397,697,2396.46,696.25,20.37479,59.646218,119,498.99,385.4,655.9,64.74,264.48,15.51,172.51,53.93,rough
5748,2407,693,2407.38,693.68,20.631783,60.737984,129,347.81,240.33,467.36,58.3,199.5,22.59,251.18,56.33,rough
5749,2417,691,2415.63,692.0,20.8,61.563014,73,307.67,212.3,378.11,55.62,155.9,27.96,310.93,57.56,rough
5750,2421,692,2422.43,693.3,20.669792,62.242708,96,265.28,156.99,333.1,57.77,177.22,30.32,337.19,56.97,rough
5751,2433,696,2433.45,695.83,20.416529,63.344628,121,126.87,75.65,248.91,55.96,305.98,36.04,400.73,53.36,rough
5752,2446,693,2445.54,694.08,20.592105,64.553509,114,741.56,154.13,1482.95,84.11,1147.21,46.11,512.79,30.75,severe
5753,2456,693,2455.13,693.43,20.656667,65.513333,60,1401.85,1056.14,1624.38,79.7,748.39,50.36,559.96,31.47,severe
5754,2461,692,2463.12,692.5,20.750442,66.311504,113,1270.77,880.32,1553.36,79.42,678.67,50.74,564.27,34.35,severe
5755,2475,693,2472.96,694.12,20.5875,67.296429,112,1066.76,750.56,1397.6,78.02,568.74,47.01,522.7,39.17,severe
5756,2482,692,2483.16,692.92,20.708434,68.315663,83,760.35,627.15,956.97,75.79,442.04,38.77,431.16,45.39,rough
5757,2494,696,2492.82,695.7,20.430108,69.28172,93,789.08,644.67,1008.15,75.95,402.33,32.58,362.27,46.87,rough
5758,2502,694,2502.26,694.22,20.577551,70.22551,98,990.41,661.0,1596.11,79.84,1024.57,24.43,271.65,30.8,severe
5759,2511,691,2511.21,692.35,20.765347,71.120792,101,1906.16,1092.14,2879.6,86.52,1744.29,16.2,180.13,26.2,severe
5760,2521,695,2520.83,695.87,20.412931,72.082759,116,1141.48,498.2,1808.14,84.8,1440.1,10.06,111.88,30.91,severe
5761,2534,693,2530.92,694.9,20.509804,73.092157,51,101.16,-137.72,581.95,81.12,1715.48,2.26,25.18,37.28,severe
5762,2544,697,2544.0,697.5,20.25,74.4,2,-167.78,-223.96,-111.6,84.33,3279.14,1.0,11.12,37.93,severe
5763,2949,699,2949.5,699.0,20.1,114.95,2,-488.0,-542.44,-433.55,85.66,4225.1,1.0,11.12,37.93,severe
5764,2952,696,2951.5,696.5,20.35,115.15,2,-736.48,-874.61,-598.35,88.21,4316.19,1.0,11.12,37.93,severe
5765,628,707,628.78,708.11,19.188889,-117.122222,9,136.27,-71.74,297.51,85.22,763.73,1.05,11.63,41.4,severe
5766,633,706,634.75,707.15,19.285,-116.525,40,98.18,-271.56,490.73,82.82,1159.13,1.13,12.6,37.37,severe
5767,645,706,645.06,706.29,19.371429,-115.493878,49,553.36,-244.24,1361.03,86.22,1696.06,2.08,23.14,34.75,severe
5768,653,705,653.94,706.12,19.3875,-114.60625,64,744.67,-104.43,1287.06,86.52,1653.63,1.76,19.56,33.69,severe
5769,664,704,663.25,703.58,19.642466,-113.675342,73,670.83,-237.82,1137.95,86.72,1606.16,1.65,18.37,34.12,severe
5770,674,704,674.83,702.94,19.70625,-112.516667,48,593.27,-206.47,1182.44,87.09,1630.55,1.44,16.06,34.57,severe
5771,684,704,683.32,703.21,19.678947,-111.668421,57,428.34,-318.91,1166.53,85.51,1637.27,1.45,16.09,35.49,severe
5772,692,706,691.98,705.38,19.4625,-110.8025,40,124.97,-317.0,445.84,85.2,1053.32,1.23,13.64,37.22,severe
5773,702,709,700.05,709.23,19.077273,-109.995455,22,-49.59,-227.63,123.5,83.11,557.81,1.02,11.33,48.58,rough
5774,722,702,722.0,702.0,19.8,-107.8,1,-576.15,-576.15,-576.15,83.92,1967.07,1.0,11.12,37.93,severe
5775,2158,703,2159.91,701.62,19.8375,35.990625,32,94.16,-96.49,274.14,82.39,1009.7,1.57,17.42,37.37,severe
5776,2165,705,2165.51,704.35,19.564634,36.55122,82,558.22,-15.55,1039.04,84.11,1139.57,3.09,34.41,34.65,severe
5777,2174,705,2174.86,705.45,19.455172,37.486207,87,638.3,-417.19,1392.26,85.58,1340.36,3.99,44.33,34.14,severe
5778,2186,703,2184.66,703.98,19.6025,38.46625,80,398.29,114.5,1086.59,80.42,829.4,7.46,82.99,37.46,severe
5779,2191,707,2192.22,706.04,19.395652,39.221739,69,409.98,148.45,1048.76,77.52,590.38,10.21,113.53,44.65,rough
5780,2207,703,2206.2,702.7,19.730081,40.620325,123,46.04,-75.78,246.49,60.36,280.98,3.34,37.11,56.78,rough
5781,2217,707,2216.36,706.73,19.326804,41.636082,97,33.97,-28.33,211.3,56.16,229.24,3.33,37.02,58.46,moderate
5782,2224,702,2225.09,702.3,19.769672,42.509016,122,-17.61,-52.45,44.95,39.5,94.1,2.58,28.72,62.9,moderate
5783,2237,701,2235.61,702.39,19.760606,43.560606,99,-23.73,-50.01,6.48,36.95,65.65,2.9,32.23,63.76,moderate
5784,2244,704,2245.14,703.3,19.669767,44.513953,86,10.58,-58.22,116.37,61.17,233.16,2.75,30.55,58.5,moderate
5785,2256,701,2254.54,701.75,19.825352,45.453521,71,153.97,-124.64,298.41,76.97,447.72,2.95,32.77,51.01,rough
5786,2267,707,2266.81,708.37,19.162903,46.680645,62,90.51,-66.94,303.66,74.59,434.8,2.68,29.83,51.78,rough
5787,2274,703,2273.83,702.35,19.765217,47.382609,23,-57.66,-106.75,21.88,52.91,202.69,1.07,11.92,59.62,moderate
5788,2286,706,2286.61,704.78,19.521569,48.660784,51,154.29,-86.11,405.12,80.39,527.12,3.07,34.16,48.53,rough
5789,2294,707,2294.38,707.02,19.297561,49.437805,82,305.99,110.26,430.66,73.86,455.86,5.41,60.15,49.74,rough
5790,2303,705,2301.22,703.68,19.631707,50.121951,41,-0.25,-80.95,128.83,70.4,365.29,1.52,16.86,54.53,rough
5791,2315,701,2315.87,701.43,19.857377,51.586885,61,-20.81,-80.37,16.11,47.37,150.05,2.7,30.08,61.15,moderate
5792,2321,703,2321.61,703.72,19.627835,52.160825,97,0.89,-80.91,60.65,46.15,124.84,5.0,55.55,61.78,moderate
5793,2331,702,2332.13,702.65,19.735211,53.21338,142,105.93,33.26,156.86,48.89,129.18,8.74,97.15,60.8,moderate
5794,2346,707,2346.1,707.02,19.298077,54.609615,104,146.1,49.74,250.26,52.5,150.57,12.23,135.97,59.68,moderate
5795,2355,701,2355.02,701.79,19.821429,55.502041,98,155.9,28.25,266.17,61.26,211.94,8.86,98.55,57.94,rough
5796,2364,705,2363.7,705.06,19.494393,56.370093,107,195.75,-31.25,330.91,73.34,383.87,4.02,44.67,52.69,rough
5797,2374,705,2372.16,705.48,19.451613,57.216129,62,101.44,-96.55,243.16,77.72,521.4,2.1,23.31,49.07,rough
5798,2385,704,2384.73,701.83,19.816667,58.473077,78,330.46,-39.0,593.05,80.7,806.55,4.06,45.14,38.78,severe
5799,2393,704,2392.84,703.85,19.615294,59.283529,85,608.14,429.24,712.79,65.61,464.56,7.79,86.66,47.61,rough
5800,2403,707,2403.36,705.84,19.415534,60.335922,103,344.63,211.69,513.07,68.45,318.18,10.03,111.51,53.49,rough
5801,2415,706,2414.88,704.84,19.515909,61.487879,132,245.14,157.66,295.85,47.21,130.61,16.79,186.67,59.44,moderate
5802,2426,705,2425.28,703.77,19.62268,62.527835,97,236.95,166.32,308.26,59.15,149.86,24.74,275.08,58.36,moderate
5803,2434,706,2434.43,705.97,19.403448,63.442529,87,192.3,102.67,303.86,68.35,192.53,31.35,348.56,56.84,rough
5804,2444,705,2444.33,704.7,19.529687,64.432813,128,166.09,80.05,494.54,62.86,394.27,37.16,413.18,50.32,rough
5805,2456,703,2455.61,703.03,19.696694,65.561157,121,580.86,252.3,1190.09,81.7,836.14,41.39,460.26,33.96,severe
5806,2465,707,2465.29,705.02,19.498148,66.528704,108,900.62,470.44,1388.29,79.23,724.98,43.78,486.83,35.46,severe
5807,2476,706,2474.38,705.09,19.491139,67.437975,79,1229.97,923.28,1443.32,78.74,592.45,48.75,542.11,37.4,severe
5808,2481,703,2482.69,702.27,19.773267,68.269307,101,842.76,614.8,1389.54,75.45,623.31,44.56,495.47,38.9,severe
5809,2496,703,2495.24,703.42,19.657778,69.524444,90,768.16,607.3,997.95,72.69,352.35,35.29,392.4,48.36,rough
5810,2504,706,2503.63,705.56,19.443902,70.363415,82,883.1,566.62,1507.48,81.04,935.21,28.61,318.09,31.13,severe
5811,2511,706,2512.29,704.54,19.545946,71.228829,111,1648.63,843.65,2452.47,85.3,1600.25,20.29,225.6,27.37,severe
5812,2525,705,2524.88,704.75,19.525397,72.488095,126,912.93,474.7,1370.13,84.05,1243.18,8.23,91.53,32.32,severe
5813,2537,704,2534.36,703.44,19.655556,73.435556,45,110.84,-233.81,617.14,78.98,1168.15,1.38,15.36,37.28,severe
5814,2544,704,2544.56,705.5,19.45,74.45625,16,-17.55,-112.63,40.41,69.83,600.99,1.0,11.12,47.24,rough
5815,2566,706,2566.5,707.0,19.3,76.65,4,-83.22,-88.83,-78.15,38.83,186.31,1.0,11.12,60.14,moderate
5816,2574,709,2576.6,710.7,18.93,77.66,10,-47.91,-92.36,64.1,59.76,480.84,1.04,11.58,50.97,rough
5817,2583,706,2583.2,707.0,19.3,78.32,5,-138.67,-212.13,-44.16,80.86,2822.19,1.0,11.12,37.93,severe
5818,2591,708,2592.0,709.25,19.075,79.2,4,-187.65,-251.41,-111.64,85.62,3801.31,1.0,11.12,37.93,severe
5819,2946,707,2947.12,707.38,19.2625,114.7125,8,-439.76,-745.71,-209.37,86.71,3186.48,1.0,11.12,37.93,severe
5820,3361,708,3361.0,708.0,19.2,156.1,1,-1852.43,-1852.43,-1852.43,88.36,3242.74,1.0,11.12,37.93,severe
5821,513,718,513.33,719.0,18.1,-128.666667,6,-109.74,-161.74,-78.46,74.0,605.33,1.07,11.89,47.1,rough
5822,520,719,519.08,721.08,17.892308,-128.092308,13,-90.09,-197.96,68.48,73.33,655.31,1.0,11.12,45.55,rough
5823,596,716,595.33,717.5,18.25,-120.466667,6,-79.26,-179.4,-38.27,77.01,585.51,1.0,11.12,47.72,rough
5824,605,717,607.4,718.07,18.193333,-119.26,15,184.88,-50.15,639.76,83.18,1335.09,1.15,12.78,36.88,severe
5825,614,715,612.45,716.65,18.335,-118.755,20,597.59,-184.87,1156.84,87.81,1736.78,1.55,17.27,34.54,severe
5826,625,712,625.0,712.0,18.8,-117.5,1,-296.91,-296.91,-296.91,77.91,1013.73,1.0,11.12,37.93,severe
5827,632,716,633.9,716.24,18.376271,-116.610169,59,554.28,-118.73,973.69,85.6,1438.56,1.48,16.46,34.78,severe
5828,644,712,642.57,711.61,18.838889,-115.742593,54,674.92,-310.84,1212.96,86.82,1692.02,1.8,20.01,34.08,severe
5829,654,715,654.9,711.7,18.83,-114.51,10,-43.84,-310.77,198.19,84.63,1527.65,1.0,11.12,37.93,severe
5830,664,714,662.4,713.3,18.67,-113.76,10,-140.94,-272.85,51.4,79.65,829.77,1.0,11.12,40.12,severe
5831,675,711,674.8,708.8,19.12,-112.52,5,-254.68,-393.05,-208.39,74.86,1046.32,1.0,11.12,37.93,severe
5832,687,713,687.06,710.19,18.98125,-111.29375,16,137.67,-279.7,484.36,85.96,1012.04,1.36,15.09,37.14,severe
5833,691,714,690.57,712.29,18.771429,-110.942857,7,-76.31,-211.6,139.78,81.48,922.1,1.0,11.12,37.93,severe
5834,703,714,703.0,713.0,18.7,-109.7,3,-118.66,-152.77,-86.62,71.23,476.75,1.0,11.12,51.1,rough
5835,2159,711,2160.39,709.67,19.033333,36.038889,18,200.73,-25.86,515.77,85.33,1138.69,1.42,15.74,36.78,severe
5836,2164,714,2164.63,714.17,18.583333,36.463333,60,476.26,-10.02,926.01,84.63,1099.3,1.9,21.15,35.19,severe
5837,2174,714,2174.23,713.67,18.632609,37.422826,92,725.34,-144.91,1598.32,85.26,1361.4,2.8,31.15,33.73,severe
5838,2184,717,2183.85,715.24,18.47561,38.385366,82,628.77,-91.24,1447.98,85.84,1399.13,2.45,27.28,34.3,severe
5839,2192,711,2192.8,712.84,18.716471,39.28,85,527.46,81.04,965.08,76.42,733.26,5.07,56.34,39.88,severe
5840,2203,712,2202.63,711.8,18.820175,40.263158,114,344.68,179.94,578.52,67.7,434.34,6.14,68.23,50.14,rough
5841,2213,717,2213.06,716.34,18.365909,41.305682,88,442.64,222.86,844.6,74.36,505.94,8.66,96.33,47.19,rough
5842,2222,715,2223.31,715.13,18.487288,42.331356,118,305.45,-27.35,926.03,77.64,608.09,6.04,67.11,44.96,rough
5843,2235,715,2233.56,714.83,18.516667,43.355556,126,137.95,-34.3,492.22,66.89,388.58,3.24,36.08,52.92,rough
5844,2244,712,2244.9,713.2,18.680374,44.48972,107,68.0,-23.52,152.34,54.16,196.18,4.46,49.55,59.22,moderate
5845,2257,711,2256.39,711.84,18.815702,45.638843,121,173.69,-7.34,338.78,66.86,288.84,5.46,60.67,55.67,rough
5846,2267,715,2265.77,715.39,18.460606,46.577273,66,100.9,29.56,206.06,65.84,228.34,6.08,67.64,57.92,rough
5847,2272,717,2273.7,716.65,18.334783,47.369565,92,89.87,-87.54,222.32,68.15,288.94,3.84,42.74,56.25,rough
5848,2288,713,2289.77,712.97,18.703226,48.977419,31,84.81,-75.0,327.89,82.36,639.46,2.22,24.74,45.48,rough
5849,2296,717,2296.07,716.53,18.347222,49.606944,72,81.36,-135.08,321.16,79.59,552.14,2.12,23.58,48.22,rough
5850,2309,715,2306.92,716.9,18.31,50.692,50,32.28,-54.8,95.43,58.52,276.3,2.82,31.33,57.03,rough
5851,2312,716,2312.15,718.91,18.108824,51.214706,34,6.29,-69.91,67.68,61.78,208.08,2.96,32.9,59.29,moderate
5852,2326,715,2327.27,712.31,18.768889,52.726667,45,5.07,-62.52,73.72,67.28,249.67,2.48,27.59,58.04,moderate
5853,2332,717,2332.76,715.76,18.423684,53.276316,76,85.74,10.2,112.95,40.03,150.75,5.43,60.38,60.47,moderate
5854,2341,713,2341.24,713.61,18.6392,54.124,125,143.15,43.91,296.03,51.85,186.53,8.88,98.69,58.8,moderate
5855,2356,715,2354.9,713.36,18.66383,55.490426,94,181.45,-27.04,302.83,64.08,302.02,6.21,69.1,55.17,rough
5856,2365,716,2365.0,716.22,18.378205,56.5,78,198.51,-52.71,362.43,74.97,412.21,3.06,34.04,51.86,rough
5857,2373,717,2371.41,718.03,18.197436,57.141026,39,130.97,-75.18,364.72,82.8,642.72,1.91,21.25,45.14,rough
5858,2389,713,2390.0,710.88,18.9125,59.0,24,290.32,-78.84,639.17,85.56,1062.78,2.31,25.63,36.21,severe
5859,2394,714,2395.43,712.45,18.755319,59.542553,47,199.97,-91.24,592.32,81.79,833.4,2.67,29.65,38.77,severe
5860,2405,714,2404.66,714.28,18.571642,60.465672,67,140.9,-33.2,242.13,60.92,354.54,3.99,44.37,53.91,rough
5861,2411,714,2412.45,714.78,18.521687,61.244578,83,212.05,116.17,261.98,49.89,171.44,8.16,90.73,58.93,moderate
5862,2425,713,2424.76,713.62,18.6375,62.475962,104,184.69,116.16,257.15,56.44,141.48,19.7,219.03,59.25,moderate
5863,2436,715,2435.58,714.29,18.571084,63.557831,83,184.1,98.49,255.19,56.2,191.66,27.38,304.51,57.18,rough
5864,2445,717,2445.12,716.5,18.35,64.512195,82,124.35,9.84,635.68,58.27,508.64,25.8,286.92,47.76,rough
5865,2453,715,2453.82,714.5,18.55,65.3825,120,504.2,103.67,829.19,81.07,589.75,30.1,334.75,42.81,rough
5866,2466,713,2465.28,714.11,18.589474,66.528421,95,604.29,408.68,929.07,72.68,488.24,36.43,405.12,44.98,rough
5867,2476,714,2475.66,714.58,18.541791,67.565672,67,973.73,746.45,1122.24,77.14,524.77,43.51,483.87,41.3,severe
5868,2481,711,2482.52,711.7,18.829851,68.252239,67,884.21,565.41,1274.17,79.52,632.31,48.45,538.76,38.12,severe
5869,2492,712,2492.09,711.66,18.833628,69.20885,113,861.09,752.51,1013.83,70.96,353.23,40.8,453.71,47.45,rough
5870,2505,715,2504.03,715.19,18.481053,70.403158,95,1064.85,543.32,1784.57,82.64,1024.62,29.56,328.67,30.04,severe
5871,2513,714,2513.11,714.48,18.551899,71.311392,79,909.54,576.11,1458.44,82.26,1137.68,20.58,228.81,31.51,severe
5872,2521,715,2521.52,715.29,18.471154,72.151923,104,842.59,522.42,1391.81,79.23,970.69,13.05,145.1,32.39,severe
5873,2532,714,2531.47,714.01,18.59899,73.147475,99,1174.94,-38.27,2116.22,85.97,1900.86,4.77,53.02,31.07,severe
5874,2542,711,2543.02,713.1,18.690476,74.302381,84,492.24,-151.93,944.9,83.94,1175.8,2.38,26.47,35.07,severe
5875,2554,714,2552.75,716.35,18.365278,75.275,72,578.17,-100.81,1129.69,85.9,1191.81,2.92,32.5,34.55,severe
5876,2563,716,2560.72,718.11,18.188889,76.072222,36,127.9,-105.22,478.62,82.11,795.54,1.44,16.03,40.43,severe
5877,2572,715,2574.03,716.38,18.3625,77.4025,40,25.6,-84.08,148.4,74.73,385.55,1.27,14.15,53.78,rough
5878,2584,714,2583.01,715.39,18.461429,78.301429,70,248.07,-28.55,515.31,83.54,647.6,1.93,21.47,44.33,rough
5879,2592,717,2592.47,717.44,18.256,79.246667,75,15.62,-76.0,261.32,68.89,531.56,1.68,18.66,49.26,rough
5880,2604,717,2601.93,718.52,18.148148,80.192593,27,-61.12,-120.03,-34.62,63.21,888.02,1.4,15.58,38.28,severe
5881,2944,710,2943.71,709.0,19.1,114.371429,7,-274.02,-387.28,-167.89,86.6,3106.03,1.06,11.78,37.93,severe
5882,3033,711,3033.0,710.5,18.95,123.3,2,-2078.46,-2226.23,-1930.7,86.82,3175.26,1.0,11.12,37.93,severe
5883,3412,717,3411.5,717.0,18.3,161.15,2,-1794.07,-1810.83,-1777.3,88.56,3274.63,1.0,11.12,37.93,severe
5884,498,728,499.42,730.5,16.95,-130.058333,12,-116.39,-299.08,-56.75,76.65,637.27,1.07,11.89,46.1,rough
5885,506,726,505.37,722.42,17.757895,-129.463158,19,-69.66,-213.43,28.48,72.62,604.74,1.02,11.36,47.12,rough
5886,512,723,512.74,723.06,17.694286,-128.725714,35,55.17,-188.89,177.3,81.0,581.87,1.31,14.55,47.5,rough
5887,524,726,521.12,724.88,17.5125,-127.8875,8,-99.85,-323.06,18.06,82.51,687.16,1.0,11.12,44.56,rough
5888,535,728,535.0,728.5,17.15,-126.5,2,-140.43,-168.08,-112.77,78.41,570.4,1.0,11.12,48.19,rough
5889,588,726,588.5,726.0,17.4,-121.15,2,-154.08,-158.53,-149.62,68.89,508.04,1.0,11.12,50.13,rough
5890,596,726,594.0,725.5,17.45,-120.6,2,-155.34,-162.64,-148.04,73.04,493.14,1.0,11.12,50.59,rough
5891,606,724,608.0,724.35,17.565217,-119.2,23,241.67,-158.95,636.48,84.23,1224.06,1.24,13.77,36.56,severe
5892,614,723,613.62,723.15,17.684906,-118.637736,53,575.03,-195.72,1123.29,85.31,1446.42,1.71,18.99,34.65,severe
5893,628,725,627.08,725.05,17.495,-117.2925,40,593.04,-143.03,1244.34,85.72,1410.95,1.88,20.89,34.54,severe
5894,631,725,632.16,725.84,17.416364,-116.783636,55,830.99,-119.21,1302.59,84.7,1634.39,2.28,25.37,33.17,severe
5895,640,727,637.17,727.08,17.291667,-116.283333,12,-11.53,-327.53,536.08,85.95,1563.86,1.03,11.5,37.93,severe
5896,754,729,753.83,730.0,17.0,-104.616667,6,-177.86,-380.76,-42.44,85.38,4172.67,1.0,11.12,37.93,severe
5897,2059,729,2059.38,730.81,16.91875,25.9375,16,143.66,-73.03,452.18,84.17,1381.98,1.38,15.38,37.1,severe
5898,2065,729,2066.0,730.0,17.0,26.6,19,71.74,-57.76,279.73,82.88,975.21,1.16,12.92,37.52,severe
5899,2074,724,2076.04,725.68,17.432394,27.604225,71,433.39,-161.24,1318.2,84.39,1530.85,2.81,31.26,35.37,severe
5900,2086,722,2083.87,724.74,17.526415,28.386792,53,434.91,-60.8,1058.57,84.79,1347.01,1.93,21.45,35.43,severe
5901,2091,724,2091.56,726.4,17.360317,29.155556,63,536.77,-122.27,1223.92,85.43,1392.31,2.72,30.22,34.8,severe
5902,2101,726,2101.1,726.66,17.333824,30.110294,68,318.62,-187.53,849.76,83.44,1290.79,2.62,29.1,36.03,severe
5903,2114,724,2113.32,726.05,17.394595,31.332432,37,-106.86,-335.87,-1.38,73.4,1097.55,1.09,12.09,37.93,severe
5904,2125,729,2120.54,731.23,16.876923,32.053846,13,-34.68,-163.05,92.95,81.82,713.23,1.28,14.25,43.73,rough
5905,2186,723,2186.75,721.5,17.85,38.675,4,-150.0,-239.86,-42.1,79.53,1449.53,1.0,11.12,37.93,severe
5906,2196,725,2197.59,723.78,17.622449,39.759184,49,129.91,-294.3,620.92,83.33,1021.84,1.12,12.42,37.19,severe
5907,2206,721,2205.19,721.35,17.86506,40.519277,83,654.86,426.08,903.67,80.39,675.01,3.38,37.56,41.09,severe
5908,2213,725,2212.74,725.76,17.423529,41.273529,68,562.05,300.03,879.9,80.26,709.31,2.9,32.2,40.58,severe
5909,2221,726,2221.98,724.6,17.539759,42.19759,83,662.38,469.37,975.99,78.7,614.47,5.48,60.92,42.79,rough
5910,2237,726,2234.61,725.11,17.488608,43.460759,79,532.25,332.75,643.57,69.99,422.79,7.44,82.78,49.36,rough
5911,2241,724,2242.91,723.07,17.693103,44.290805,87,295.47,54.41,655.03,74.41,479.61,7.15,79.52,48.94,rough
5912,2254,724,2253.03,723.35,17.664885,45.303053,131,211.65,83.64,454.51,64.92,338.1,6.59,73.3,53.85,rough
5913,2262,724,2262.24,723.88,17.611765,46.223529,85,123.52,-17.44,365.14,71.91,400.94,3.79,42.17,52.58,rough
5914,2272,725,2272.17,725.26,17.474242,47.216667,66,177.8,-87.0,241.65,54.25,404.14,3.58,39.84,52.19,rough
5915,2281,725,2278.79,724.64,17.53617,47.878723,47,82.12,-86.58,194.14,77.63,541.27,2.3,25.52,48.55,rough
5916,2296,725,2294.96,726.0,17.4,49.496429,56,92.87,-118.04,249.77,79.42,517.1,1.81,20.13,49.27,rough
5917,2306,727,2306.28,726.15,17.384694,50.627551,98,47.56,-85.96,98.91,51.94,246.02,4.03,44.8,57.81,rough
5918,2317,726,2316.34,726.27,17.372727,51.634091,88,-7.12,-105.76,38.91,55.56,244.4,2.94,32.71,58.2,moderate
5919,2328,724,2328.9,724.5,17.55,52.89,30,8.1,-54.83,70.72,76.74,384.48,1.96,21.74,53.86,rough
5920,2334,724,2334.22,724.25,17.574576,53.422034,59,98.69,3.25,168.97,63.49,231.11,3.34,37.1,58.03,moderate
5921,2341,725,2343.28,724.11,17.588636,54.328409,88,211.19,-26.88,413.12,75.7,422.16,3.64,40.49,51.44,rough
5922,2356,721,2354.08,722.29,17.770588,55.407563,119,289.28,167.1,418.97,62.06,256.44,8.42,93.62,55.83,rough
5923,2363,726,2363.34,725.18,17.48169,56.333803,71,223.88,47.27,292.51,66.7,281.22,5.43,60.41,55.63,rough
5924,2374,726,2371.35,727.16,17.283721,57.134884,43,80.11,-82.7,233.74,78.83,408.55,2.15,23.94,52.7,rough
5925,2382,727,2383.3,729.39,17.061404,58.329825,57,145.74,-56.13,296.99,77.34,569.52,2.55,28.34,47.29,rough
5926,2399,721,2399.59,719.18,18.082353,59.958824,34,-23.29,-75.88,19.57,64.47,388.62,1.93,21.41,53.78,rough
5927,2408,726,2409.04,725.06,17.494118,60.904412,68,30.64,-47.69,154.0,55.98,269.9,3.8,42.24,57.18,rough
5928,2417,725,2415.92,724.7,17.529508,61.591803,61,41.08,-3.81,182.68,44.79,162.56,10.45,116.25,60.01,moderate
5929,2421,722,2422.84,721.53,17.846535,62.284158,101,102.85,14.93,233.53,58.36,186.96,15.51,172.51,58.57,moderate
5930,2437,721,2434.83,722.3,17.769565,63.482609,92,84.2,12.46,236.6,61.28,204.68,19.95,221.86,57.83,rough
5931,2442,725,2442.44,725.77,17.422785,64.244304,79,234.44,9.81,862.39,62.79,645.02,16.42,182.59,43.52,rough
5932,2453,726,2452.81,725.5,17.45,65.280851,94,560.64,318.44,867.3,74.64,549.1,19.93,221.67,44.43,rough
5933,2462,725,2462.04,723.96,17.604255,66.204255,94,527.45,340.69,735.02,73.84,392.36,27.12,301.56,49.02,rough
5934,2472,721,2472.17,722.35,17.765455,67.217273,110,698.77,321.59,945.15,79.44,574.54,36.15,402.03,41.78,severe
5935,2484,722,2483.34,723.28,17.672,68.3336,125,520.49,289.65,949.15,76.47,584.98,45.11,501.62,41.87,severe
