cell_id,x,y,lat,lon,area_px,elevation_m,slope_deg,ruggedness_m,coast_distance_km,traversal_cost,settlement_desirability,population_weight,population_estimate
843,455.51,466.53,17.299212,52.045411,304,3.0,35.9,123.72,12.21,41.37,0.53755,0.000431,180.94
844,513.18,463.44,17.348181,52.958469,555,5.38,37.81,96.45,13.93,40.5,0.53315,0.000411,172.76
845,532.21,465.05,17.322677,53.259699,829,124.03,22.77,60.23,42.55,35.96,0.42792,0.000225,94.41
846,556.34,461.46,17.379564,53.641684,667,108.48,36.98,121.38,19.96,42.36,0.47373,0.000316,132.64
847,587.29,460.16,17.400169,54.131726,777,112.58,53.35,200.2,19.17,45.14,0.45538,0.00031,130.13
848,616.12,461.71,17.375532,54.588072,1045,275.19,50.64,202.05,34.67,47.02,0.38935,0.000224,93.94
849,649.43,464.15,17.336921,55.115449,994,239.35,51.11,189.69,48.38,46.95,0.35232,0.000172,72.35
850,685.44,468.7,17.264879,55.685515,1002,207.89,28.89,82.32,94.1,44.96,0.33072,0.000127,53.51
851,726.24,466.97,17.292309,56.331463,1225,249.47,35.98,105.15,65.63,44.79,0.32396,0.000125,52.42
852,755.86,461.88,17.372864,56.800357,1071,231.67,48.11,190.39,34.1,46.28,0.39776,0.00023,96.56
853,778.05,470.66,17.23386,57.151624,708,127.55,46.72,154.89,28.05,44.04,0.43547,0.000268,112.62
854,796.96,469.17,17.257507,57.450952,275,-20.38,43.97,142.34,7.13,41.64,0.57127,0.000508,213.49
855,846.73,475.68,17.154444,58.238851,462,14.32,50.78,219.06,11.82,44.8,0.51013,0.000412,173.16
856,884.56,474.52,17.172705,58.837729,229,269.81,76.18,593.44,9.72,59.72,0.39389,0.000333,139.75
857,894.11,473.95,17.181834,58.988857,19,93.22,83.68,785.48,3.31,65.0,0.40092,0.000383,161.01
858,1007.44,459.71,17.407209,60.782978,924,31.64,31.6,92.87,22.16,40.92,0.48078,0.000314,131.76
859,1035.25,460.34,17.397263,61.223288,1011,17.12,16.34,36.67,69.61,24.95,0.44892,0.000173,72.63
860,1066.45,464.1,17.337677,61.717217,1066,15.64,11.36,24.84,122.96,18.68,0.51654,0.000199,83.57
861,1097.4,455.62,17.471979,62.207285,1028,24.58,12.83,30.18,159.43,22.88,0.49026,0.000189,79.32
862,1131.13,463.53,17.34677,62.74116,921,18.62,14.9,34.86,158.67,26.43,0.46065,0.000177,74.53
863,1166.2,459.55,17.409709,63.296362,951,51.17,23.08,58.64,185.18,41.03,0.35265,0.000136,57.06
864,1199.24,470.1,17.242753,63.81943,1219,25.27,11.02,33.28,160.48,20.0,0.51462,0.000198,83.26
865,1233.12,459.85,17.405002,64.355785,1070,190.04,49.31,309.5,174.0,55.69,0.26456,0.000102,42.8
866,1259.0,461.96,17.371565,64.765516,801,776.61,71.87,465.8,177.89,65.28,0.18627,7.2e-05,30.14
867,1294.21,459.36,17.412814,65.322974,1115,578.72,60.35,341.91,207.98,59.53,0.23017,8.9e-05,37.24
868,1327.14,460.94,17.387684,65.844144,917,463.37,54.72,197.48,241.87,53.62,0.27587,0.000106,44.63
869,1358.6,470.01,17.244129,66.34219,974,636.29,60.4,265.95,273.23,57.24,0.24608,9.5e-05,39.82
870,1391.63,462.94,17.356096,66.865103,945,692.58,66.13,330.26,328.2,59.9,0.22572,8.7e-05,36.52
871,1420.83,459.01,17.418355,67.327351,716,574.86,65.44,312.39,375.79,58.46,0.23806,9.2e-05,38.52
872,1446.51,468.75,17.264181,67.733955,1105,339.58,46.64,154.26,409.0,51.24,0.29605,0.000114,47.9
873,1477.67,465.22,17.319954,68.227294,934,434.68,54.13,208.06,461.7,53.8,0.27498,0.000106,44.49
874,1513.27,465.97,17.308173,68.790882,935,531.63,68.61,419.29,512.41,61.94,0.21347,8.2e-05,34.54
875,1547.29,466.85,17.294132,69.32941,1272,967.18,67.99,397.31,479.19,64.18,0.19119,7.4e-05,30.93
876,1584.11,462.07,17.369915,69.912267,1153,749.24,64.83,339.78,416.73,60.63,0.2196,8.5e-05,35.53
877,1620.41,457.67,17.439458,70.486946,874,394.42,49.18,222.22,356.47,54.02,0.27394,0.000106,44.32
878,1648.08,458.95,17.419316,70.925042,1210,1114.67,74.73,762.36,315.88,78.11,0.09834,3.8e-05,15.91
879,1682.96,462.49,17.363191,71.477154,1123,1310.61,72.54,602.09,270.53,73.8,0.12213,4.7e-05,19.76
880,1715.72,466.0,17.307711,71.995795,1012,1067.56,68.02,388.04,234.79,64.54,0.18718,7.2e-05,30.28
881,1748.41,465.71,17.312201,72.513279,1144,963.48,73.68,519.02,201.43,68.46,0.16184,6.2e-05,26.19
882,1779.04,460.85,17.389171,72.998175,749,1115.04,75.56,596.6,163.33,72.25,0.13467,5.2e-05,21.79
883,1806.2,469.66,17.249705,73.428214,968,286.79,52.64,402.03,157.06,59.61,0.23389,9e-05,37.84
884,1836.92,462.69,17.360071,73.914468,1140,91.32,31.87,145.29,132.28,48.08,0.31808,0.000123,51.46
885,1871.18,459.52,17.410301,74.456982,1049,44.5,36.3,134.04,114.38,46.56,0.3261,0.000126,52.76
886,1902.52,458.67,17.423702,74.953061,1052,2.18,24.05,77.08,67.08,38.93,0.35588,0.000137,57.58
887,1932.12,462.35,17.365354,75.421608,1206,46.8,35.83,250.84,24.93,46.73,0.42338,0.000269,112.95
888,1971.96,466.06,17.306763,76.05236,966,268.28,56.95,565.73,25.24,59.42,0.31639,0.0002,84.15
889,2000.27,466.49,17.299968,76.50056,775,110.56,43.08,252.03,29.14,47.4,0.40469,0.000246,103.5
890,2025.73,467.39,17.285593,76.903526,735,13.55,36.18,168.04,30.6,43.83,0.43186,0.000259,108.8
891,2060.37,469.47,17.252772,77.451977,804,476.94,71.98,490.02,43.37,58.99,0.26834,0.00014,58.62
892,2091.7,459.83,17.405269,77.947894,751,519.84,79.17,841.68,19.12,69.88,0.26357,0.00018,75.42
893,2121.19,470.4,17.237956,78.414755,696,253.14,68.76,478.21,17.9,55.89,0.37235,0.000262,109.86
894,2151.81,476.71,17.13812,78.899627,405,83.23,62.45,301.56,12.34,48.22,0.47592,0.00038,159.74
895,2182.04,480.92,17.071402,79.378152,286,64.4,65.8,407.91,9.12,51.71,0.46836,0.000401,168.22
896,2237.37,482.3,17.04964,80.254113,131,-25.96,53.3,143.13,4.18,41.5,0.59358,0.000559,234.61
897,2257.92,460.42,17.396038,80.579323,24,-60.56,24.07,96.21,2.02,36.31,0.63511,0.000622,261.04
898,14.57,488.45,16.952195,45.064905,852,216.57,66.53,396.84,15.36,52.65,0.41609,0.000311,130.48
899,48.03,502.44,16.730753,45.594629,1066,396.61,61.83,335.98,34.14,52.57,0.34401,0.000199,83.48
900,70.98,491.54,16.903284,45.958055,986,426.22,52.8,206.36,63.15,49.48,0.28951,0.000115,48.24
901,107.66,498.1,16.799429,46.538724,1420,386.57,70.38,448.37,27.17,56.17,0.33473,0.000208,87.34
902,152.77,487.2,16.971979,47.25272,541,199.92,52.58,360.97,15.28,51.26,0.42846,0.000321,134.61
903,170.4,500.92,16.754798,47.53184,744,252.54,37.85,147.88,32.09,44.83,0.41507,0.000245,102.95
904,195.27,492.37,16.890168,47.925542,512,152.23,49.15,200.71,18.61,45.41,0.45618,0.000315,132.23
905,250.62,505.36,16.684535,48.80191,308,185.3,55.88,325.57,11.71,49.75,0.46536,0.000377,158.34
906,270.82,493.68,16.869417,49.121664,767,182.97,44.77,158.32,27.94,44.54,0.43064,0.000265,111.49
907,306.12,493.71,16.869043,49.680435,1073,233.13,54.24,229.1,28.9,47.43,0.40304,0.000246,103.33
908,344.19,490.75,16.915853,50.283116,187,56.37,68.08,361.96,5.66,49.87,0.50789,0.000465,195.25
909,368.92,492.49,16.888271,50.674632,1051,43.91,37.69,108.09,23.85,41.62,0.46962,0.000301,126.62
910,401.39,498.5,16.793178,51.188681,1079,72.88,30.3,83.31,38.61,41.6,0.42638,0.000234,98.47
911,427.94,494.84,16.851088,51.609003,549,-20.88,31.1,86.73,10.83,39.83,0.56119,0.000463,194.55
912,449.13,485.36,17.001111,51.944514,548,13.8,34.13,108.31,16.43,41.09,0.51054,0.000372,156.11
913,504.21,496.05,16.831906,52.816409,331,6.48,40.84,145.23,9.48,42.03,0.55076,0.000468,196.37
914,521.01,499.41,16.778721,53.082393,808,49.21,27.59,77.38,34.01,41.02,0.44493,0.000257,108.11
915,552.6,491.08,16.910652,53.582528,842,140.39,38.52,150.87,24.45,43.82,0.44749,0.000286,119.95
916,595.44,489.47,16.936075,54.260688,696,89.02,59.26,267.58,12.65,47.07,0.48353,0.000384,161.2
917,627.3,492.09,16.894628,54.76499,705,37.98,56.19,208.71,9.54,44.5,0.52811,0.000448,188.06
918,658.99,492.0,16.89608,55.266819,862,173.8,29.02,94.11,43.57,42.9,0.3997,0.000207,87.11
919,684.93,499.65,16.77499,55.677453,730,50.39,35.45,119.74,57.39,43.56,0.35768,0.000155,65.0
920,714.09,491.68,16.90117,56.138985,982,131.9,36.61,101.54,82.81,44.61,0.33177,0.000128,53.68
921,753.33,501.2,16.750368,56.760289,1070,138.79,38.88,128.77,38.28,43.65,0.40917,0.000226,94.85
922,781.77,492.44,16.889021,57.210517,514,76.41,56.81,227.63,13.43,45.61,0.49099,0.000383,160.89
923,822.91,501.73,16.74204,57.861795,533,170.86,48.22,225.57,18.86,46.43,0.44558,0.000306,128.34
924,842.55,494.05,16.863549,58.172663,742,242.88,47.77,189.9,37.51,46.49,0.38621,0.000215,90.31
925,872.64,493.05,16.879379,58.649026,1064,228.49,52.95,207.79,28.74,46.64,0.41011,0.000251,105.32
926,891.77,489.19,16.940488,58.95189,161,113.8,76.81,539.05,6.11,56.55,0.44675,0.000405,170.28
927,1013.07,491.08,16.910587,60.872135,972,-13.36,10.7,31.13,29.85,13.47,0.65453,0.000396,166.18
928,1040.22,495.42,16.841892,61.301937,749,-10.17,3.87,9.02,75.29,3.43,0.63649,0.000245,102.98
929,1068.77,494.71,16.853073,61.753927,924,-3.17,6.61,15.22,105.59,9.58,0.59073,0.000228,95.58
930,1101.62,490.4,16.921297,62.274062,1376,3.4,9.83,20.72,107.5,15.22,0.54201,0.000209,87.7
931,1139.13,493.5,16.87227,62.867916,889,7.86,8.78,21.23,114.86,13.86,0.55576,0.000214,89.92
932,1165.39,490.73,16.916081,63.283598,1065,28.21,14.93,33.31,137.7,25.62,0.46186,0.000178,74.73
933,1203.37,500.02,16.769099,63.884865,1231,7.38,5.37,15.58,108.24,7.73,0.60756,0.000234,98.3
934,1237.33,500.79,16.756882,64.422448,835,153.01,52.57,221.74,103.88,49.95,0.2953,0.000114,47.78
935,1262.03,490.84,16.914452,64.81341,1130,628.71,66.57,362.56,133.2,59.52,0.22361,8.6e-05,36.18
936,1298.52,493.05,16.8795,65.391066,1222,429.12,41.85,166.57,167.26,52.29,0.28654,0.00011,46.36
937,1328.16,491.48,16.904303,65.860334,874,336.57,37.34,115.09,208.22,49.83,0.30697,0.000118,49.67
938,1358.82,496.98,16.817252,66.34581,870,419.78,54.01,211.09,248.97,53.8,0.2752,0.000106,44.53
939,1385.57,503.23,16.718288,66.76917,1073,444.77,51.75,202.59,287.67,53.67,0.27577,0.000106,44.62
940,1414.68,489.85,16.930059,67.230099,1177,490.84,57.27,246.48,343.5,55.54,0.26096,0.000101,42.22
941,1459.4,496.21,16.829344,67.938065,924,251.01,27.59,76.28,414.01,47.86,0.3237,0.000125,52.37
942,1491.15,493.5,16.872288,68.440607,947,258.65,36.63,126.32,468.94,49.69,0.30933,0.000119,50.05
943,1519.83,495.1,16.846906,68.894725,876,407.6,64.68,317.43,512.27,57.48,0.24785,9.5e-05,40.1
944,1544.62,500.69,16.75844,69.287157,789,758.74,63.48,336.52,507.97,60.58,0.21981,8.5e-05,35.56
945,1576.44,501.15,16.751181,69.790862,1249,634.78,61.54,295.12,461.23,58.26,0.23859,9.2e-05,38.6
946,1607.97,487.27,16.970911,70.290087,1167,437.8,58.81,260.74,401.57,55.68,0.26076,0.0001,42.19
947,1642.34,497.16,16.814413,70.834117,1132,435.2,57.81,336.85,363.81,58.36,0.24094,9.3e-05,38.98
948,1675.06,491.73,16.900302,71.352058,1104,1229.91,73.33,556.36,315.71,71.62,0.1372,5.3e-05,22.2
949,1708.36,498.31,16.796208,71.879354,950,1121.73,73.32,529.94,287.79,69.94,0.14973,5.8e-05,24.23
950,1740.52,499.44,16.778244,72.388454,1204,1065.77,74.21,599.54,257.35,72.01,0.13689,5.3e-05,22.15
951,1776.72,491.22,16.908405,72.961535,1013,447.93,66.2,437.18,211.68,61.99,0.21434,8.3e-05,34.68
952,1807.06,502.07,16.73657,73.441873,980,367.84,60.72,335.9,210.32,57.86,0.24566,9.5e-05,39.75
953,1838.13,495.66,16.838171,73.933695,967,260.88,59.2,336.44,180.47,57.13,0.25268,9.7e-05,40.88
954,1870.0,492.76,16.884046,74.438279,1148,778.62,72.79,764.92,132.71,74.77,0.11863,4.6e-05,19.19
955,1903.13,495.47,16.841128,74.962725,1203,915.8,77.7,850.07,86.34,75.61,0.11107,4.3e-05,17.97
956,1937.89,494.18,16.861481,75.512964,977,972.76,78.31,849.6,56.64,74.68,0.12994,5.7e-05,23.87
957,1961.41,498.77,16.788924,75.885371,839,839.2,77.42,701.17,73.62,70.31,0.13297,5.1e-05,21.51
958,1991.65,495.67,16.837922,76.364074,922,509.62,72.58,531.2,78.86,62.25,0.19314,7.4e-05,31.25
959,2023.34,495.99,16.832908,76.865682,1006,183.09,58.28,302.46,79.64,51.93,0.27356,0.000105,44.26
960,2056.33,496.91,16.818317,77.387963,1119,463.87,64.1,364.8,88.99,56.5,0.23749,9.1e-05,38.42
961,2089.93,491.47,16.904456,77.919924,1193,324.9,66.98,473.45,69.69,58.52,0.22024,8.5e-05,35.63
962,2122.54,496.14,16.830486,78.436251,964,310.45,67.24,389.2,58.17,54.93,0.26309,0.000113,47.27
963,2159.66,495.23,16.844966,79.023821,826,115.32,53.18,207.22,39.4,46.31,0.38457,0.00021,88.02
964,2194.15,495.16,16.845939,79.569832,861,278.76,70.14,495.47,29.41,57.19,0.32239,0.000196,82.22
965,2226.93,498.47,16.79357,80.088732,592,125.29,66.99,332.19,12.98,49.62,0.45892,0.000362,151.89
966,2254.66,506.08,16.673216,80.52781,252,27.08,64.5,280.04,5.91,46.78,0.53359,0.000486,204.16
967,2279.44,510.62,16.601249,80.920086,206,92.83,69.98,440.91,7.07,52.98,0.47091,0.000419,176.19
968,2299.87,516.64,16.506046,81.243443,211,25.92,62.55,271.61,6.53,46.5,0.53174,0.000479,201.04
969,2367.15,510.56,16.60218,82.308528,144,-36.93,22.48,62.27,11.12,33.05,0.58117,0.000477,200.25
970,2377.6,507.87,16.644786,82.474063,264,-40.69,21.63,48.32,9.26,31.04,0.6071,0.000518,217.43
971,4382.6,502.22,16.73425,114.215136,50,-40.96,41.59,634.91,5.02,58.82,0.43768,0.000405,170.31
972,4392.62,497.91,16.802478,114.373757,234,-37.33,32.6,582.21,7.06,57.07,0.43866,0.000391,164.15
973,14.99,513.83,16.550407,45.071636,377,115.61,73.18,555.19,6.97,57.17,0.43576,0.000389,163.35
974,43.52,532.24,16.259005,45.523227,896,303.77,71.52,440.14,19.6,54.97,0.368,0.000248,104.01
975,81.79,526.36,16.352057,46.129137,1041,606.42,54.83,204.77,58.3,50.46,0.29196,0.000125,52.36
976,111.66,532.04,16.262159,46.602023,957,346.96,67.1,416.76,21.09,54.51,0.3654,0.000241,101.16
977,153.95,532.94,16.247849,47.271528,578,364.97,54.96,416.13,16.15,54.39,0.39399,0.000289,121.28
978,176.06,527.33,16.336784,47.621469,774,346.21,39.31,141.92,29.88,45.17,0.41695,0.000252,105.83
979,193.65,516.94,16.501228,47.899971,429,211.88,51.51,304.05,14.38,49.29,0.45079,0.000344,144.59
980,244.12,530.86,16.280789,48.698982,419,220.31,63.54,381.25,13.73,52.05,0.43181,0.000335,140.55
981,269.94,522.35,16.415529,49.107753,1012,322.7,25.99,69.01,48.46,43.24,0.38047,0.000186,78.05
982,303.64,520.81,16.439905,49.641231,936,274.56,41.85,154.46,36.15,45.4,0.39846,0.000225,94.59
983,321.7,528.44,16.319191,49.927069,267,67.95,67.33,335.87,7.54,49.11,0.50132,0.000442,185.84
984,364.53,525.68,16.362803,50.605194,720,66.32,47.08,174.0,17.31,43.81,0.4801,0.000342,143.72
985,393.14,529.26,16.306134,51.058051,1118,89.53,41.26,117.43,27.24,42.41,0.45216,0.000281,117.89
986,425.68,525.16,16.371152,51.573254,622,30.5,39.79,110.93,18.1,41.37,0.49631,0.000347,145.71
987,501.24,525.61,16.363908,52.769477,533,91.27,41.58,180.11,14.28,44.07,0.49816,0.000381,160.15
988,530.2,519.28,16.464103,53.227831,696,41.03,37.51,115.07,18.79,41.62,0.48925,0.000336,141.17
989,554.94,517.97,16.48492,53.619605,394,12.7,47.59,157.55,9.47,42.51,0.5465,0.000464,194.89
990,576.75,526.62,16.347895,53.964813,8,-62.94,33.72,117.06,1.84,40.22,0.62252,0.000611,256.69
991,659.22,515.11,16.530168,55.270367,458,19.82,47.34,184.13,11.63,43.6,0.5218,0.000423,177.85
992,687.76,527.58,16.332816,55.722248,703,155.24,47.27,163.66,28.31,44.55,0.42996,0.000264,110.9
993,713.88,520.7,16.441649,56.135716,959,167.87,32.77,94.92,38.59,42.66,0.41593,0.000229,96.08
994,747.85,528.52,16.317875,56.673533,963,76.58,45.54,164.63,14.21,43.41,0.50456,0.000387,162.46
995,784.52,532.16,16.260304,57.254041,855,85.93,41.89,144.71,21.8,43.11,0.46219,0.000303,127.1
996,809.29,523.81,16.392482,57.646085,888,155.08,38.65,136.57,33.87,43.84,0.41991,0.000243,102.19
997,842.1,528.8,16.313433,58.165502,1383,180.59,30.43,79.52,71.31,43.66,0.33548,0.000129,54.28
998,877.35,530.9,16.280228,58.723528,1292,186.38,34.95,103.75,43.03,43.3,0.39771,0.000208,87.24
999,900.45,532.24,16.259025,59.089315,377,26.05,52.32,208.99,10.76,44.48,0.52003,0.00043,180.55
1000,990.12,527.51,16.333815,60.508867,208,-56.05,9.95,39.17,6.42,11.18,0.80981,0.000731,306.83
1001,1005.27,522.64,16.411029,60.748669,799,-40.22,6.04,17.11,25.95,4.9,0.7457,0.000469,196.95
1002,1035.21,520.31,16.447887,61.222642,829,-28.51,4.69,10.74,55.01,3.82,0.66191,0.000296,124.42
1003,1070.78,523.78,16.392857,61.785718,1060,-34.93,4.89,11.41,58.56,4.28,0.64661,0.000275,115.53
1004,1108.09,530.81,16.281616,62.376517,1078,-35.58,5.68,14.03,39.03,4.81,0.7041,0.000385,161.83
1005,1133.05,520.99,16.437168,62.77163,1135,-13.6,5.62,14.58,68.99,6.22,0.60993,0.000235,98.68
1006,1168.76,529.26,16.306197,63.336863,1309,-5.71,4.56,11.45,78.75,4.83,0.62486,0.000241,101.1
1007,1199.56,532.49,16.255115,63.824536,943,-6.09,3.86,9.46,56.28,2.61,0.6683,0.000294,123.4
1008,1229.11,526.27,16.353438,64.292297,833,5.52,14.76,42.87,58.15,21.98,0.49291,0.000211,88.6
1009,1261.31,530.76,16.282357,64.80201,1191,297.37,58.56,267.8,75.03,51.29,0.27544,0.000106,44.57
1010,1294.48,525.73,16.361986,65.327187,1230,451.67,52.1,223.85,126.94,53.11,0.27224,0.000105,44.05
1011,1330.85,525.95,16.358553,65.902954,1161,341.15,28.98,140.65,184.45,50.77,0.29965,0.000115,48.48
1012,1358.35,532.45,16.255722,66.338343,959,595.28,64.7,296.59,227.36,58.04,0.24082,9.3e-05,38.96
1013,1391.13,534.29,16.226627,66.857173,1171,395.69,54.06,197.39,282.78,53.15,0.28052,0.000108,45.39
1014,1428.28,520.04,16.452123,67.445334,1165,306.95,51.88,202.53,351.28,52.72,0.28522,0.00011,46.15
1015,1461.41,522.92,16.406598,67.9698,975,176.67,18.96,46.66,407.24,34.66,0.39048,0.00015,63.18
1016,1492.12,531.5,16.270752,68.45594,1205,147.16,8.38,26.33,458.35,16.23,0.54459,0.00021,88.11
1017,1523.48,529.99,16.294612,68.952514,976,305.52,50.96,217.44,511.55,53.23,0.28131,0.000108,45.52
1018,1553.01,528.81,16.313279,69.419965,982,771.44,68.85,385.1,521.05,62.39,0.20668,8e-05,33.44
1019,1588.66,534.41,16.224632,69.984317,1143,566.92,60.86,293.43,477.61,57.73,0.24352,9.4e-05,39.4
1020,1616.25,522.35,16.415569,70.421093,1005,209.34,39.2,165.39,427.16,50.73,0.30207,0.000116,48.87
1021,1647.36,529.8,16.297571,70.913601,1086,177.81,33.67,137.55,397.29,49.52,0.31192,0.00012,50.47
1022,1680.44,525.31,16.368688,71.437363,1165,561.08,63.74,376.22,354.57,60.62,0.22252,8.6e-05,36.0
1023,1715.23,528.54,16.317567,71.98803,895,926.91,69.55,454.37,324.41,65.92,0.17969,6.9e-05,29.07
1024,1744.1,531.99,16.262985,72.44508,873,1388.61,76.61,963.67,301.27,82.04,0.08066,3.1e-05,13.05
1025,1776.94,523.09,16.403876,72.964986,1092,1711.13,81.41,1204.9,262.66,84.28,0.06422,2.5e-05,10.39
1026,1809.86,533.51,16.238962,73.486199,994,974.89,75.61,698.55,254.49,74.88,0.1197,4.6e-05,19.37
1027,1844.08,525.75,16.361731,74.02795,1177,762.62,73.69,597.5,199.84,69.84,0.15536,6e-05,25.14
1028,1876.23,527.94,16.327135,74.536796,896,1417.82,78.13,747.68,158.71,79.69,0.0848,3.3e-05,13.72
1029,1902.08,530.23,16.290784,74.946144,774,1300.61,78.11,762.03,134.93,78.38,0.08986,3.5e-05,14.54
1030,1930.05,524.65,16.379085,75.388907,1017,1050.8,76.78,756.53,110.47,75.37,0.10597,4.1e-05,17.15
1031,1970.2,524.38,16.383366,76.024423,939,593.44,71.85,510.71,119.81,63.92,0.18969,7.3e-05,30.69
1032,1998.17,528.64,16.316048,76.467288,991,291.16,67.96,368.34,136.41,57.53,0.24407,9.4e-05,39.49
1033,2030.49,530.66,16.284035,76.978979,1155,136.73,43.49,185.1,140.8,50.18,0.3032,0.000117,49.06
1034,2060.85,528.87,16.31236,77.459516,921,97.57,37.36,132.94,142.69,48.15,0.32013,0.000123,51.8
1035,2095.43,525.94,16.358799,78.007063,1067,109.41,41.83,155.18,122.49,48.12,0.31494,0.000121,50.96
1036,2127.83,522.61,16.411533,78.519941,965,73.17,31.81,92.79,99.33,44.63,0.33692,0.00013,54.51
1037,2161.68,521.34,16.431633,79.055827,1052,23.65,15.76,43.8,82.0,24.86,0.45301,0.000175,73.29
1038,2191.89,534.18,16.228331,79.534034,1104,-2.68,13.02,34.76,91.64,20.24,0.49475,0.000191,80.05
1039,2215.91,520.31,16.447882,79.914299,977,182.94,53.45,290.65,53.2,50.34,0.31333,0.000144,60.38
1040,2245.89,528.32,16.321062,80.3889,1100,144.12,57.52,298.14,43.0,49.88,0.3453,0.00018,75.77
1041,2276.58,530.04,16.293859,80.874738,913,220.89,65.27,392.82,37.05,53.5,0.33164,0.000186,77.94
1042,2311.4,535.2,16.212162,81.42604,543,184.13,67.38,529.83,14.89,57.1,0.38311,0.000289,121.46
1043,2364.61,523.55,16.396566,82.26834,247,-9.54,46.39,115.2,9.26,40.85,0.56304,0.00048,201.65
1044,2378.14,529.9,16.296088,82.482599,410,-28.17,30.99,80.97,9.89,39.54,0.57057,0.00048,201.72
1045,4383.06,510.23,16.607432,114.222381,52,-46.93,35.51,244.33,5.3,44.98,0.55506,0.000512,214.85
1046,4391.02,509.77,16.614796,114.348363,64,-48.06,37.48,582.26,4.59,56.89,0.45694,0.000427,179.24
1047,16.88,560.9,15.80528,45.101579,1116,738.25,74.31,661.3,23.05,65.95,0.2646,0.000171,71.9
1048,51.61,559.98,15.819796,45.651314,731,384.2,77.8,745.43,10.72,65.93,0.33554,0.000278,116.6
1049,76.63,554.73,15.902915,46.047407,671,595.68,60.77,327.0,30.23,53.46,0.34438,0.000207,87.09
1050,100.03,559.1,15.833712,46.417801,545,398.19,75.72,667.62,14.93,63.46,0.32836,0.000248,104.0
1051,143.15,558.3,15.846449,47.100548,510,225.69,67.28,565.96,9.36,58.42,0.40765,0.000347,145.7
1052,170.55,552.84,15.932914,47.534254,612,261.57,58.78,389.16,14.39,52.64,0.42176,0.000322,135.25
1053,240.23,554.33,15.909329,48.637445,503,158.86,64.83,337.19,11.18,49.95,0.46768,0.000383,160.94
1054,269.91,550.52,15.969662,49.107288,911,206.55,48.99,185.34,24.84,45.52,0.43097,0.000274,115.08
1055,297.39,551.92,15.94746,49.542266,757,191.19,49.56,203.55,21.73,45.92,0.43688,0.000286,120.22
1056,316.59,547.29,16.020785,49.846283,219,92.96,63.44,294.63,7.96,47.85,0.50892,0.000445,187.1
1057,372.24,549.87,15.979879,50.727227,366,48.36,62.25,254.49,8.76,46.15,0.51891,0.000447,187.74
1058,390.52,559.15,15.833022,51.016586,189,-37.09,48.93,138.69,3.64,41.24,0.59996,0.00057,239.5
1059,415.92,542.03,16.104033,51.418677,206,-1.96,46.2,141.02,8.96,41.8,0.5566,0.000478,200.56
1060,521.81,538.39,16.161609,53.095081,334,48.19,57.18,209.75,10.12,44.63,0.52275,0.000438,183.94
1061,675.31,540.38,16.130119,55.525073,257,27.27,56.48,194.15,9.24,43.9,0.53566,0.000457,191.92
1062,693.88,554.83,15.901426,55.819076,330,25.86,54.82,213.73,8.09,44.53,0.53818,0.00047,197.34
1063,720.9,553.4,15.923995,56.246882,1083,97.49,47.23,153.47,17.73,43.32,0.48089,0.000339,142.48
1064,753.8,562.4,15.781575,56.767756,1058,155.23,29.11,85.79,44.42,42.51,0.40079,0.000206,86.46
1065,781.39,562.18,15.785077,57.204448,928,113.31,19.91,47.31,59.24,31.44,0.40939,0.000172,72.42
1066,811.55,559.92,15.820749,57.681935,1097,98.07,15.02,34.78,86.72,24.02,0.45978,0.000177,74.39
1067,849.36,563.49,15.764277,58.280436,960,101.03,23.76,56.17,93.48,39.57,0.35325,0.000136,57.16
1068,877.74,564.19,15.753143,58.729752,856,50.97,23.8,60.75,65.83,38.21,0.35797,0.000138,57.92
1069,907.06,556.15,15.880415,59.193899,751,8.39,21.34,68.14,30.51,32.55,0.48582,0.000292,122.51
1070,923.75,563.95,15.756981,59.458103,268,-32.23,15.99,72.08,12.23,22.74,0.65921,0.000528,221.79
1071,1012.21,545.49,16.049271,60.858537,428,-49.62,7.4,29.11,13.48,6.95,0.79551,0.00062,260.39
1072,1041.74,543.91,16.074264,61.326115,741,-50.3,5.4,13.3,18.77,3.31,0.78945,0.000543,227.9
1073,1078.71,547.69,16.014471,61.911398,756,-49.66,5.34,12.68,18.95,3.2,0.78909,0.00054,226.76
1074,1112.08,554.55,15.90576,62.439613,374,-56.71,6.0,14.14,10.46,3.92,0.84747,0.000705,296.09
1075,1130.59,560.13,15.817458,62.732622,518,-51.52,5.37,12.97,17.52,3.19,0.80015,0.000567,238.3
1076,1158.0,556.54,15.874311,63.166568,861,-39.06,7.31,18.15,33.71,7.38,0.69776,0.000405,170.1
1077,1200.96,555.99,15.882988,63.846739,621,-36.94,11.14,30.66,19.49,13.54,0.68938,0.000465,195.39
1078,1236.28,555.77,15.886433,64.405815,811,-19.23,22.8,65.32,19.06,34.17,0.51884,0.000354,148.68
1079,1270.76,566.77,15.712426,64.951679,961,607.63,71.55,484.41,68.68,60.82,0.19938,7.7e-05,32.26
1080,1294.15,557.48,15.859365,65.321904,913,660.93,63.08,329.17,110.0,57.54,0.23198,8.9e-05,37.53
1081,1321.83,561.14,15.801551,65.760128,1036,627.31,61.63,275.4,157.8,57.51,0.24422,9.4e-05,39.51
1082,1354.73,566.7,15.713538,66.280969,1163,658.75,55.72,226.83,215.15,56.01,0.25485,9.8e-05,41.23
