cell_id,seed_x,seed_y,centroid_x,centroid_y,centroid_lat,centroid_lon,area_px,mean_elevation_m,min_elevation_m,max_elevation_m,mean_slope_deg,ruggedness_m,coast_distance_px,coast_distance_km,traversal_score,traversal_profile
635,326,363,323.87,365.62,18.896807,49.961542,922,150.35,-72.14,367.15,58.93,253.73,11.17,19.55,52.69,rough
636,378,383,376.93,387.89,18.544255,50.8014,283,7.49,-62.01,47.48,30.79,94.96,7.96,13.92,59.54,moderate
637,388,383,389.2,385.51,18.581932,50.995639,215,-0.7,-61.58,45.44,32.1,93.78,6.91,12.09,59.72,moderate
638,428,357,432.25,350.72,19.132705,51.677256,398,-40.74,-62.82,-9.13,17.43,45.62,6.31,11.03,75.93,easy
639,463,359,459.73,353.36,19.090925,52.112329,259,-55.98,-62.83,-46.22,12.4,28.78,3.05,5.33,85.19,easy
640,496,365,497.15,365.4,18.900191,52.704739,880,-14.61,-62.85,56.15,21.38,54.19,12.73,22.28,68.4,moderate
641,530,373,529.37,373.91,18.765466,53.214774,903,79.58,27.39,114.66,13.64,32.55,38.15,66.76,79.34,easy
642,554,367,557.07,367.62,18.86506,53.653226,1163,104.69,82.57,154.82,12.08,28.12,59.35,103.86,80.26,easy
643,598,373,592.11,370.16,18.824932,54.208011,820,111.09,76.26,159.31,19.52,44.31,64.49,112.86,66.94,moderate
644,614,360,616.72,358.3,19.012639,54.597629,889,165.15,113.22,243.34,25.22,60.41,82.05,143.59,55.2,rough
645,646,376,646.07,372.06,18.794734,55.062148,1142,220.88,118.16,335.0,26.79,68.86,61.82,108.18,54.8,rough
646,692,369,690.13,370.3,18.822709,55.75976,1038,64.45,-58.26,258.66,39.39,133.2,19.52,34.15,56.9,rough
647,719,365,719.49,364.18,18.919632,56.224547,690,30.73,-61.83,308.96,51.94,204.37,7.16,12.52,55.57,rough
648,751,367,752.54,364.93,18.907662,56.747697,992,123.53,-62.15,309.3,44.89,169.73,8.88,15.54,56.02,rough
649,792,367,783.7,360.01,18.985574,57.241006,401,174.2,-63.02,280.84,49.79,230.48,8.24,14.42,53.57,rough
650,803,363,799.62,357.91,19.018833,57.49306,121,37.03,-61.57,167.32,64.26,261.08,4.62,8.09,53.72,rough
651,886,359,889.13,355.8,19.052216,58.910142,511,307.6,-61.36,659.55,69.55,426.61,9.99,17.48,45.58,rough
652,909,366,913.93,366.69,18.879881,59.302654,781,477.83,219.39,761.2,53.62,240.56,22.58,39.51,50.0,rough
653,952,375,948.58,372.85,18.782263,59.851263,943,173.51,-61.5,468.68,54.78,212.27,15.87,27.77,53.63,rough
654,973,359,975.49,362.41,18.94756,60.277261,873,268.03,159.69,407.27,28.81,86.45,36.53,63.93,55.82,rough
655,1009,371,1008.69,368.32,18.854094,60.802879,1085,213.58,153.84,263.75,26.83,62.71,46.17,80.79,56.28,rough
656,1044,364,1043.88,361.05,18.969148,61.359861,1114,201.8,142.85,282.88,29.18,76.61,69.29,121.26,54.08,rough
657,1078,370,1077.08,368.85,18.845565,61.885494,1089,171.91,77.57,273.32,35.44,94.58,90.18,157.81,52.04,rough
658,1108,370,1108.21,367.24,18.871193,62.3784,974,142.74,91.17,236.13,31.67,78.58,118.8,207.9,52.8,rough
659,1138,370,1139.12,368.8,18.846474,62.867606,806,225.25,100.57,308.7,37.2,100.1,147.15,257.51,51.47,rough
660,1168,374,1170.56,371.76,18.799555,63.36545,1114,177.11,43.9,286.34,41.37,124.43,175.91,307.84,50.94,rough
661,1205,366,1202.81,365.05,18.905802,63.875915,878,128.47,46.39,322.62,40.44,120.5,194.3,340.03,51.42,rough
662,1234,362,1235.62,363.02,18.937922,64.395442,999,98.83,49.73,158.57,19.97,49.32,196.23,343.41,64.12,moderate
663,1262,374,1262.04,372.37,18.789825,64.813677,1059,104.36,50.44,294.62,24.05,75.94,189.57,331.74,56.39,rough
664,1290,358,1289.95,361.77,18.957755,65.255491,971,392.68,96.03,731.53,57.64,257.51,206.42,361.24,44.75,rough
665,1334,374,1331.7,369.21,18.839998,65.916418,885,671.34,389.65,1010.73,63.94,298.79,215.54,377.19,41.36,severe
666,1362,364,1364.53,364.29,18.917759,66.436148,933,580.91,393.58,898.0,57.52,247.36,236.87,414.52,43.8,rough
667,1398,360,1396.78,360.19,18.982731,66.946711,1034,893.22,528.29,1441.19,68.2,378.03,259.64,454.36,37.02,severe
668,1425,366,1426.1,367.97,18.859635,67.410869,891,937.81,708.74,1217.1,59.68,284.27,273.86,479.25,40.02,severe
669,1460,373,1456.72,370.47,18.819998,67.895591,838,1116.27,789.74,1667.73,65.03,372.82,294.72,515.76,35.66,severe
670,1479,374,1482.08,370.28,18.822995,68.297072,987,885.55,517.46,1321.28,68.7,362.98,307.52,538.15,37.6,severe
671,1513,374,1514.14,370.94,18.812594,68.804545,1105,781.61,559.97,1059.9,62.56,290.83,285.26,499.21,40.87,severe
672,1559,372,1555.64,371.76,18.799579,69.461609,1169,813.2,576.94,1151.21,62.55,301.22,244.74,428.3,40.29,severe
673,1584,367,1585.22,365.35,18.901077,69.929834,1114,747.3,490.15,999.17,58.46,255.05,215.01,376.27,42.38,rough
674,1620,368,1619.66,368.45,18.851935,70.475051,1085,1022.37,484.93,1878.09,72.59,596.74,180.69,316.21,28.39,severe
675,1652,361,1652.71,364.9,18.908144,70.998313,1111,971.89,662.53,1525.14,69.06,481.63,147.68,258.45,32.81,severe
676,1683,369,1682.06,370.41,18.821009,71.462925,975,727.94,519.91,1426.46,55.22,323.2,118.59,207.53,40.1,severe
677,1711,363,1712.69,363.9,18.923931,71.947899,977,611.29,338.7,1619.02,60.25,363.74,87.8,153.66,39.65,severe
678,1744,369,1744.99,369.8,18.830572,72.459134,945,941.73,580.14,1704.81,72.49,560.12,56.2,98.36,32.87,severe
679,1781,374,1779.68,372.44,18.788736,73.00841,1030,1676.2,485.99,2640.85,80.19,1023.96,25.01,43.76,21.02,extreme
680,1808,361,1805.3,365.51,18.898564,73.414013,646,268.19,-78.07,1308.28,74.97,727.8,6.63,11.6,35.46,severe
681,1839,368,1840.79,371.92,18.797033,73.975793,746,144.25,-80.66,773.36,76.13,670.89,3.56,6.23,38.57,severe
682,1872,367,1868.96,369.07,18.842105,74.421717,703,692.27,-55.34,1279.85,77.69,760.85,10.87,19.02,31.02,severe
683,1895,364,1894.64,371.07,18.810494,74.828344,476,249.42,-57.19,842.64,77.79,703.73,5.74,10.05,36.51,severe
684,1939,381,1933.33,385.61,18.580316,75.440852,243,152.08,-71.53,774.12,79.17,921.09,3.32,5.81,33.26,severe
685,1958,380,1960.12,386.4,18.567794,75.864911,25,-47.46,-71.8,2.78,53.23,309.11,1.31,2.29,52.87,rough
686,2015,352,2014.67,351.0,19.128211,76.728438,3,-62.18,-62.7,-61.9,4.84,19.39,1.0,1.75,98.23,easy
687,2041,376,2047.05,383.16,18.619044,77.241064,209,45.32,-60.54,158.89,65.48,261.77,3.7,6.48,53.71,rough
688,2065,367,2067.08,361.1,18.968245,77.558271,153,-58.66,-66.21,-43.22,10.8,42.68,2.23,3.91,87.43,easy
689,2095,361,2097.27,369.92,18.828671,78.036206,393,28.43,-63.95,228.46,48.4,202.19,5.43,9.51,55.8,rough
690,2131,374,2127.83,381.55,18.644519,78.519847,589,92.25,-61.69,499.67,64.41,346.5,6.5,11.38,50.17,rough
691,2175,361,2171.82,357.55,19.024445,79.216252,119,-55.09,-90.87,-42.81,28.59,252.22,1.8,3.16,54.89,rough
692,2183,364,2183.22,373.12,18.77795,79.396881,40,-57.15,-69.96,-45.92,31.11,194.27,1.41,2.46,56.99,rough
693,4398,361,4392.46,356.67,19.038502,114.371253,156,-38.13,-94.64,-16.56,32.09,386.66,3.24,5.67,49.91,rough
694,18,394,15.6,395.54,18.423119,45.081203,1058,139.36,81.02,252.64,22.75,61.3,51.63,90.34,61.8,moderate
695,48,400,48.51,402.59,18.311512,45.602282,1038,139.74,68.19,249.87,31.76,80.27,57.75,101.05,55.27,rough
696,82,396,81.23,396.17,18.413062,46.120295,1017,91.57,-2.68,244.93,37.74,104.74,45.58,79.76,55.69,rough
697,115,406,115.22,405.77,18.261183,46.658389,1193,81.75,0.7,194.3,32.99,90.98,32.92,57.62,57.23,rough
698,151,392,150.09,394.4,18.441115,47.210446,1117,32.41,-51.31,153.78,33.54,90.89,32.52,56.91,57.6,rough
699,182,407,178.81,407.51,18.233672,47.665028,809,105.01,-59.03,210.89,39.52,119.57,15.11,26.45,57.44,rough
700,202,403,198.03,407.67,18.231145,47.969374,233,0.04,-63.12,92.56,49.85,163.25,5.18,9.07,57.39,rough
701,269,397,273.84,396.64,18.405608,49.169469,749,52.95,-64.87,297.22,43.12,157.8,11.66,20.4,56.72,rough
702,308,408,306.55,402.44,18.313797,49.687209,772,117.96,-64.12,280.14,55.81,241.55,10.92,19.11,53.36,rough
703,343,406,347.75,410.64,18.184006,50.339563,182,34.22,-63.75,109.57,51.43,233.31,5.26,9.2,54.67,rough
704,362,402,366.88,405.11,18.271553,50.642394,550,34.32,-62.81,110.61,34.71,103.78,12.0,21.0,58.73,moderate
705,399,399,395.19,404.66,18.278649,51.090603,629,23.0,-61.3,87.14,28.29,75.13,13.3,23.28,59.72,moderate
706,424,413,419.16,416.82,18.086216,51.470009,300,-39.71,-62.38,-4.69,21.89,64.78,6.02,10.53,67.88,moderate
707,500,400,502.54,397.71,18.388807,52.78994,507,2.17,-61.25,60.15,33.44,81.0,8.18,14.32,60.05,moderate
708,520,400,524.72,401.61,18.32701,53.141083,930,89.64,36.27,114.0,13.63,32.88,29.21,51.11,79.98,easy
709,564,405,561.35,402.1,18.319317,53.720986,1129,76.41,17.39,115.93,16.6,37.95,31.1,54.42,74.83,easy
710,595,394,591.77,395.95,18.416559,54.202669,768,103.38,60.3,229.09,22.24,55.96,41.57,72.75,63.86,moderate
711,615,391,620.29,394.8,18.434788,54.654076,983,240.34,143.33,323.08,26.09,71.19,62.18,108.81,54.55,rough
712,660,394,658.67,397.72,18.388616,55.261729,1164,273.0,188.02,345.96,24.4,58.73,56.45,98.79,57.86,rough
713,688,404,686.65,405.11,18.27155,55.704654,983,244.45,177.09,311.52,29.76,83.69,39.2,68.6,55.87,rough
714,714,402,716.88,399.7,18.357166,56.183235,1040,278.15,27.79,424.97,51.72,184.87,21.67,37.93,53.42,rough
715,753,405,750.36,400.14,18.350264,56.713192,959,264.5,-15.26,497.09,58.12,229.65,20.03,35.06,52.06,rough
716,781,408,779.94,404.37,18.2833,57.181491,785,162.15,-65.65,474.73,56.12,262.27,10.6,18.56,52.35,rough
717,895,384,898.51,379.74,18.673295,59.058623,246,118.77,-64.02,416.72,72.99,498.11,5.55,9.71,44.7,rough
718,914,396,919.54,388.8,18.529831,59.391492,401,78.94,-63.35,331.53,58.08,271.66,7.69,13.46,52.82,rough
719,944,399,944.82,396.88,18.401943,59.791656,364,-21.93,-62.23,80.34,36.27,111.35,5.11,8.94,59.39,moderate
720,968,399,972.63,397.9,18.385727,60.232042,997,27.54,-39.18,242.75,25.31,85.69,18.34,32.1,60.06,moderate
721,1009,394,1009.49,395.96,18.41648,60.815457,1050,212.81,-13.37,324.23,45.03,159.24,22.67,39.67,54.7,rough
722,1046,390,1045.21,392.66,18.468667,61.380913,1117,235.6,157.91,311.7,27.44,69.67,51.27,89.72,55.49,rough
723,1079,406,1076.75,405.18,18.270525,61.880262,709,205.98,62.61,282.46,35.88,108.76,78.22,136.89,52.21,rough
724,1095,397,1097.61,395.86,18.41805,62.210469,723,183.1,92.27,254.6,33.56,84.86,100.24,175.42,52.3,rough
725,1129,393,1128.38,397.5,18.392149,62.697729,1006,200.04,103.7,286.42,33.65,88.49,130.33,228.07,52.06,rough
726,1159,399,1161.36,402.51,18.312758,63.219709,1208,239.36,176.49,318.77,25.87,63.3,154.86,271.01,52.88,rough
727,1206,390,1202.84,394.17,18.444752,63.87639,1225,173.23,48.46,275.97,28.89,79.15,166.08,290.64,52.57,rough
728,1235,403,1233.84,399.23,18.364618,64.367231,769,61.04,10.13,104.48,19.14,44.66,159.94,279.9,65.91,moderate
729,1256,404,1258.33,406.09,18.256102,64.754867,913,129.83,9.86,422.96,41.04,171.75,155.71,272.49,49.6,rough
730,1289,397,1289.66,395.06,18.430751,65.250917,1094,466.77,48.47,1006.68,64.88,356.44,174.7,305.72,40.73,severe
731,1326,391,1323.52,394.35,18.441929,65.786864,1027,608.24,335.73,1019.2,56.36,260.21,189.69,331.96,43.16,rough
732,1356,390,1358.86,396.37,18.409935,66.346379,1265,488.63,382.81,756.53,39.4,121.13,207.72,363.51,48.9,rough
733,1398,396,1393.84,396.68,18.405069,66.900087,1277,695.35,452.05,1061.16,60.07,254.21,230.79,403.88,42.77,rough
734,1424,398,1426.08,398.85,18.370703,67.410475,998,1004.38,713.99,1254.68,63.45,304.74,253.07,442.87,38.84,severe
735,1458,399,1457.38,400.31,18.347564,67.90612,954,990.81,652.15,1352.2,69.18,371.34,276.94,484.65,36.58,severe
736,1492,404,1490.58,405.13,18.271254,68.431633,995,626.32,322.94,984.77,67.99,392.61,299.0,523.25,38.35,severe
737,1518,396,1521.88,396.51,18.407813,68.927157,898,919.76,667.22,1169.78,65.2,327.53,280.36,490.62,38.62,severe
738,1557,405,1556.12,404.07,18.288125,69.469145,1122,974.54,717.26,1374.41,67.38,361.19,247.65,433.38,37.05,severe
739,1592,401,1590.25,399.9,18.354031,70.00958,978,820.44,466.76,1230.58,66.39,340.68,213.35,373.36,38.84,severe
740,1618,399,1617.45,398.2,18.381063,70.440104,814,939.08,462.16,1878.76,69.31,608.46,186.33,326.07,28.55,severe
741,1638,408,1640.16,402.98,18.305278,70.799691,855,1512.43,799.92,2016.65,76.24,655.39,165.23,289.15,22.92,extreme
742,1676,403,1672.88,400.01,18.352335,71.317615,1005,936.34,671.11,1266.07,57.37,255.21,132.99,232.74,41.06,severe
743,1705,399,1705.33,399.7,18.357308,71.831405,1029,738.66,599.61,1178.18,42.99,170.59,102.41,179.23,45.42,rough
744,1734,395,1734.39,396.94,18.401,72.291355,1046,815.2,579.82,1214.82,57.84,257.03,74.95,131.17,43.01,rough
745,1771,401,1770.61,402.23,18.317141,72.864763,1094,1289.6,674.98,2384.61,78.93,833.34,50.92,89.11,21.68,extreme
746,1805,399,1806.83,399.02,18.368026,73.438231,1277,1166.32,159.91,2986.01,82.57,1283.2,28.26,49.45,24.3,extreme
747,1846,408,1843.85,404.18,18.286374,74.024169,1099,730.29,-7.83,1570.85,79.39,854.27,18.5,32.38,28.08,severe
748,1879,393,1876.04,393.87,18.449543,74.533891,882,765.69,227.86,1303.09,74.89,592.9,22.3,39.03,35.57,severe
749,1899,403,1902.62,401.06,18.335652,74.954673,941,829.45,147.28,1539.41,78.44,779.86,20.37,35.64,28.66,severe
750,1935,400,1932.13,400.86,18.338914,75.421744,752,876.66,17.2,1343.39,78.27,942.22,14.22,24.88,27.4,severe
751,1965,399,1965.04,403.39,18.298834,75.942833,760,367.75,-58.69,1227.12,75.63,769.91,7.95,13.91,33.18,severe
752,1995,409,1991.51,410.51,18.186101,76.361812,380,85.27,-62.92,598.23,63.03,359.93,5.48,9.59,49.82,rough
753,2040,402,2045.19,403.9,18.290776,77.21168,532,39.71,-65.49,236.51,52.06,214.36,5.66,9.9,55.27,rough
754,2070,406,2068.91,407.86,18.228123,77.587144,702,66.43,-63.58,283.01,59.97,255.72,5.68,9.93,53.63,rough
755,2091,394,2093.81,392.28,18.474634,77.981347,966,248.08,-62.92,756.88,70.4,444.8,11.11,19.45,45.26,rough
756,2126,407,2124.84,402.99,18.30517,78.472547,836,431.42,-23.86,854.97,72.73,492.5,14.54,25.44,42.04,rough
757,2162,396,2157.81,398.01,18.384035,78.994503,661,114.34,-62.22,384.4,59.22,274.41,9.69,16.96,52.32,rough
758,2182,400,2184.65,398.24,18.380306,79.419458,728,-16.65,-61.84,123.97,33.08,107.95,6.91,12.09,59.33,moderate
759,2221,408,2219.15,410.1,18.192624,79.965679,518,-36.27,-62.74,-6.25,16.02,45.56,7.06,12.36,78.17,easy
760,2255,407,2249.13,410.98,18.178693,80.440206,186,-23.34,-64.27,60.43,41.09,156.1,4.15,7.26,57.89,rough
761,15,430,14.22,426.81,17.928077,45.059341,933,156.01,86.21,299.35,28.96,74.82,55.39,96.94,55.54,rough
762,39,439,41.96,434.91,17.799906,45.498556,814,188.76,62.96,337.81,42.49,125.48,50.48,88.34,53.9,rough
763,74,427,75.92,428.19,17.906255,46.036106,1295,81.23,-44.19,240.24,36.94,105.77,34.87,61.02,56.56,rough
764,120,438,114.3,435.5,17.790483,46.643704,799,59.08,-60.62,207.45,50.01,174.1,8.23,14.41,56.36,rough
765,141,431,142.42,427.33,17.919835,47.088952,849,188.26,106.31,230.99,24.56,67.06,26.92,47.1,60.19,moderate
766,170,434,171.3,434.67,17.803593,47.546112,1020,211.43,162.21,253.97,20.86,50.68,32.18,56.32,66.3,moderate
767,207,431,198.88,433.64,17.81995,47.982728,524,77.76,-60.8,204.23,48.55,177.76,8.92,15.61,56.05,rough
768,287,426,287.83,430.92,17.862969,49.390897,384,62.42,-60.7,351.21,54.9,228.02,5.95,10.41,54.61,rough
769,294,422,297.74,422.98,17.988711,49.547873,527,84.17,-52.93,295.01,49.75,201.76,9.69,16.96,55.1,rough
770,337,427,343.08,429.0,17.893395,50.265543,324,61.25,-69.3,141.48,47.33,266.32,5.69,9.96,53.29,rough
771,363,429,367.61,428.93,17.89447,50.653979,898,80.64,35.07,129.94,23.71,54.82,26.1,45.68,62.83,moderate
772,405,431,399.53,433.04,17.829506,51.159284,1037,48.44,-10.02,95.25,12.78,33.24,30.69,53.7,81.53,easy
773,427,438,426.21,438.3,17.746144,51.581547,574,-3.55,-60.62,31.46,14.74,39.76,16.11,28.19,79.56,easy
774,448,445,445.55,446.34,17.618829,51.887728,390,-12.3,-62.93,31.91,26.77,80.41,7.86,13.75,60.2,moderate
775,501,428,508.92,427.7,17.913911,52.89107,517,8.95,-61.6,81.43,35.57,93.03,8.55,14.96,59.55,moderate
776,536,435,535.14,432.74,17.834264,53.306082,1023,110.97,58.57,160.04,13.75,34.26,25.9,45.33,79.83,easy
777,565,430,563.59,431.24,17.857986,53.756471,731,22.31,-61.53,128.18,39.38,110.76,9.37,16.39,58.77,moderate
778,589,426,590.2,425.81,17.943819,54.177732,837,106.07,-4.13,268.07,36.8,113.03,21.41,37.47,57.17,rough
779,616,432,617.59,429.0,17.893379,54.611384,1047,330.52,196.52,449.12,36.43,108.66,43.22,75.63,54.08,rough
780,648,437,648.51,432.21,17.842596,55.10087,1159,332.95,252.71,527.93,36.31,112.37,51.44,90.02,53.29,rough
781,683,439,683.09,438.56,17.742022,55.648319,1189,339.01,216.34,528.76,43.77,145.41,58.91,103.09,51.5,rough
782,717,430,718.71,433.01,17.829946,56.212182,1270,234.86,10.46,425.39,49.81,171.24,34.44,60.27,53.21,rough
783,756,422,753.0,427.74,17.913411,56.755057,904,195.44,-61.2,507.81,61.34,266.02,12.49,21.86,51.84,rough
784,783,431,780.04,432.66,17.835412,57.183066,495,134.9,-65.19,339.48,61.89,287.86,6.38,11.17,51.96,rough
785,803,429,797.53,424.53,17.964106,57.460029,180,66.9,-63.61,228.41,68.49,342.58,4.19,7.34,50.67,rough
786,951,422,951.32,422.84,17.99091,59.894615,557,-8.99,-63.17,40.72,27.18,71.12,9.05,15.84,60.41,moderate
787,969,432,968.07,426.74,17.929128,60.159763,381,-24.28,-64.36,12.44,26.8,80.69,5.89,10.31,60.43,moderate
788,1001,422,1007.82,422.73,17.992621,60.789024,896,115.96,-61.33,318.55,50.9,199.97,10.36,18.14,54.89,rough
789,1047,431,1041.55,430.4,17.8712,61.323039,1107,111.29,13.3,322.52,35.25,105.67,41.73,73.02,55.82,rough
790,1063,423,1066.3,425.47,17.949313,61.714925,853,165.67,36.88,284.85,49.58,151.9,66.43,116.24,51.89,rough
791,1103,425,1102.81,425.2,17.953512,62.292813,1022,124.3,31.82,235.24,29.66,78.24,102.84,179.97,52.94,rough
792,1129,440,1131.2,434.74,17.802484,62.742285,979,95.96,26.24,257.15,30.52,78.0,118.26,206.96,53.15,rough
793,1166,435,1166.43,431.01,17.861578,63.299958,1127,142.16,7.77,289.36,40.35,124.21,131.84,230.73,51.19,rough
794,1202,437,1200.22,435.0,17.798487,63.834933,1211,64.93,11.97,253.51,24.42,72.83,125.87,220.27,56.16,rough
795,1226,423,1227.36,425.35,17.951126,64.264623,1005,22.24,6.0,128.54,11.49,43.99,133.83,234.2,78.86,easy
796,1272,437,1269.52,435.83,17.78526,64.931987,1074,552.58,17.04,1206.75,71.88,528.34,129.75,227.05,34.06,severe
797,1298,423,1296.6,422.59,17.994948,65.360668,781,633.62,311.04,1123.88,65.94,380.16,151.99,265.98,38.74,severe
798,1318,428,1323.02,427.85,17.91164,65.779008,1108,352.94,297.17,570.02,33.77,96.13,161.02,281.78,50.73,rough
799,1358,440,1358.14,435.73,17.786783,66.334935,1487,503.22,309.97,772.36,54.99,207.97,178.06,311.61,45.73,rough
800,1396,435,1391.51,431.33,17.856539,66.863234,1009,698.15,406.05,1043.88,62.1,307.98,205.8,360.15,40.85,severe
801,1419,432,1422.72,430.67,17.867015,67.357383,980,854.66,507.13,1146.98,63.68,313.12,231.21,404.62,39.58,severe
802,1458,429,1457.55,431.55,17.85306,67.908787,1307,633.78,397.98,1027.98,59.79,273.9,260.26,455.46,42.5,rough
803,1495,438,1493.71,438.64,17.74072,68.481187,1090,492.56,291.06,734.59,61.59,278.07,288.83,505.45,43.33,rough
804,1522,426,1523.39,427.93,17.910365,68.95106,1098,934.58,437.35,1398.53,71.51,483.67,284.54,497.95,33.0,severe
805,1555,434,1554.64,435.68,17.787616,69.445727,1040,1098.01,709.59,1421.84,70.47,411.98,256.35,448.62,34.4,severe
806,1587,432,1583.73,430.56,17.868689,69.906222,751,886.29,552.72,1311.6,71.24,417.74,227.04,397.31,35.66,severe
807,1606,433,1609.75,431.64,17.851599,70.318288,828,461.55,327.74,974.8,55.12,323.0,202.76,354.83,41.95,severe
808,1646,423,1647.02,426.72,17.929481,70.908198,898,1390.33,746.79,2057.11,76.54,788.56,166.28,290.99,19.06,extreme
809,1681,427,1680.56,430.02,17.877279,71.439258,1056,1185.33,900.95,2071.16,66.74,442.53,137.69,240.96,32.71,severe
810,1714,437,1715.08,434.9,17.799957,71.985639,1145,895.08,756.99,1273.07,60.48,299.9,112.34,196.6,39.77,severe
811,1750,428,1747.44,427.73,17.913577,72.497934,1066,1332.41,849.74,1813.09,67.43,428.45,84.63,148.1,32.61,severe
812,1774,439,1776.46,435.8,17.785727,72.957442,920,1497.61,537.01,2201.14,75.1,744.25,74.95,131.16,21.05,extreme
813,1812,433,1811.35,433.08,17.828753,73.50974,1262,685.42,18.29,1625.39,77.01,913.19,54.09,94.66,25.62,extreme
814,1848,430,1844.17,432.84,17.832631,74.02929,711,363.04,-5.47,1408.19,58.31,581.12,45.32,79.31,36.98,severe
815,1865,429,1868.41,427.61,17.915349,74.413111,742,307.31,-14.9,976.44,52.85,401.63,45.6,79.8,43.69,rough
816,1896,428,1897.64,429.03,17.892921,74.875827,970,174.92,42.44,702.17,46.88,251.52,44.95,78.65,49.97,rough
817,1938,424,1935.61,426.18,17.938096,75.476876,1038,235.81,-13.38,519.34,65.7,363.92,26.06,45.61,47.04,rough
818,1962,440,1959.31,439.31,17.730226,75.852121,769,10.88,-61.92,268.99,38.16,147.49,7.65,13.39,57.68,rough
819,1984,430,1980.73,430.3,17.872832,76.191236,532,3.29,-62.27,598.16,35.37,193.29,4.65,8.15,56.35,rough
820,2038,443,2038.47,451.05,17.544303,77.105284,293,214.19,-63.0,886.1,70.88,691.13,6.71,11.73,37.12,severe
821,2057,446,2059.25,450.26,17.556856,77.43418,426,353.45,-63.86,1013.67,76.52,751.41,7.88,13.79,33.94,severe
822,2099,425,2101.95,418.47,18.060045,78.110201,372,98.16,-65.96,423.29,71.93,408.23,4.36,7.64,48.11,rough
823,2132,422,2134.98,424.47,17.965121,78.633061,682,180.23,-61.66,435.09,59.06,279.56,9.69,16.96,51.68,rough
824,2163,425,2160.82,421.84,18.006811,79.042232,615,14.5,-61.55,186.32,43.38,153.54,7.66,13.4,57.44,rough
825,2197,419,2197.7,417.39,18.077168,79.626084,613,-29.15,-62.69,25.97,17.66,45.38,8.28,14.49,75.32,easy
826,2232,429,2229.77,423.49,17.980596,80.133718,303,-47.75,-62.88,-31.85,12.01,33.29,5.82,10.18,85.4,easy
827,2252,425,2248.59,420.77,18.023654,80.431708,206,-36.18,-62.51,21.69,25.33,84.88,5.58,9.76,61.49,moderate
828,4367,432,4369.14,436.21,17.779302,114.002018,29,-67.67,-202.61,-1.83,74.03,1629.46,1.2,2.09,34.91,severe
829,14,457,12.87,459.08,17.417209,45.037968,832,283.0,128.93,555.63,38.21,138.06,25.08,43.89,54.78,rough
830,39,457,41.75,462.78,17.358643,45.495315,954,252.03,83.05,359.72,44.19,140.31,28.16,49.27,54.67,rough
831,76,463,77.99,461.96,17.371679,46.068991,1300,206.92,21.87,421.41,53.84,187.01,32.85,57.49,52.97,rough
832,118,458,112.09,460.83,17.38942,46.608767,859,68.43,-61.29,190.55,47.99,184.3,8.12,14.22,55.95,rough
833,146,458,145.47,458.56,17.425466,47.13721,753,190.54,-62.07,274.59,39.93,159.58,14.2,24.85,55.5,rough
834,166,469,169.39,468.01,17.275844,47.515934,776,209.97,158.48,269.71,24.78,58.61,29.04,50.83,59.8,moderate
835,198,465,195.72,463.6,17.34569,47.932689,933,112.94,-63.25,219.96,43.34,136.48,14.2,24.84,56.86,rough
836,255,478,259.01,481.17,17.067494,48.934727,153,79.63,-59.2,232.6,70.42,387.89,3.45,6.04,49.03,rough
837,275,463,282.98,465.77,17.311355,49.314206,615,47.9,-61.19,216.67,53.08,206.56,6.75,11.82,55.41,rough
838,308,461,304.99,461.58,17.377656,49.662531,964,157.32,-60.96,387.31,61.23,281.38,10.92,19.11,51.68,rough
839,342,468,345.78,466.8,17.294997,50.308327,463,55.44,-63.8,223.48,57.94,293.74,5.68,9.94,52.36,rough
840,360,454,365.66,456.0,17.465929,50.623007,1088,71.7,-13.5,144.77,28.59,77.82,23.89,41.8,58.46,moderate
841,407,469,401.05,467.47,17.284432,51.183276,1149,31.35,-18.27,117.08,13.62,33.19,34.15,59.76,80.01,easy
842,430,462,430.59,463.63,17.345171,51.65098,678,12.06,-27.39,55.04,13.15,32.81,24.2,42.35,81.7,easy
843,462,464,455.51,466.53,17.299212,52.045411,304,3.0,-62.62,56.49,35.9,123.72,6.98,12.21,58.63,moderate
844,510,463,513.18,463.44,17.348181,52.958469,555,5.38,-61.71,74.9,37.81,96.45,7.96,13.93,59.5,moderate
845,531,462,532.21,465.05,17.322677,53.259699,829,124.03,49.65,176.07,22.77,60.23,24.31,42.55,64.04,moderate
846,559,463,556.34,461.46,17.379564,53.641684,667,108.48,-61.93,177.36,36.98,121.38,11.41,19.96,57.64,rough
847,582,459,587.29,460.16,17.400169,54.131726,777,112.58,-60.84,302.95,53.35,200.2,10.96,19.17,54.86,rough
848,617,460,616.12,461.71,17.375532,54.588072,1045,275.19,-21.06,477.24,50.64,202.05,19.81,34.67,52.98,rough
849,649,462,649.43,464.15,17.336921,55.115449,994,239.35,36.0,507.02,51.11,189.69,27.65,48.38,53.05,rough
850,684,471,685.44,468.7,17.264879,55.685515,1002,207.89,92.14,301.42,28.89,82.32,53.77,94.1,55.04,rough
851,725,470,726.24,466.97,17.292309,56.331463,1225,249.47,73.22,358.81,35.98,105.15,37.5,65.63,55.21,rough
852,760,465,755.86,461.88,17.372864,56.800357,1071,231.67,-40.58,394.04,48.11,190.39,19.49,34.1,53.72,rough
