id,name,slug,state_id,state_name,province_id,province_name,culture_id,feature_id,cell,x,y,capital,port,population,type,group,walls,citadel,temple
164,Cetorum,cetorum,31,Duchy of Witfordburia,0,,19,1,4386,192.76,1304.2,FALSE,TRUE,10.716,Naval,city,TRUE,FALSE,FALSE
165,Kutmakium,kutmakium,24,City-state of Saheranahvaria,54,Magnarionia Province,18,1,2251,896.42,612.61,FALSE,FALSE,10.309,River,city,TRUE,FALSE,FALSE
166,Theosa,theosa,32,Nekosdamkoda,102,Magnakan County,17,1,3262,1177.13,1019.98,FALSE,FALSE,3.276,Generic,town,FALSE,FALSE,FALSE
167,Qochasu,qochasu,22,Sultanate of Kanchasuyu,17,Asisumarru County,19,1,2233,219.2,624.6,FALSE,FALSE,5.566,Generic,town,FALSE,FALSE,FALSE
168,Cantia,cantia,31,Duchy of Witfordburia,0,,19,1,4299,309.86,1297.41,FALSE,FALSE,11.242,Generic,city,TRUE,FALSE,FALSE
169,Petheon,petheon,32,Nekosdamkoda,102,Magnakan County,17,1,3264,1220,1005.2,FALSE,FALSE,3.086,Highland,town,FALSE,TRUE,FALSE
170,Lactorisip,lactorisip,22,Sultanate of Kanchasuyu,20,Binovium County,21,1,1596,492.38,436.03,FALSE,FALSE,5.77,Hunting,town,FALSE,TRUE,FALSE
171,Ciarka,ciarka,28,Emirate of Riagan,84,Kievan County,20,1,26,576.38,9.86,FALSE,FALSE,4.532,Generic,town,FALSE,FALSE,FALSE
172,Montecorci,montecorci,27,Marches of Petrello,69,Fivania Captaincy,23,1,3734,1504.66,1160.5,FALSE,FALSE,6.771,Generic,town,FALSE,TRUE,FALSE
173,Claurori,claurori,26,Raamkoda,118,Vaskmurd Istekoda,0,1,880,1122.17,264.91,FALSE,FALSE,6.439,Generic,town,FALSE,FALSE,FALSE
174,Confluentia,confluentia,31,Duchy of Witfordburia,0,,19,1,4640,276.84,1378.64,FALSE,FALSE,1.264,Generic,village,FALSE,TRUE,FALSE
175,Tretolitapi,tretolitapi,33,Duchy of Temalimco,0,,25,1,5188,653.75,1506.46,FALSE,FALSE,6.09,Generic,town,FALSE,FALSE,FALSE
176,Vinnanum,vinnanum,31,Duchy of Witfordburia,100,Cuapantema County,0,1,3945,50.99,1228.66,FALSE,FALSE,1.031,Generic,village,FALSE,FALSE,FALSE
177,Lorinlcorin,lorinlcorin,22,Sultanate of Kanchasuyu,16,Melia Margrave,20,1,67,339.17,39.25,FALSE,FALSE,2.315,Generic,town,FALSE,FALSE,FALSE
178,Arorum,arorum,33,Duchy of Temalimco,0,,25,1,5178,451.86,1512.52,FALSE,FALSE,10.585,Generic,city,FALSE,FALSE,FALSE
179,Chaska,chaska,22,Sultanate of Kanchasuyu,109,Sasumiyuqtia Tribe,19,1,2166,156.6,612.9,FALSE,FALSE,1.985,Highland,village,FALSE,FALSE,FALSE
180,Villum,villum,34,Duchy of Petlancia,0,,26,1,5028,1526.1,1462.7,FALSE,FALSE,12.458,Hunting,city,TRUE,TRUE,FALSE
181,Canaleno,canaleno,27,Marches of Petrello,65,Colanolonia Earldom,23,1,3449,1554.98,1062.42,FALSE,TRUE,5.868,Naval,town,FALSE,FALSE,FALSE
182,Pacha,pacha,22,Sultanate of Kanchasuyu,23,Apaor County,19,1,1864,247.53,501.34,FALSE,FALSE,1.798,Hunting,village,FALSE,FALSE,FALSE
183,Killaq,killaq,22,Sultanate of Kanchasuyu,109,Sasumiyuqtia Tribe,19,1,2351,14.65,662.66,FALSE,FALSE,1.703,Highland,village,FALSE,FALSE,FALSE
184,Qhaionkuyuyuyun,qhaionkuyuyuyun,22,Sultanate of Kanchasuyu,6,Borcunumia County,19,1,1489,379.91,439.83,FALSE,TRUE,2.088,Naval,town,FALSE,FALSE,FALSE
185,Neaigpan,neaigpan,25,Latocail Naharcan,60,Breharcan County,22,1,3315,1133,1027.18,FALSE,FALSE,2.978,Generic,town,FALSE,FALSE,FALSE
186,Torboglio,torboglio,27,Marches of Petrello,69,Fivania Captaincy,23,1,3650,1490.01,1133.87,FALSE,FALSE,1.269,Generic,village,FALSE,FALSE,FALSE
187,Blestuvono,blestuvono,34,Duchy of Petlancia,0,,26,1,5331,1589.39,1524.05,FALSE,FALSE,6.147,Generic,town,FALSE,TRUE,FALSE
188,Lalatrolico,lalatrolico,34,Duchy of Petlancia,0,,23,1,4245,1471.36,1273.34,FALSE,FALSE,3.387,River,town,FALSE,TRUE,FALSE
189,Dimivis,dimivis,31,Duchy of Witfordburia,0,,19,1,5262,107.5,1523.81,FALSE,FALSE,8.31,Generic,town,FALSE,FALSE,FALSE
190,Etagus,etagus,0,Neutrals,0,,0,1,4375,11.65,1318.37,FALSE,FALSE,10.976,Generic,city,TRUE,FALSE,FALSE
191,Punturka,punturka,22,Sultanate of Kanchasuyu,5,Markia Margrave,19,1,1484,313.36,437.84,FALSE,TRUE,15.367,Naval,city,TRUE,TRUE,FALSE
192,Akorpalahasu,akorpalahasu,32,Nekosdamkoda,128,Ferrvetarjõere Region,17,1,3320,1245.88,1029.09,FALSE,FALSE,6.105,Highland,town,FALSE,FALSE,FALSE
193,Marmodo,marmodo,34,Duchy of Petlancia,0,,23,1,4360,1561.88,1289.49,FALSE,TRUE,1.593,Naval,village,TRUE,FALSE,FALSE
194,Apinis,apinis,31,Duchy of Witfordburia,0,,19,1,5263,110.51,1525.31,FALSE,FALSE,1.021,Generic,village,FALSE,FALSE,FALSE
195,Eiran,eiran,28,Emirate of Riagan,123,Bren Territory,20,1,25,556.79,14.31,FALSE,FALSE,2.816,Generic,town,TRUE,FALSE,FALSE
196,Adrianis,adrianis,28,Emirate of Riagan,89,Levelinium County,20,1,613,698.42,201.87,FALSE,FALSE,0.963,River,village,TRUE,FALSE,FALSE
197,Astorielpia,astorielpia,33,Duchy of Temalimco,0,,19,1,4652,530.95,1388.06,FALSE,FALSE,1.966,Generic,village,FALSE,FALSE,FALSE
198,Brenku,brenku,28,Emirate of Riagan,80,Dodanma County,20,1,376,470.37,132.83,FALSE,FALSE,5.716,Generic,town,FALSE,FALSE,FALSE
199,Dubris,dubris,34,Duchy of Petlancia,0,,26,1,5307,1069.64,1529.11,FALSE,FALSE,2.302,River,town,FALSE,TRUE,FALSE
200,Vintia,vintia,28,Emirate of Riagan,83,Bevanconania County,20,1,777,714.91,249.99,FALSE,FALSE,0.858,River,village,FALSE,FALSE,FALSE
201,Bretarcan,bretarcan,23,Xilhuan Altepetl,49,Texcoaxaxaco County,22,1,2860,1345.46,837.94,FALSE,FALSE,4.319,Highland,town,FALSE,FALSE,FALSE
202,Pecagan,pecagan,23,Xilhuan Altepetl,113,Brecaoirt Region,22,1,2968,1407.18,883.62,FALSE,TRUE,0.909,Naval,village,FALSE,FALSE,FALSE
203,Zakiumpan,zakiumpan,23,Xilhuan Altepetl,48,Hueca County,16,1,1532,1223.97,425,FALSE,FALSE,1.997,Generic,village,TRUE,FALSE,FALSE
204,Nareasteca,nareasteca,27,Marches of Petrello,73,Chiapan Earldom,22,1,3214,1256.14,997.51,FALSE,FALSE,0.925,Highland,village,FALSE,FALSE,FALSE
205,Pesca,pesca,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,3828,1526.08,1193.69,FALSE,FALSE,3.185,Generic,town,FALSE,FALSE,FALSE
206,Salacpan,salacpan,27,Marches of Petrello,78,Peaigania Earldom,22,1,3215,1269.22,997.25,FALSE,FALSE,7.878,Generic,town,FALSE,FALSE,FALSE
207,Morte,morte,34,Duchy of Petlancia,0,,23,1,4247,1501.6,1279.7,FALSE,FALSE,1.669,Generic,village,TRUE,FALSE,FALSE
208,Yashatlan,yashatlan,23,Xilhuan Altepetl,42,Auiatlan County,16,1,646,1366.49,204.51,FALSE,FALSE,1.554,River,village,FALSE,FALSE,FALSE
209,Belforviamig,belforviamig,34,Duchy of Petlancia,0,,23,1,4349,1402.54,1299.26,FALSE,FALSE,9.67,Generic,town,FALSE,TRUE,FALSE
210,Marvia,marvia,23,Xilhuan Altepetl,44,Drupiba County,0,1,1814,1066.82,498.02,FALSE,FALSE,5.464,River,town,FALSE,FALSE,FALSE
211,Riagmarinku,riagmarinku,28,Emirate of Riagan,86,Rorinmia County,20,1,30,660.77,11.48,FALSE,FALSE,4.486,Generic,town,FALSE,FALSE,FALSE
212,Archmakan,archmakan,32,Nekosdamkoda,103,Alaklalia County,17,1,3160,1181.41,973.8,FALSE,FALSE,8.217,Highland,town,FALSE,FALSE,FALSE
213,Ciarka,ciarka,29,Beylik of Lugrancanta,95,Nialmayu Earldom,20,1,1306,553.6,392,FALSE,FALSE,1.312,Hunting,village,FALSE,FALSE,FALSE
214,Duvarinate,duvarinate,22,Sultanate of Kanchasuyu,13,Sirgodulum County,21,1,1490,408.02,432.5,FALSE,FALSE,2.94,Generic,town,FALSE,FALSE,FALSE
215,Maradasco,maradasco,27,Marches of Petrello,70,Spervalom Earldom,22,1,3019,1307.99,906.22,FALSE,FALSE,5.646,Generic,town,FALSE,FALSE,FALSE
216,Cacodugunum,cacodugunum,30,Herviorum City-state,0,,21,1,3879,612.8,1216.8,FALSE,FALSE,13.04,Generic,city,TRUE,FALSE,FALSE
217,Requm,requm,33,Duchy of Temalimco,0,,19,1,4650,494.62,1377.04,FALSE,FALSE,4.022,Generic,town,FALSE,FALSE,FALSE
218,Salan,salan,23,Xilhuan Altepetl,42,Auiatlan County,16,1,1250,1306.8,356.41,FALSE,FALSE,6.06,Generic,town,FALSE,FALSE,FALSE
219,Airdco,airdco,25,Latocail Naharcan,58,Sarahacan Earldom,22,1,2947,964.5,884.81,FALSE,FALSE,3.035,River,town,FALSE,FALSE,FALSE
220,Cegipon,cegipon,33,Duchy of Temalimco,0,,25,1,5278,453.01,1534.58,FALSE,FALSE,3.885,Generic,town,FALSE,FALSE,FALSE
221,Confluenni,confluenni,23,Xilhuan Altepetl,46,Confleba County,0,1,2267,1241.27,613.46,FALSE,FALSE,0.999,Generic,village,FALSE,FALSE,FALSE
222,Pullendila,pullendila,33,Duchy of Temalimco,0,,25,1,5289,682.81,1523.06,FALSE,FALSE,3.457,Generic,town,FALSE,FALSE,FALSE
223,Plamusenna,plamusenna,31,Duchy of Witfordburia,0,,19,1,4468,99.12,1328.03,FALSE,FALSE,1.005,Generic,village,FALSE,FALSE,FALSE
224,Tayuyu,tayuyu,28,Emirate of Riagan,91,Nialpania County,20,1,772,592.74,249.84,FALSE,FALSE,4.97,Lake,town,FALSE,FALSE,FALSE
225,Ruyurein,ruyurein,22,Sultanate of Kanchasuyu,1,Ruyurein County,19,1,2096,165.06,568.69,TRUE,FALSE,7.392,Lake,capital,FALSE,FALSE,FALSE
226,Rolinapura,rolinapura,33,Duchy of Temalimco,0,,0,1,4728,563.4,1409.56,FALSE,FALSE,3.864,Generic,town,FALSE,FALSE,FALSE
227,Sarialoma,sarialoma,28,Emirate of Riagan,80,Dodanma County,20,1,254,539.19,92.2,FALSE,FALSE,3.677,Generic,town,FALSE,FALSE,FALSE
228,Tusono,tusono,27,Marches of Petrello,70,Spervalom Earldom,23,1,3166,1304.53,966.34,FALSE,FALSE,1.203,River,village,FALSE,FALSE,FALSE
229,Aeliaciba,aeliaciba,28,Emirate of Riagan,84,Kievan County,20,1,255,552.17,98.95,FALSE,FALSE,1.295,Highland,village,TRUE,FALSE,FALSE
230,Portiustodu,portiustodu,28,Emirate of Riagan,84,Kievan County,20,1,138,655.15,56.76,FALSE,FALSE,1.092,Generic,village,FALSE,FALSE,FALSE
231,Mosyan,mosyan,23,Xilhuan Altepetl,38,Mosyan Earldom,16,1,638,1240.1,214.04,FALSE,FALSE,7.945,River,town,FALSE,FALSE,FALSE
232,Nerano,nerano,27,Marches of Petrello,70,Spervalom Earldom,23,1,3165,1300.15,959.54,FALSE,FALSE,9.706,Generic,town,FALSE,FALSE,FALSE
233,Tuarcodanku,tuarcodanku,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,20,1,925,367.32,302.23,FALSE,FALSE,5.284,Generic,town,FALSE,FALSE,FALSE
234,Lesiumbiaqu,lesiumbiaqu,31,Duchy of Witfordburia,0,,19,1,4712,214.39,1411.98,FALSE,FALSE,10.975,River,city,TRUE,FALSE,FALSE
235,Ayatzarezlan,ayatzarezlan,23,Xilhuan Altepetl,36,Corathionia Earldom,16,1,1995,1380.01,534.26,FALSE,FALSE,7.776,River,town,FALSE,FALSE,FALSE
236,Conale,conale,31,Duchy of Witfordburia,0,,19,1,4711,189.26,1393.91,FALSE,FALSE,1.765,River,village,FALSE,FALSE,FALSE
237,Saium,saium,22,Sultanate of Kanchasuyu,10,Saium County,19,1,1279,103.9,387.7,FALSE,FALSE,7.166,Lake,town,FALSE,FALSE,FALSE
238,Roranmarka,roranmarka,28,Emirate of Riagan,82,Dorinsia County,20,1,374,433.16,141.8,FALSE,FALSE,14.004,Generic,city,TRUE,FALSE,FALSE
239,Medionori,medionori,22,Sultanate of Kanchasuyu,20,Binovium County,21,1,1497,475.52,438.28,FALSE,FALSE,2.793,Generic,town,FALSE,FALSE,FALSE
240,Fontanodutta,fontanodutta,27,Marches of Petrello,66,Sezania Captaincy,23,1,3726,1355.03,1159.32,FALSE,FALSE,1.004,Generic,village,FALSE,FALSE,FALSE
241,Movioniala,movioniala,31,Duchy of Witfordburia,0,,25,1,5073,285,1484.43,FALSE,FALSE,0.918,Generic,village,FALSE,FALSE,FALSE
242,Rinatalete,rinatalete,25,Latocail Naharcan,62,Florum Earldom,21,1,3136,689.62,959.52,FALSE,FALSE,0.556,Generic,village,FALSE,FALSE,FALSE
243,Norumbiale,norumbiale,31,Duchy of Witfordburia,0,,21,1,4058,124.43,1256.91,FALSE,TRUE,10.765,Naval,city,FALSE,FALSE,FALSE
244,Loulati,loulati,36,Duchy of Eleral,0,,19,1,4078,457.61,1255.2,FALSE,TRUE,1.752,Naval,village,FALSE,FALSE,FALSE
245,Castrum,castrum,31,Duchy of Witfordburia,101,Gerara County,21,1,3593,75.5,1155.1,FALSE,FALSE,4.302,Hunting,town,FALSE,FALSE,FALSE
246,Petlan,petlan,29,Beylik of Lugrancanta,30,Glen County,22,1,2597,1019.08,721.25,FALSE,FALSE,2.923,Highland,town,FALSE,FALSE,FALSE
247,Marazlakiumma,marazlakiumma,27,Marches of Petrello,121,Sarbakorlalia Territory,17,1,3741,1671.51,1165.24,FALSE,FALSE,0.996,Generic,village,FALSE,FALSE,FALSE
248,Markaku,markaku,22,Sultanate of Kanchasuyu,14,Sumior Landgrave,19,1,1785,361.48,495.84,FALSE,FALSE,4.945,Generic,town,TRUE,FALSE,FALSE
249,Fontali,fontali,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,4028,1560.28,1236.92,FALSE,FALSE,0.971,Generic,village,FALSE,FALSE,FALSE
250,Madaspan,madaspan,23,Xilhuan Altepetl,39,Madaspan County,22,1,2911,1309.45,864.05,FALSE,FALSE,7.384,Generic,town,FALSE,FALSE,FALSE
251,Cannsa,cannsa,30,Herviorum City-state,97,Vinium District,21,1,3352,629.34,1052.92,FALSE,TRUE,6.439,Naval,town,FALSE,TRUE,FALSE
252,Ciarpunconan,ciarpunconan,28,Emirate of Riagan,90,Nialaqtia County,20,1,527,517.21,179.69,FALSE,FALSE,2.13,Generic,town,FALSE,FALSE,FALSE
253,Breharcan,breharcan,25,Latocail Naharcan,60,Breharcan County,22,1,3492,1099.82,1104.19,FALSE,FALSE,6.017,River,town,FALSE,FALSE,FALSE
254,Dubridulum,dubridulum,36,Duchy of Eleral,0,,19,1,4196,475.7,1274.9,FALSE,FALSE,9.782,Generic,city,FALSE,FALSE,FALSE
255,Rorianonio,rorianonio,28,Emirate of Riagan,83,Bevanconania County,20,1,861,710.16,274.94,FALSE,FALSE,11.654,River,city,TRUE,FALSE,FALSE
256,Morium,morium,22,Sultanate of Kanchasuyu,6,Borcunumia County,21,1,1388,384.97,405.96,FALSE,FALSE,10.33,Generic,city,FALSE,FALSE,FALSE
257,Venzarino,venzarino,27,Marches of Petrello,69,Fivania Captaincy,23,1,3652,1529.62,1146.43,FALSE,FALSE,1.163,Generic,village,FALSE,FALSE,FALSE
258,Morinove,morinove,23,Xilhuan Altepetl,52,Iztaco Earldom,0,1,2857,1265.4,837.02,FALSE,FALSE,6.588,Generic,town,FALSE,TRUE,FALSE
259,Borsavarso,borsavarso,31,Duchy of Witfordburia,0,,21,1,4056,110.4,1243.53,FALSE,FALSE,10.737,Generic,city,TRUE,FALSE,FALSE
260,Borduva,borduva,33,Duchy of Temalimco,0,,25,1,4804,515.82,1425.76,FALSE,FALSE,7.131,Generic,town,FALSE,FALSE,FALSE
261,Bretarpan,bretarpan,25,Latocail Naharcan,57,Bretarpan County,22,1,2764,1093.75,793.98,FALSE,FALSE,5.141,Highland,town,FALSE,FALSE,FALSE
262,Pearyan,pearyan,25,Latocail Naharcan,57,Bretarpan County,22,1,2719,1113.45,777.23,FALSE,FALSE,4.671,Generic,town,FALSE,FALSE,FALSE
263,Lorka,lorka,28,Emirate of Riagan,82,Dorinsia County,20,1,373,403.82,132.23,FALSE,FALSE,3.132,Generic,town,FALSE,TRUE,FALSE
264,Ischianiaio,ischianiaio,27,Marches of Petrello,77,Ponteleo Earldom,23,1,3649,1466.5,1147.9,FALSE,FALSE,1.055,Lake,village,FALSE,FALSE,FALSE
265,Bellata,bellata,34,Duchy of Petlancia,0,,23,1,4533,1394.38,1335.54,FALSE,FALSE,2.487,Generic,town,FALSE,FALSE,FALSE
266,Cantinona,cantinona,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,4027,1546.05,1228.95,FALSE,FALSE,2.095,Generic,town,FALSE,FALSE,FALSE
267,Cobunsium,cobunsium,33,Duchy of Temalimco,0,,25,1,4973,374.13,1460.93,FALSE,FALSE,0.894,Generic,village,FALSE,FALSE,FALSE
268,Gebonia,gebonia,33,Duchy of Temalimco,0,,25,1,5078,408.09,1494.46,FALSE,FALSE,10.17,Generic,city,TRUE,FALSE,FALSE
269,Acan,acan,25,Latocail Naharcan,117,Balactlania Land,22,1,2765,1128.26,791.74,FALSE,FALSE,0.954,Highland,village,TRUE,FALSE,FALSE
270,Durimie,durimie,28,Emirate of Riagan,0,,20,1,949,793.53,297.76,FALSE,FALSE,2.879,Generic,town,FALSE,FALSE,FALSE
271,Nernorivis,nernorivis,28,Emirate of Riagan,84,Kievan County,20,1,136,613.39,61.17,FALSE,FALSE,1.891,Generic,village,FALSE,FALSE,FALSE
272,Flapurum,flapurum,31,Duchy of Witfordburia,0,,19,1,4963,161.42,1469.47,FALSE,FALSE,4.059,Generic,town,FALSE,FALSE,FALSE
273,Vegium,vegium,29,Beylik of Lugrancanta,93,Florum County,21,1,1124,726.18,338.03,FALSE,TRUE,1.174,Naval,village,FALSE,TRUE,FALSE
274,Balacan,balacan,27,Marches of Petrello,70,Spervalom Earldom,22,1,3070,1269.43,918.14,FALSE,FALSE,0.504,Generic,fort,FALSE,TRUE,FALSE
275,Cesontiana,cesontiana,25,Latocail Naharcan,59,Cesontiana County,21,1,3189,703.83,991.82,FALSE,FALSE,6.164,Generic,town,FALSE,FALSE,FALSE
276,Fiucino,fiucino,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,4035,1658.45,1250.1,FALSE,TRUE,2.491,Naval,town,FALSE,FALSE,FALSE
277,Loriorum,loriorum,23,Xilhuan Altepetl,48,Hueca County,0,1,2061,1300.14,556.34,FALSE,FALSE,7.932,River,town,TRUE,FALSE,FALSE
278,Veliala,veliala,34,Duchy of Petlancia,0,,26,1,5325,1467.78,1531.9,FALSE,FALSE,4.756,Generic,town,FALSE,FALSE,FALSE
279,Concuroma,concuroma,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,19,1,753,220.26,258.69,FALSE,FALSE,2,Lake,village,FALSE,FALSE,FALSE
280,Rebumesosc,rebumesosc,23,Xilhuan Altepetl,52,Iztaco Earldom,0,1,3015,1236.82,899.24,FALSE,FALSE,6.709,Generic,town,FALSE,TRUE,FALSE
281,Sukukuyu,sukukuyu,22,Sultanate of Kanchasuyu,14,Sumior Landgrave,19,1,1687,364.7,462.8,FALSE,FALSE,1.034,Lake,village,FALSE,TRUE,FALSE
282,Sorinmarcan,sorinmarcan,22,Sultanate of Kanchasuyu,4,Ornanlpansu County,20,1,1192,383.47,352.26,FALSE,TRUE,3.467,Naval,town,TRUE,FALSE,FALSE
283,Bagantlan,bagantlan,25,Latocail Naharcan,55,Caidistlan County,22,1,3366,949.79,1060.2,FALSE,FALSE,2.36,River,town,FALSE,FALSE,FALSE
284,Subialulia,subialulia,27,Marches of Petrello,68,Tonazahualco County,23,1,3325,1354.96,1039.2,FALSE,FALSE,1.814,River,village,FALSE,FALSE,FALSE
285,Iuteliania,iuteliania,31,Duchy of Witfordburia,98,Sirnorum County,21,1,3599,119.56,1138.07,FALSE,FALSE,8.619,Generic,town,FALSE,FALSE,FALSE
286,Conimbrita,conimbrita,31,Duchy of Witfordburia,0,,19,1,3955,207.59,1218.64,FALSE,FALSE,0.976,Generic,village,FALSE,FALSE,FALSE
287,Lencum,lencum,33,Duchy of Temalimco,0,,19,1,4494,563.41,1342.88,FALSE,FALSE,13.343,Generic,city,FALSE,FALSE,FALSE
288,Ciarcanmar,ciarcanmar,28,Emirate of Riagan,85,Melaqta County,20,1,850,547.4,271.7,FALSE,FALSE,2.829,Lake,town,FALSE,FALSE,FALSE
289,Murbelocono,murbelocono,31,Duchy of Witfordburia,0,,19,1,4301,353.11,1286.62,FALSE,FALSE,3.051,Generic,town,TRUE,FALSE,FALSE
290,Inpan,inpan,25,Latocail Naharcan,61,Necarastlan Earldom,22,1,2601,1094.76,728.11,FALSE,FALSE,0.689,Hunting,trading_post,FALSE,FALSE,FALSE
291,Rerupivisca,rerupivisca,28,Emirate of Riagan,84,Kievan County,20,1,139,694.78,61.55,FALSE,FALSE,2.131,River,town,FALSE,FALSE,FALSE
292,Alalentium,alalentium,23,Xilhuan Altepetl,52,Iztaco Earldom,0,1,2909,1274.81,864.56,FALSE,FALSE,1.183,Generic,village,FALSE,FALSE,FALSE
293,Vemevesarau,vemevesarau,36,Duchy of Eleral,0,,19,1,4075,419.03,1247.47,FALSE,FALSE,2.98,Generic,town,TRUE,TRUE,FALSE
294,Xemapan,xemapan,23,Xilhuan Altepetl,42,Auiatlan County,16,1,890,1335.75,279.49,FALSE,FALSE,2.351,Generic,town,FALSE,FALSE,FALSE
295,Asuwa,asuwa,22,Sultanate of Kanchasuyu,11,Qocha County,19,1,1483,319.59,427.29,FALSE,FALSE,7.423,Lake,town,TRUE,FALSE,FALSE
296,Surinum,surinum,31,Duchy of Witfordburia,0,,25,1,5269,249.12,1529.33,FALSE,FALSE,5.364,Generic,town,FALSE,FALSE,FALSE
297,Vilbium,vilbium,28,Emirate of Riagan,84,Kievan County,20,1,198,632.4,72.04,FALSE,FALSE,11.057,Generic,city,FALSE,FALSE,FALSE
298,Poviacoma,poviacoma,33,Duchy of Temalimco,0,,25,1,4880,351.79,1443.77,FALSE,FALSE,1.127,Generic,village,FALSE,FALSE,FALSE
299,Srathpan,srathpan,23,Xilhuan Altepetl,37,Maia County,22,1,2258,1051.21,622.38,FALSE,FALSE,7.79,River,town,FALSE,FALSE,FALSE
300,Contene,contene,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,3929,1654.48,1208.42,FALSE,FALSE,6.055,Highland,town,FALSE,FALSE,FALSE
301,Duraputorum,duraputorum,34,Duchy of Petlancia,0,,17,1,4126,1389.45,1242.11,FALSE,FALSE,2.485,Highland,town,FALSE,FALSE,FALSE
302,Cogontanis,cogontanis,36,Duchy of Eleral,0,,26,1,4501,714.87,1337.22,FALSE,FALSE,1.248,River,village,FALSE,FALSE,FALSE
303,Cecquaroli,cecquaroli,27,Marches of Petrello,74,Seglia County,23,1,3217,1308.42,979.16,FALSE,FALSE,8.939,Generic,town,FALSE,FALSE,FALSE
304,Arasco,arasco,23,Xilhuan Altepetl,43,Preme Earldom,22,1,2721,1153.04,766.59,FALSE,FALSE,1.218,Generic,village,FALSE,FALSE,FALSE
305,Celpan,celpan,28,Emirate of Riagan,85,Melaqta County,20,1,856,583.1,282.8,FALSE,FALSE,0.996,Lake,village,FALSE,FALSE,FALSE
306,Tarsaquenta,tarsaquenta,31,Duchy of Witfordburia,100,Cuapantema County,0,1,3944,28.64,1223.7,FALSE,FALSE,1.392,River,village,TRUE,FALSE,FALSE
307,Sirmium,sirmium,31,Duchy of Witfordburia,0,,19,1,4716,301.35,1405.09,FALSE,FALSE,5.97,Generic,town,FALSE,FALSE,FALSE
308,Eusontia,eusontia,31,Duchy of Witfordburia,0,,25,1,5166,193.66,1519.09,FALSE,FALSE,2.095,Generic,town,FALSE,FALSE,FALSE
309,Astella,astella,34,Duchy of Petlancia,0,,26,1,5029,1528.4,1468,FALSE,FALSE,10.85,Generic,city,TRUE,FALSE,FALSE
310,Pecalaryan,pecalaryan,25,Latocail Naharcan,58,Sarahacan Earldom,22,1,2838,858.17,833.53,FALSE,FALSE,3.277,River,town,FALSE,FALSE,FALSE
311,Llaq,llaq,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County,19,1,992,89.33,324.14,FALSE,TRUE,5.954,Naval,town,FALSE,FALSE,FALSE
312,Marnum,marnum,23,Xilhuan Altepetl,34,Ariateranno Earldom,0,1,2461,1327.98,675.6,FALSE,FALSE,1.763,Hunting,village,FALSE,FALSE,FALSE
313,Pachasuminasi,pachasuminasi,22,Sultanate of Kanchasuyu,23,Apaor County,19,1,1677,280.99,469.83,FALSE,TRUE,4.928,Naval,town,TRUE,FALSE,FALSE
314,Adfletoma,adfletoma,31,Duchy of Witfordburia,0,,19,1,3863,343.54,1210.17,FALSE,TRUE,3.158,Naval,town,TRUE,FALSE,FALSE
315,Polbaraugus,polbaraugus,23,Xilhuan Altepetl,46,Confleba County,0,1,2197,1240.61,589.02,FALSE,FALSE,1.455,Generic,village,FALSE,FALSE,FALSE
316,Airdtlan,airdtlan,23,Xilhuan Altepetl,46,Confleba County,22,1,2528,1167.92,706.03,FALSE,FALSE,3.58,Generic,town,FALSE,FALSE,FALSE
317,Porium,porium,23,Xilhuan Altepetl,43,Preme Earldom,0,1,2668,1180.39,756.25,FALSE,FALSE,3.786,Generic,town,FALSE,FALSE,FALSE
318,Agripisip,agripisip,36,Duchy of Eleral,0,,19,1,4305,453.47,1288.44,FALSE,FALSE,5.936,Generic,town,TRUE,FALSE,FALSE
319,Ullana,ullana,31,Duchy of Witfordburia,0,,19,1,4573,446.81,1349.51,FALSE,FALSE,6.884,Generic,town,FALSE,FALSE,FALSE
320,Mentelo,mentelo,34,Duchy of Petlancia,0,,23,1,4444,1448.08,1320.47,FALSE,FALSE,6.068,Generic,town,FALSE,FALSE,FALSE
321,Colforvano,colforvano,34,Duchy of Petlancia,0,,23,1,4453,1566.4,1318.7,FALSE,FALSE,2.941,Generic,town,FALSE,FALSE,FALSE
322,Victrum,victrum,28,Emirate of Riagan,138,Victrum County,0,1,950,812.34,301.39,FALSE,FALSE,1.072,Generic,village,FALSE,FALSE,FALSE
323,Drumegium,drumegium,22,Sultanate of Kanchasuyu,20,Binovium County,21,1,1503,523.4,440.8,FALSE,FALSE,1.294,Hunting,village,FALSE,FALSE,FALSE
324,Sacicum,sacicum,33,Duchy of Temalimco,0,,25,1,4990,749.13,1474.52,FALSE,FALSE,8.443,Generic,town,FALSE,FALSE,FALSE
325,Plalarialen,plalarialen,33,Duchy of Temalimco,0,,25,1,5094,746.22,1491,FALSE,FALSE,1.086,Generic,village,FALSE,FALSE,FALSE
326,Borigencum,borigencum,29,Beylik of Lugrancanta,126,Tralinia Territory,21,1,1410,806.08,394.6,FALSE,FALSE,1.659,Hunting,village,TRUE,FALSE,FALSE
