id,group,feature_id,point_count,points
196,trails,1,4,"1252.97,466.21 | 1267.11,470.46 | 1288.22,486.66 | 1320.15,492.14"
197,trails,1,2,"357.28,501.26 | 361.48,495.84"
198,trails,1,2,"1399.23,1192.83 | 1398.01,1204.15"
199,trails,1,5,"1472.49,1067.22 | 1461.93,1069.46 | 1445.75,1078.19 | 1432.69,1083.52 | 1426.27,1092.84"
200,trails,1,4,"638.10,1485.17 | 649.38,1501.59 | 653.75,1506.46 | 655.90,1526.32"
201,trails,1,3,"593.26,313.60 | 580.74,319.46 | 562.59,339.53"
202,trails,1,2,"216.28,604.71 | 219.20,624.60"
203,trails,1,2,"490.64,389.28 | 504.50,380.50"
204,trails,1,4,"749.17,1514.36 | 755.42,1525.03 | 766.16,1532.36 | 758.39,1551.06"
205,trails,1,2,"746.22,1491.00 | 749.17,1514.36"
206,trails,1,3,"708.09,1524.27 | 701.18,1505.26 | 702.64,1487.80"
207,trails,1,2,"316.10,1258.71 | 322.02,1221.05"
208,trails,1,2,"446.81,1349.51 | 423.28,1351.21"
209,trails,1,3,"379.91,439.83 | 408.02,432.50 | 394.02,404.14"
210,trails,1,2,"1387.53,1209.36 | 1389.45,1242.11"
211,trails,1,3,"1251.54,368.07 | 1241.08,384.61 | 1242.42,399.76"
212,trails,1,3,"1495.20,1043.69 | 1484.03,1060.12 | 1472.49,1067.22"
213,trails,1,3,"1433.80,1136.20 | 1428.36,1150.95 | 1430.42,1164.80"
214,trails,1,9,"393.64,448.59 | 379.91,439.83 | 375.98,427.28 | 366.39,417.61 | 348.20,417.60 | 329.93,417.63 | 319.59,427.29 | 324.42,396.44 | 317.45,374.99"
215,trails,1,5,"624.35,270.14 | 644.39,270.32 | 662.46,269.96 | 677.08,263.40 | 710.16,274.94"
216,trails,1,3,"1236.36,366.38 | 1251.54,368.07 | 1263.50,368.30"
217,trails,1,3,"1395.98,1276.10 | 1386.61,1260.95 | 1389.45,1242.11"
218,trails,1,5,"755.42,1525.03 | 731.17,1534.38 | 708.09,1524.27 | 682.81,1523.06 | 655.90,1526.32"
219,trails,1,8,"766.16,1532.36 | 788.98,1539.28 | 805.73,1552.39 | 830.87,1555.62 | 836.75,1537.12 | 842.06,1515.83 | 856.30,1501.73 | 871.41,1480.57"
220,trails,1,2,"574.86,295.81 | 583.10,282.80"
221,trails,1,2,"292.10,1246.12 | 299.61,1268.91"
222,trails,1,3,"403.18,379.82 | 394.02,404.14 | 384.97,405.96"
223,trails,1,3,"425.50,389.10 | 403.18,379.82 | 401.96,357.60"
224,trails,1,2,"1250.25,344.75 | 1251.54,368.07"
225,trails,1,2,"316.10,1258.71 | 299.61,1268.91"
226,trails,1,6,"1122.17,264.91 | 1134.90,281.04 | 1136.27,302.15 | 1142.83,315.64 | 1157.06,324.50 | 1160.85,330.76"
227,trails,1,2,"1490.01,1133.87 | 1466.50,1147.90"
228,trails,1,3,"1059.63,1532.32 | 1050.41,1541.81 | 1039.85,1545.35"
229,trails,1,2,"1069.64,1529.11 | 1059.63,1532.32"
230,trails,1,9,"1082.12,242.86 | 1101.77,259.49 | 1103.38,270.81 | 1122.17,264.91 | 1145.81,252.13 | 1164.90,246.19 | 1177.23,245.69 | 1200.31,249.86 | 1224.20,265.16"
231,trails,1,2,"366.39,417.61 | 384.97,405.96"
232,trails,1,3,"995.81,1562.36 | 983.09,1542.95 | 961.63,1533.01"
233,trails,1,5,"1465.30,1195.20 | 1473.17,1190.41 | 1479.42,1179.93 | 1488.86,1185.48 | 1495.16,1197.21"
234,trails,1,6,"567.40,287.80 | 565.20,266.10 | 568.49,254.55 | 580.60,252.20 | 592.74,249.84 | 624.35,270.14"
235,trails,1,4,"341.83,1300.66 | 309.86,1297.41 | 284.11,1282.67 | 299.61,1268.91"
236,trails,1,2,"547.40,271.70 | 565.20,266.10"
237,trails,1,6,"714.91,249.99 | 707.84,230.09 | 698.42,201.87 | 709.42,176.64 | 730.86,159.40 | 742.01,160.25"
238,trails,1,2,"1494.36,1117.50 | 1490.01,1133.87"
239,trails,1,5,"1494.36,1117.50 | 1515.70,1090.92 | 1524.33,1103.79 | 1535.18,1113.93 | 1550.12,1113.30"
240,trails,1,4,"1494.36,1117.50 | 1480.51,1105.13 | 1470.63,1093.39 | 1472.49,1067.22"
241,trails,1,2,"1495.00,1034.56 | 1495.20,1043.69"
242,trails,1,9,"1437.09,944.88 | 1435.90,961.70 | 1442.55,971.37 | 1453.30,977.60 | 1459.50,985.87 | 1461.10,996.20 | 1458.10,1008.57 | 1467.20,1023.70 | 1495.00,1034.56"
243,trails,1,2,"359.93,381.09 | 384.97,405.96"
244,trails,1,2,"337.76,471.88 | 332.38,483.21"
245,trails,1,2,"292.10,1246.12 | 265.10,1249.75"
246,trails,1,7,"1069.64,1529.11 | 1084.86,1549.10 | 1098.70,1553.81 | 1121.63,1550.18 | 1138.42,1555.16 | 1162.34,1551.03 | 1176.90,1547.74"
247,trails,1,3,"995.81,1562.36 | 1001.88,1562.00 | 1039.85,1545.35"
248,trails,1,2,"502.62,276.76 | 503.38,295.82"
249,trails,1,3,"1317.46,414.43 | 1324.07,404.71 | 1339.77,393.07"
250,trails,1,6,"1318.70,371.16 | 1306.80,356.41 | 1295.84,367.94 | 1285.14,373.95 | 1270.61,371.88 | 1263.50,368.30"
251,trails,1,2,"1512.32,1139.22 | 1490.01,1133.87"
252,trails,1,2,"432.47,329.05 | 436.78,335.77"
253,trails,1,10,"466.34,1458.55 | 465.78,1485.33 | 442.43,1497.72 | 433.50,1466.94 | 418.28,1455.93 | 400.94,1453.90 | 379.61,1440.78 | 358.52,1424.77 | 368.65,1414.25 | 372.71,1399.14"
254,trails,1,8,"551.39,1506.22 | 549.27,1522.65 | 534.71,1521.25 | 509.70,1528.61 | 491.53,1531.66 | 472.60,1525.57 | 453.01,1534.58 | 444.99,1553.47"
255,trails,1,2,"1469.57,1164.46 | 1479.42,1179.93"
256,trails,1,4,"249.57,1205.33 | 241.18,1236.37 | 251.20,1245.98 | 265.10,1249.75"
257,trails,1,3,"1504.66,1160.50 | 1491.76,1158.66 | 1469.57,1164.46"
258,trails,1,3,"545.37,297.93 | 543.31,286.04 | 547.40,271.70"
259,trails,1,2,"280.99,469.83 | 269.74,488.84"
260,trails,1,6,"432.47,329.05 | 421.34,324.51 | 405.72,320.92 | 390.50,320.30 | 377.13,315.44 | 367.32,302.23"
261,trails,1,6,"287.15,448.41 | 277.63,431.58 | 271.10,441.80 | 267.09,452.53 | 271.02,462.64 | 280.99,469.83"
262,trails,1,4,"287.15,448.41 | 300.57,429.31 | 313.36,437.84 | 319.59,427.29"
263,trails,1,3,"433.50,1466.94 | 441.40,1464.39 | 466.34,1458.55"
264,trails,1,2,"1512.32,1139.22 | 1504.66,1160.50"
265,trails,1,3,"1258.20,302.78 | 1258.85,307.50 | 1250.25,344.75"
266,trails,1,6,"1306.80,356.41 | 1314.02,343.51 | 1341.63,308.58 | 1334.68,296.81 | 1335.75,279.49 | 1309.31,298.69"
267,trails,1,2,"502.62,276.76 | 491.88,269.64"
268,trails,1,2,"247.53,501.34 | 269.74,488.84"
269,trails,1,4,"286.69,1323.72 | 296.25,1345.33 | 284.49,1354.42 | 266.65,1359.19"
270,trails,1,17,"1515.70,1090.92 | 1522.09,1082.41 | 1532.85,1078.33 | 1554.98,1062.42 | 1564.64,1064.22 | 1579.80,1085.70 | 1590.57,1094.18 | 1601.42,1096.33 | 1618.95,1101.67 | 1630.50,1096.00 | 1635.94,1108.42 | 1641.46,1118.20 | 1652.76,1122.50 | 1653.49,1141.51 | 1671.51,1165.24 | 1660.41,1184.98 | 1654.48,1208.42"
271,trails,1,2,"359.93,381.09 | 370.20,362.40"
272,trails,1,2,"311.33,1329.15 | 296.25,1345.33"
273,trails,1,3,"1258.20,302.78 | 1245.10,280.38 | 1224.20,265.16"
274,trails,1,6,"1395.98,1276.10 | 1402.54,1299.26 | 1407.26,1322.62 | 1394.38,1335.54 | 1379.83,1333.09 | 1350.49,1335.20"
275,trails,1,6,"1082.12,242.86 | 1055.61,232.35 | 1030.99,220.66 | 1014.91,213.29 | 1003.12,198.40 | 993.89,175.88"
276,trails,1,3,"573.29,201.04 | 593.11,225.05 | 592.74,249.84"
277,trails,1,2,"1529.62,1146.43 | 1535.18,1113.93"
278,trails,1,2,"1512.32,1139.22 | 1529.62,1146.43"
279,trails,1,2,"1407.26,1322.62 | 1425.72,1343.76"
280,trails,1,11,"442.43,1497.72 | 427.45,1504.61 | 419.43,1528.39 | 398.20,1514.63 | 408.09,1494.46 | 375.21,1480.00 | 358.36,1472.40 | 350.01,1484.56 | 334.59,1493.34 | 313.07,1490.00 | 301.75,1474.65"
281,trails,1,3,"1520.70,1213.40 | 1526.08,1193.69 | 1495.16,1197.21"
282,trails,1,2,"250.06,463.52 | 280.99,469.83"
283,trails,1,3,"205.84,1241.96 | 206.70,1230.30 | 207.59,1218.64"
284,trails,1,4,"442.43,1497.72 | 451.86,1512.52 | 453.01,1534.58 | 419.43,1528.39"
285,trails,1,3,"1459.09,1321.70 | 1448.08,1320.47 | 1425.72,1343.76"
286,trails,1,7,"300.57,429.31 | 274.06,404.22 | 272.53,377.34 | 267.62,350.04 | 262.57,332.40 | 279.26,317.77 | 296.70,308.37"
287,trails,1,2,"250.06,463.52 | 249.52,453.30"
288,trails,1,2,"240.63,481.67 | 250.06,463.52"
289,trails,1,2,"374.13,1460.93 | 379.61,1440.78"
290,trails,1,3,"1318.70,371.16 | 1330.32,378.37 | 1339.77,393.07"
291,trails,1,6,"1146.95,168.59 | 1136.43,179.88 | 1131.21,198.65 | 1122.91,210.92 | 1127.80,228.63 | 1145.81,252.13"
292,trails,1,2,"301.35,1405.09 | 334.43,1393.86"
293,trails,1,2,"351.79,1443.77 | 358.52,1424.77"
294,trails,1,3,"408.09,1494.46 | 419.52,1485.63 | 433.50,1466.94"
295,trails,1,3,"1466.21,1295.96 | 1459.09,1321.70 | 1460.91,1330.44"
296,trails,1,2,"247.53,501.34 | 240.63,481.67"
297,trails,1,3,"198.68,617.20 | 156.60,612.90 | 136.11,612.88"
298,trails,1,2,"215.80,493.60 | 224.05,485.52"
299,trails,1,2,"273.35,1323.76 | 247.43,1311.60"
300,trails,1,2,"351.79,1443.77 | 336.95,1429.89"
301,trails,1,2,"375.21,1480.00 | 374.13,1460.93"
302,trails,1,3,"1471.36,1273.34 | 1466.21,1295.96 | 1492.99,1294.28"
303,trails,1,4,"573.29,201.04 | 551.56,197.02 | 559.29,181.65 | 560.68,155.37"
304,trails,1,2,"276.84,1378.64 | 266.65,1359.19"
305,trails,1,2,"290.72,382.68 | 317.45,374.99"
306,trails,1,2,"208.63,502.68 | 215.80,493.60"
307,trails,1,2,"327.70,1437.04 | 336.95,1429.89"
308,trails,1,5,"165.06,568.69 | 165.89,583.20 | 174.90,595.10 | 192.30,590.96 | 201.42,595.32"
309,trails,1,2,"1285.71,279.85 | 1309.31,298.69"
310,trails,1,4,"1285.71,279.85 | 1273.62,254.17 | 1258.70,233.56 | 1240.10,214.04"
311,trails,1,4,"1258.20,302.78 | 1272.02,292.29 | 1280.37,287.77 | 1285.71,279.85"
312,trails,1,3,"301.35,1405.09 | 292.28,1388.08 | 276.84,1378.64"
313,trails,1,2,"254.85,1360.48 | 266.65,1359.19"
314,trails,1,2,"254.85,1360.48 | 251.82,1344.24"
315,trails,1,2,"427.45,1504.61 | 419.52,1485.63"
316,trails,1,3,"249.57,1205.33 | 260.53,1204.49 | 271.93,1198.34"
317,trails,1,3,"241.18,1236.37 | 225.59,1234.62 | 205.84,1241.96"
318,trails,1,3,"1546.05,1228.95 | 1530.56,1222.18 | 1520.70,1213.40"
319,trails,1,2,"215.50,1326.74 | 215.89,1353.43"
320,trails,1,2,"230.38,1346.02 | 247.43,1311.60"
321,trails,1,3,"355.49,1505.65 | 360.24,1490.07 | 375.21,1480.00"
322,trails,1,2,"272.53,377.34 | 290.72,382.68"
323,trails,1,2,"344.40,310.50 | 332.88,316.01"
324,trails,1,5,"198.01,1295.68 | 203.30,1283.00 | 198.80,1266.88 | 202.30,1254.40 | 205.84,1241.96"
325,trails,1,5,"645.64,142.20 | 649.70,160.67 | 658.36,172.21 | 666.22,179.72 | 698.42,201.87"
326,trails,1,2,"1245.10,280.38 | 1273.62,254.17"
327,trails,1,2,"725.67,133.99 | 730.86,159.40"
328,trails,1,2,"124.70,636.42 | 136.11,612.88"
329,trails,1,2,"1501.60,1279.70 | 1492.99,1294.28"
330,trails,1,3,"143.86,1224.60 | 128.87,1253.52 | 124.43,1256.91"
331,trails,1,3,"215.50,1326.74 | 198.01,1295.68 | 192.76,1304.20"
332,trails,1,6,"132.23,590.07 | 151.50,581.40 | 165.06,568.69 | 175.80,557.90 | 171.10,538.20 | 158.02,519.45"
333,trails,1,3,"517.21,179.69 | 531.11,191.02 | 551.56,197.02"
334,trails,1,3,"119.17,607.12 | 121.94,609.79 | 136.11,612.88"
335,trails,1,8,"119.17,607.12 | 132.23,590.07 | 131.72,567.98 | 123.78,556.95 | 99.72,546.20 | 102.22,533.86 | 116.18,515.10 | 147.39,518.77"
336,trails,1,12,"208.63,502.68 | 197.01,496.02 | 181.48,495.38 | 168.40,494.10 | 155.40,492.83 | 154.79,476.64 | 145.56,459.54 | 136.57,451.16 | 128.09,414.82 | 112.10,415.80 | 103.90,387.70 | 119.18,380.74"
337,trails,1,5,"144.25,655.20 | 137.69,650.35 | 124.70,636.42 | 107.39,622.39 | 81.66,627.86"
338,trails,1,4,"122.20,1175.20 | 114.80,1166.80 | 113.79,1153.32 | 119.56,1138.07"
339,trails,1,3,"215.50,1326.74 | 186.60,1320.40 | 192.76,1304.20"
340,trails,1,2,"581.48,155.39 | 560.68,155.37"
341,trails,1,3,"573.29,201.04 | 571.72,191.50 | 581.48,155.39"
342,trails,1,2,"1546.05,1228.95 | 1560.28,1236.92"
343,trails,1,2,"119.17,607.12 | 107.39,622.39"
344,trails,1,3,"155.40,492.83 | 158.02,519.45 | 147.39,518.77"
345,trails,1,4,"645.64,142.20 | 626.08,142.02 | 589.08,133.90 | 581.48,155.39"
346,trails,1,3,"222.51,1383.68 | 214.68,1370.27 | 215.89,1353.43"
347,trails,1,2,"142.38,1174.54 | 122.20,1175.20"
348,trails,1,12,"1146.95,168.59 | 1149.49,142.03 | 1135.90,139.20 | 1123.51,134.94 | 1115.50,126.00 | 1110.73,119.52 | 1109.72,114.70 | 1115.80,104.10 | 1116.25,93.73 | 1111.00,83.60 | 1099.99,73.69 | 1096.27,54.96"
349,trails,1,4,"288.32,1448.91 | 301.75,1474.65 | 285.00,1484.43 | 269.15,1479.41"
350,trails,1,3,"327.70,1437.04 | 310.91,1447.63 | 288.32,1448.91"
351,trails,1,2,"355.49,1505.65 | 334.59,1493.34"
352,trails,1,3,"1584.31,1227.29 | 1572.30,1228.27 | 1560.28,1236.92"
353,trails,1,10,"1523.00,1290.60 | 1531.86,1297.53 | 1545.54,1299.30 | 1561.88,1289.49 | 1559.62,1307.15 | 1549.10,1318.30 | 1556.60,1318.30 | 1566.40,1318.70 | 1578.84,1308.37 | 1561.88,1289.49"
354,trails,1,2,"344.40,310.50 | 367.32,302.23"
355,trails,1,3,"324.47,330.95 | 326.06,321.78 | 332.88,316.01"
356,trails,1,5,"444.44,190.03 | 453.75,205.12 | 465.39,228.27 | 482.35,242.32 | 491.88,269.64"
357,trails,1,3,"109.10,1198.80 | 116.35,1187.31 | 122.20,1175.20"
358,trails,1,5,"114.80,1166.80 | 101.86,1170.97 | 89.40,1171.60 | 83.10,1156.40 | 75.50,1155.10"
359,trails,1,14,"1401.86,1490.05 | 1393.03,1472.11 | 1382.37,1471.82 | 1372.09,1480.83 | 1349.74,1482.72 | 1331.84,1482.64 | 1321.45,1489.69 | 1310.90,1507.48 | 1291.45,1524.33 | 1273.52,1527.78 | 1254.26,1530.78 | 1234.86,1527.69 | 1220.42,1510.46 | 1202.83,1491.59"
360,trails,1,5,"1220.42,1510.46 | 1212.87,1519.36 | 1207.40,1535.36 | 1196.35,1543.47 | 1176.90,1547.74"
361,trails,1,6,"324.47,330.95 | 296.70,308.37 | 294.61,285.10 | 297.45,276.55 | 286.32,252.47 | 274.57,234.43"
362,trails,1,3,"1526.58,1310.65 | 1542.00,1314.30 | 1549.10,1318.30"
363,trails,1,6,"725.67,133.99 | 726.33,115.28 | 713.02,88.94 | 716.96,77.61 | 722.35,71.48 | 746.75,56.87"
364,trails,1,2,"186.60,1320.40 | 171.69,1324.44"
365,trails,1,2,"101.88,1210.22 | 109.10,1198.80"
366,trails,1,5,"313.07,1490.00 | 314.11,1502.85 | 299.97,1514.60 | 269.26,1504.45 | 269.15,1479.41"
367,trails,1,2,"1529.33,1350.98 | 1534.07,1346.82"
368,trails,1,3,"356.86,1543.43 | 357.64,1538.22 | 355.49,1505.65"
369,trails,1,3,"534.78,131.85 | 551.72,148.08 | 560.68,155.37"
370,trails,1,3,"153.25,1341.47 | 164.30,1337.10 | 171.69,1324.44"
371,trails,1,3,"560.23,119.06 | 573.64,126.01 | 589.08,133.90"
372,trails,1,3,"214.39,1411.98 | 189.26,1393.91 | 222.51,1383.68"
373,trails,1,4,"534.78,131.85 | 560.23,119.06 | 552.17,98.95 | 539.19,92.20"
374,trails,1,4,"534.78,131.85 | 530.29,127.46 | 517.89,117.56 | 539.19,92.20"
375,trails,1,8,"45.74,723.51 | 41.34,713.33 | 28.30,704.03 | 31.63,686.17 | 23.22,661.42 | 42.86,653.11 | 59.21,636.33 | 81.66,627.86"
376,trails,1,3,"45.74,723.51 | 38.41,733.79 | 38.10,744.80"
377,trails,1,3,"80.81,735.27 | 63.70,735.40 | 45.74,723.51"
378,trails,1,2,"1583.25,1197.79 | 1584.31,1227.29"
379,trails,1,2,"189.26,1393.91 | 193.49,1368.80"
380,trails,1,2,"101.77,1257.98 | 110.40,1243.53"
381,trails,1,4,"71.50,1190.98 | 72.04,1180.70 | 78.82,1174.14 | 89.40,1171.60"
382,trails,1,17,"262.57,332.40 | 249.04,334.63 | 229.47,329.57 | 224.13,317.33 | 208.81,302.18 | 199.70,275.30 | 189.57,251.66 | 163.23,243.49 | 143.70,225.72 | 133.87,210.96 | 132.69,199.70 | 137.93,188.31 | 142.58,163.69 | 156.96,142.02 | 170.95,130.44 | 179.26,112.43 | 190.48,102.50"
383,trails,1,2,"299.97,1514.60 | 320.23,1537.31"
384,trails,1,2,"101.77,1257.98 | 83.59,1264.17"
385,trails,1,2,"101.77,1257.98 | 102.95,1265.21"
386,trails,1,4,"632.40,72.04 | 636.79,94.26 | 643.92,127.12 | 645.64,142.20"
387,trails,1,10,"213.10,1423.76 | 218.92,1433.34 | 220.10,1445.36 | 212.06,1449.83 | 203.16,1460.24 | 189.52,1475.36 | 161.42,1469.47 | 171.00,1445.71 | 157.88,1429.23 | 141.56,1420.79"
388,trails,1,2,"214.39,1411.98 | 213.10,1423.76"
389,trails,1,7,"99.72,546.20 | 76.51,560.84 | 61.64,551.28 | 37.35,575.55 | 27.01,591.33 | 55.17,605.97 | 81.66,627.86"
390,trails,1,5,"5.37,773.34 | 27.93,773.65 | 48.76,773.18 | 34.60,764.90 | 38.10,744.80"
391,trails,1,2,"170.82,1406.10 | 189.26,1393.91"
392,trails,1,2,"170.82,1406.10 | 170.02,1379.91"
393,trails,1,3,"228.54,1488.04 | 244.27,1487.32 | 269.15,1479.41"
394,trails,1,2,"120.45,1268.33 | 102.95,1265.21"
395,trails,1,4,"1395.84,238.66 | 1390.38,228.43 | 1379.06,220.73 | 1366.49,204.51"
396,trails,1,7,"1335.75,279.49 | 1346.95,279.08 | 1355.40,272.21 | 1365.92,264.25 | 1380.69,260.23 | 1388.33,252.37 | 1395.84,238.66"
397,trails,1,2,"713.02,88.94 | 694.78,61.55"
398,trails,1,2,"655.15,56.76 | 694.78,61.55"
399,trails,1,22,"1529.33,1350.98 | 1519.62,1362.85 | 1514.50,1374.90 | 1509.47,1386.90 | 1509.64,1395.80 | 1509.26,1401.40 | 1509.03,1408.09 | 1505.85,1413.68 | 1493.87,1418.83 | 1480.50,1420.70 | 1470.83,1426.95 | 1464.80,1437.50 | 1467.48,1450.01 | 1475.25,1460.25 | 1485.86,1462.00 | 1498.24,1457.65 | 1512.73,1463.81 | 1526.10,1462.70 | 1528.40,1468.00 | 1523.15,1490.00 | 1510.02,1505.33 | 1523.06,1509.79"
400,trails,1,7,"116.70,1322.90 | 99.12,1328.03 | 75.66,1344.19 | 50.74,1345.86 | 41.23,1327.92 | 31.39,1321.87 | 11.65,1318.37"
401,trails,1,4,"146.70,1375.90 | 154.40,1364.95 | 156.60,1353.50 | 153.25,1341.47"
402,trails,1,12,"1583.25,1197.79 | 1600.28,1208.79 | 1617.07,1214.47 | 1628.47,1214.31 | 1635.31,1212.32 | 1654.48,1208.42 | 1661.81,1227.86 | 1658.45,1250.10 | 1672.05,1256.93 | 1680.81,1258.99 | 1695.90,1258.40 | 1710.29,1258.58"
403,trails,1,6,"613.39,61.17 | 632.40,72.04 | 655.15,56.76 | 655.47,40.35 | 660.77,11.48 | 633.84,4.27"
404,trails,1,2,"23.22,661.42 | 14.65,662.66"
405,trails,1,4,"470.37,132.83 | 475.68,124.77 | 492.48,117.12 | 517.89,117.56"
406,trails,1,6,"71.50,1190.98 | 68.40,1211.60 | 50.99,1228.66 | 28.64,1223.70 | 23.38,1203.24 | 29.48,1173.04"
407,trails,1,7,"7.81,1116.60 | 12.35,1137.75 | 16.09,1160.47 | 29.48,1173.04 | 43.87,1184.43 | 58.41,1185.86 | 71.50,1190.98"
408,trails,1,5,"34.60,764.90 | 27.93,773.65 | 28.80,785.00 | 29.69,796.34 | 25.79,811.31"
409,trails,1,2,"219.96,1506.36 | 228.54,1488.04"
410,trails,1,3,"249.12,1529.33 | 256.30,1519.66 | 269.26,1504.45"
411,trails,1,2,"356.86,1543.43 | 320.23,1537.31"
412,trails,1,3,"433.16,141.80 | 442.49,132.86 | 470.37,132.83"
413,trails,1,4,"433.16,141.80 | 403.82,132.23 | 405.48,118.56 | 416.84,98.20"
414,trails,1,3,"444.44,190.03 | 438.68,158.84 | 433.16,141.80"
415,trails,1,3,"581.24,44.59 | 594.55,50.75 | 613.39,61.17"
416,trails,1,8,"1401.86,1490.05 | 1420.53,1495.17 | 1432.92,1502.73 | 1447.88,1505.78 | 1459.65,1514.71 | 1467.78,1531.90 | 1450.99,1547.06 | 1468.22,1548.66"
417,trails,1,4,"143.64,1405.95 | 141.56,1420.79 | 110.89,1428.24 | 91.48,1430.72"
418,trails,1,2,"170.82,1406.10 | 143.64,1405.95"
419,trails,1,2,"200.69,1490.29 | 189.52,1475.36"
420,trails,1,4,"737.70,8.90 | 741.19,24.79 | 747.58,39.17 | 746.75,56.87"
421,trails,1,2,"46.47,1272.63 | 83.59,1264.17"
422,trails,1,8,"1528.40,1468.00 | 1539.42,1461.58 | 1553.98,1465.84 | 1559.56,1468.31 | 1567.30,1490.37 | 1581.95,1474.89 | 1570.94,1474.17 | 1559.56,1468.31"
423,trails,1,2,"403.82,132.23 | 381.20,132.59"
424,trails,1,3,"200.69,1490.29 | 200.95,1501.14 | 193.66,1519.09"
425,trails,1,3,"249.12,1529.33 | 219.96,1506.36 | 200.95,1501.14"
426,trails,1,2,"23.41,553.02 | 37.35,575.55"
427,trails,1,4,"1493.68,1511.37 | 1478.76,1530.01 | 1467.78,1531.90 | 1468.22,1548.66"
428,trails,1,2,"1493.68,1511.37 | 1510.02,1505.33"
429,trails,1,2,"23.41,553.02 | 29.70,541.44"
430,trails,1,8,"452.65,16.87 | 467.27,18.27 | 483.04,28.20 | 498.26,41.59 | 519.75,46.87 | 524.92,54.75 | 553.47,72.82 | 539.19,92.20"
431,trails,1,7,"199.70,275.30 | 220.26,258.69 | 227.01,244.90 | 224.37,227.50 | 237.85,219.55 | 246.84,205.09 | 274.57,234.43"
432,trails,1,8,"553.47,72.82 | 571.11,63.68 | 581.24,44.59 | 582.51,28.16 | 576.38,9.86 | 590.31,4.63 | 621.27,6.83 | 633.84,4.27"
433,trails,1,2,"8.21,1228.25 | 28.64,1223.70"
434,trails,1,2,"23.41,553.02 | 10.36,548.87"
435,trails,1,4,"145.91,321.58 | 164.81,311.53 | 174.96,297.23 | 199.70,275.30"
436,trails,1,5,"46.47,1272.63 | 38.05,1270.28 | 28.62,1252.36 | 17.20,1242.77 | 8.21,1228.25"
437,trails,1,4,"102.02,336.89 | 105.40,348.80 | 115.53,362.99 | 119.18,380.74"
438,trails,1,3,"9.43,1295.75 | 26.46,1287.76 | 38.05,1270.28"
439,trails,1,2,"576.38,9.86 | 556.79,14.31"
440,trails,1,10,"1671.51,1165.24 | 1685.92,1189.33 | 1696.87,1190.46 | 1711.81,1184.43 | 1723.91,1183.12 | 1740.85,1193.77 | 1732.22,1203.15 | 1722.91,1214.70 | 1714.49,1230.52 | 1710.29,1258.58"
441,trails,1,3,"102.02,336.89 | 130.55,331.43 | 145.91,321.58"
442,trails,1,3,"1547.97,1522.32 | 1559.55,1508.86 | 1559.56,1468.31"
443,trails,1,11,"246.84,205.09 | 243.78,177.71 | 242.63,169.48 | 255.85,157.65 | 270.51,154.27 | 275.03,149.23 | 287.51,141.36 | 293.37,129.20 | 294.51,105.88 | 290.09,84.88 | 279.25,70.29"
444,trails,1,2,"1547.97,1522.32 | 1523.06,1509.79"
445,trails,1,6,"307.67,117.12 | 327.30,110.46 | 353.67,110.77 | 364.47,110.23 | 373.15,114.02 | 381.20,132.59"
446,trails,1,2,"9.43,1295.75 | 11.65,1318.37"
447,trails,1,3,"147.29,1519.91 | 164.78,1515.26 | 193.66,1519.09"
448,trails,1,3,"102.02,336.89 | 98.38,329.01 | 89.33,324.14"
449,trails,1,3,"147.29,1519.91 | 149.40,1535.30 | 166.72,1551.92"
450,trails,1,4,"519.75,46.87 | 520.94,33.16 | 531.65,24.49 | 556.79,14.31"
451,trails,1,2,"307.67,117.12 | 294.51,105.88"
452,trails,1,5,"1567.30,1490.37 | 1597.35,1501.32 | 1589.39,1524.05 | 1579.85,1519.67 | 1547.97,1522.32"
453,trails,1,2,"1610.30,1492.90 | 1597.35,1501.32"
454,trails,1,5,"30.36,1453.16 | 45.27,1442.64 | 57.58,1432.29 | 71.85,1428.80 | 91.48,1430.72"
455,trails,1,8,"339.17,39.25 | 347.17,45.56 | 350.32,56.06 | 368.27,69.87 | 383.55,73.07 | 396.85,78.71 | 404.72,88.18 | 416.84,98.20"
456,trails,1,18,"1610.30,1492.90 | 1623.55,1497.20 | 1636.10,1497.10 | 1648.62,1497.04 | 1659.70,1493.20 | 1670.79,1489.34 | 1678.33,1490.07 | 1688.80,1495.90 | 1703.79,1500.04 | 1720.35,1497.48 | 1735.96,1506.79 | 1747.73,1505.02 | 1763.40,1503.30 | 1779.10,1501.48 | 1792.90,1509.62 | 1789.40,1520.90 | 1790.13,1533.39 | 1799.34,1548.13"
457,trails,1,3,"107.50,1523.81 | 100.07,1511.81 | 77.47,1494.55"
458,trails,1,2,"110.51,1525.31 | 107.50,1523.81"
459,trails,1,2,"110.51,1525.31 | 103.85,1553.89"
460,trails,1,2,"147.29,1519.91 | 110.51,1525.31"
461,trails,1,7,"30.36,1453.16 | 39.19,1464.18 | 40.90,1473.77 | 42.74,1482.93 | 48.93,1490.20 | 54.05,1503.19 | 77.47,1494.55"
462,trails,1,5,"452.65,16.87 | 414.54,12.68 | 402.11,10.10 | 389.38,13.34 | 357.95,8.48"
463,trails,1,6,"396.85,78.71 | 422.95,69.93 | 431.09,58.98 | 434.01,43.08 | 447.73,29.19 | 452.65,16.87"
