cell_id,state_id,state_name,province_id,province_name
1150,23,Xilhuan Altepetl,42,Auiatlan County
1151,23,Xilhuan Altepetl,42,Auiatlan County
1152,23,Xilhuan Altepetl,42,Auiatlan County
1153,23,Xilhuan Altepetl,42,Auiatlan County
1154,23,Xilhuan Altepetl,42,Auiatlan County
1155,23,Xilhuan Altepetl,42,Auiatlan County
1156,23,Xilhuan Altepetl,42,Auiatlan County
1157,23,Xilhuan Altepetl,41,Wesvariontia County
1158,23,Xilhuan Altepetl,41,Wesvariontia County
1159,23,Xilhuan Altepetl,41,Wesvariontia County
1160,23,Xilhuan Altepetl,41,Wesvariontia County
1161,23,Xilhuan Altepetl,41,Wesvariontia County
1162,23,Xilhuan Altepetl,114,Velarionia Land
1163,23,Xilhuan Altepetl,41,Wesvariontia County
1164,0,Neutrals,0,
1165,0,Neutrals,0,
1166,0,Neutrals,0,
1167,0,Neutrals,0,
1168,0,Neutrals,0,
1169,0,Neutrals,0,
1170,0,Neutrals,0,
1171,0,Neutrals,0,
1172,0,Neutrals,0,
1173,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1174,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1175,22,Sultanate of Kanchasuyu,10,Saium County
1176,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1177,22,Sultanate of Kanchasuyu,10,Saium County
1178,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1179,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1180,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1181,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1182,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1183,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County
1184,22,Sultanate of Kanchasuyu,5,Markia Margrave
1185,22,Sultanate of Kanchasuyu,5,Markia Margrave
1186,22,Sultanate of Kanchasuyu,11,Qocha County
1187,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1188,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1189,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1190,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1191,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1192,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1193,22,Sultanate of Kanchasuyu,12,Beranlaqia County
1194,22,Sultanate of Kanchasuyu,12,Beranlaqia County
1195,0,Neutrals,0,
1196,28,Emirate of Riagan,81,Sonanmayu County
1197,22,Sultanate of Kanchasuyu,26,Sornumia County
1198,28,Emirate of Riagan,81,Sonanmayu County
1199,28,Emirate of Riagan,81,Sonanmayu County
1200,28,Emirate of Riagan,87,Brenpunia County
1201,28,Emirate of Riagan,87,Brenpunia County
1202,28,Emirate of Riagan,87,Brenpunia County
1203,28,Emirate of Riagan,87,Brenpunia County
1204,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1205,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1206,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1207,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1208,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1209,0,Neutrals,0,
1210,0,Neutrals,0,
1211,0,Neutrals,0,
1212,0,Neutrals,0,
1213,0,Neutrals,0,
1214,0,Neutrals,0,
1215,0,Neutrals,0,
1216,0,Neutrals,0,
1217,0,Neutrals,0,
1218,0,Neutrals,0,
1219,0,Neutrals,0,
1220,0,Neutrals,0,
1221,0,Neutrals,0,
1222,0,Neutrals,0,
1223,0,Neutrals,0,
1224,29,Beylik of Lugrancanta,126,Tralinia Territory
1225,29,Beylik of Lugrancanta,126,Tralinia Territory
1226,29,Beylik of Lugrancanta,126,Tralinia Territory
1227,26,Raamkoda,64,Kalijurik Istekoda
1228,26,Raamkoda,64,Kalijurik Istekoda
1229,26,Raamkoda,64,Kalijurik Istekoda
1230,26,Raamkoda,64,Kalijurik Istekoda
1231,23,Xilhuan Altepetl,38,Mosyan Earldom
1232,23,Xilhuan Altepetl,38,Mosyan Earldom
1233,23,Xilhuan Altepetl,0,
1234,23,Xilhuan Altepetl,0,
1235,23,Xilhuan Altepetl,0,
1236,23,Xilhuan Altepetl,0,
1237,23,Xilhuan Altepetl,0,
1238,23,Xilhuan Altepetl,0,
1239,23,Xilhuan Altepetl,47,Buratesa County
1240,26,Raamkoda,118,Vaskmurd Istekoda
1241,23,Xilhuan Altepetl,47,Buratesa County
1242,23,Xilhuan Altepetl,47,Buratesa County
1243,23,Xilhuan Altepetl,111,Cannarixus Territory
1244,23,Xilhuan Altepetl,111,Cannarixus Territory
1245,23,Xilhuan Altepetl,111,Cannarixus Territory
1246,23,Xilhuan Altepetl,42,Auiatlan County
1247,23,Xilhuan Altepetl,112,Xelaqocaqoria Territory
1248,23,Xilhuan Altepetl,42,Auiatlan County
1249,23,Xilhuan Altepetl,42,Auiatlan County
1250,23,Xilhuan Altepetl,42,Auiatlan County
1251,23,Xilhuan Altepetl,42,Auiatlan County
1252,23,Xilhuan Altepetl,41,Wesvariontia County
1253,23,Xilhuan Altepetl,41,Wesvariontia County
1254,23,Xilhuan Altepetl,41,Wesvariontia County
1255,23,Xilhuan Altepetl,41,Wesvariontia County
1256,23,Xilhuan Altepetl,41,Wesvariontia County
1257,23,Xilhuan Altepetl,41,Wesvariontia County
1258,23,Xilhuan Altepetl,41,Wesvariontia County
1259,23,Xilhuan Altepetl,41,Wesvariontia County
1260,23,Xilhuan Altepetl,41,Wesvariontia County
1261,23,Xilhuan Altepetl,114,Velarionia Land
1262,23,Xilhuan Altepetl,114,Velarionia Land
1263,0,Neutrals,0,
1264,0,Neutrals,0,
1265,0,Neutrals,0,
1266,0,Neutrals,0,
1267,0,Neutrals,0,
1268,0,Neutrals,0,
1269,0,Neutrals,0,
1270,0,Neutrals,0,
1271,0,Neutrals,0,
1272,0,Neutrals,0,
1273,22,Sultanate of Kanchasuyu,10,Saium County
1274,22,Sultanate of Kanchasuyu,10,Saium County
1275,22,Sultanate of Kanchasuyu,10,Saium County
1276,22,Sultanate of Kanchasuyu,10,Saium County
1277,22,Sultanate of Kanchasuyu,10,Saium County
1278,22,Sultanate of Kanchasuyu,2,Laqtia County
1279,22,Sultanate of Kanchasuyu,10,Saium County
1280,22,Sultanate of Kanchasuyu,2,Laqtia County
1281,22,Sultanate of Kanchasuyu,2,Laqtia County
1282,22,Sultanate of Kanchasuyu,2,Laqtia County
1283,22,Sultanate of Kanchasuyu,2,Laqtia County
1284,22,Sultanate of Kanchasuyu,5,Markia Margrave
1285,22,Sultanate of Kanchasuyu,5,Markia Margrave
1286,22,Sultanate of Kanchasuyu,5,Markia Margrave
1287,22,Sultanate of Kanchasuyu,11,Qocha County
1288,22,Sultanate of Kanchasuyu,11,Qocha County
1289,22,Sultanate of Kanchasuyu,11,Qocha County
1290,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1291,22,Sultanate of Kanchasuyu,4,Ornanlpansu County
1292,22,Sultanate of Kanchasuyu,12,Beranlaqia County
1293,22,Sultanate of Kanchasuyu,26,Sornumia County
1294,22,Sultanate of Kanchasuyu,26,Sornumia County
1295,0,Neutrals,0,
1296,0,Neutrals,0,
1297,0,Neutrals,0,
1298,0,Neutrals,0,
1299,0,Neutrals,0,
1300,0,Neutrals,0,
1301,28,Emirate of Riagan,87,Brenpunia County
1302,28,Emirate of Riagan,87,Brenpunia County
1303,28,Emirate of Riagan,87,Brenpunia County
1304,28,Emirate of Riagan,87,Brenpunia County
1305,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1306,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1307,0,Neutrals,0,
1308,0,Neutrals,0,
1309,0,Neutrals,0,
1310,0,Neutrals,0,
1311,0,Neutrals,0,
1312,0,Neutrals,0,
1313,0,Neutrals,0,
1314,0,Neutrals,0,
1315,0,Neutrals,0,
1316,0,Neutrals,0,
1317,0,Neutrals,0,
1318,29,Beylik of Lugrancanta,126,Tralinia Territory
1319,29,Beylik of Lugrancanta,126,Tralinia Territory
1320,29,Beylik of Lugrancanta,126,Tralinia Territory
1321,29,Beylik of Lugrancanta,126,Tralinia Territory
1322,29,Beylik of Lugrancanta,126,Tralinia Territory
1323,26,Raamkoda,64,Kalijurik Istekoda
1324,26,Raamkoda,64,Kalijurik Istekoda
1325,26,Raamkoda,64,Kalijurik Istekoda
1326,23,Xilhuan Altepetl,38,Mosyan Earldom
1327,23,Xilhuan Altepetl,38,Mosyan Earldom
1328,23,Xilhuan Altepetl,0,
1329,23,Xilhuan Altepetl,0,
1330,23,Xilhuan Altepetl,0,
1331,23,Xilhuan Altepetl,0,
1332,23,Xilhuan Altepetl,47,Buratesa County
1333,23,Xilhuan Altepetl,47,Buratesa County
1334,23,Xilhuan Altepetl,47,Buratesa County
1335,23,Xilhuan Altepetl,47,Buratesa County
1336,23,Xilhuan Altepetl,47,Buratesa County
1337,23,Xilhuan Altepetl,47,Buratesa County
1338,23,Xilhuan Altepetl,111,Cannarixus Territory
1339,23,Xilhuan Altepetl,47,Buratesa County
1340,23,Xilhuan Altepetl,48,Hueca County
1341,23,Xilhuan Altepetl,42,Auiatlan County
1342,23,Xilhuan Altepetl,42,Auiatlan County
1343,23,Xilhuan Altepetl,42,Auiatlan County
1344,23,Xilhuan Altepetl,42,Auiatlan County
1345,23,Xilhuan Altepetl,41,Wesvariontia County
1346,23,Xilhuan Altepetl,41,Wesvariontia County
1347,23,Xilhuan Altepetl,41,Wesvariontia County
1348,23,Xilhuan Altepetl,41,Wesvariontia County
1349,23,Xilhuan Altepetl,41,Wesvariontia County
1350,23,Xilhuan Altepetl,41,Wesvariontia County
1351,23,Xilhuan Altepetl,41,Wesvariontia County
1352,23,Xilhuan Altepetl,41,Wesvariontia County
1353,23,Xilhuan Altepetl,41,Wesvariontia County
1354,23,Xilhuan Altepetl,41,Wesvariontia County
1355,23,Xilhuan Altepetl,114,Velarionia Land
1356,23,Xilhuan Altepetl,114,Velarionia Land
1357,0,Neutrals,0,
1358,0,Neutrals,0,
1359,0,Neutrals,0,
1360,0,Neutrals,0,
1361,0,Neutrals,0,
1362,0,Neutrals,0,
1363,0,Neutrals,0,
1364,0,Neutrals,0,
1365,0,Neutrals,0,
1366,0,Neutrals,0,
1367,0,Neutrals,0,
1368,22,Sultanate of Kanchasuyu,10,Saium County
1369,0,Neutrals,0,
1370,22,Sultanate of Kanchasuyu,10,Saium County
1371,22,Sultanate of Kanchasuyu,10,Saium County
1372,22,Sultanate of Kanchasuyu,10,Saium County
1373,22,Sultanate of Kanchasuyu,10,Saium County
1374,22,Sultanate of Kanchasuyu,10,Saium County
1375,22,Sultanate of Kanchasuyu,10,Saium County
1376,0,Neutrals,0,
1377,22,Sultanate of Kanchasuyu,2,Laqtia County
1378,22,Sultanate of Kanchasuyu,2,Laqtia County
1379,22,Sultanate of Kanchasuyu,2,Laqtia County
1380,22,Sultanate of Kanchasuyu,2,Laqtia County
1381,22,Sultanate of Kanchasuyu,5,Markia Margrave
1382,22,Sultanate of Kanchasuyu,5,Markia Margrave
1383,22,Sultanate of Kanchasuyu,5,Markia Margrave
1384,22,Sultanate of Kanchasuyu,5,Markia Margrave
1385,22,Sultanate of Kanchasuyu,11,Qocha County
1386,22,Sultanate of Kanchasuyu,11,Qocha County
1387,22,Sultanate of Kanchasuyu,6,Borcunumia County
1388,22,Sultanate of Kanchasuyu,6,Borcunumia County
1389,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1390,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1391,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1392,0,Neutrals,0,
1393,0,Neutrals,0,
1394,0,Neutrals,0,
1395,0,Neutrals,0,
1396,0,Neutrals,0,
1397,0,Neutrals,0,
1398,0,Neutrals,0,
1399,0,Neutrals,0,
1400,29,Beylik of Lugrancanta,95,Nialmayu Earldom
1401,0,Neutrals,0,
1402,0,Neutrals,0,
1403,0,Neutrals,0,
1404,0,Neutrals,0,
1405,0,Neutrals,0,
1406,0,Neutrals,0,
1407,0,Neutrals,0,
1408,29,Beylik of Lugrancanta,126,Tralinia Territory
1409,29,Beylik of Lugrancanta,126,Tralinia Territory
1410,29,Beylik of Lugrancanta,126,Tralinia Territory
1411,29,Beylik of Lugrancanta,126,Tralinia Territory
1412,29,Beylik of Lugrancanta,126,Tralinia Territory
1413,29,Beylik of Lugrancanta,126,Tralinia Territory
1414,26,Raamkoda,64,Kalijurik Istekoda
1415,26,Raamkoda,64,Kalijurik Istekoda
1416,26,Raamkoda,64,Kalijurik Istekoda
1417,26,Raamkoda,64,Kalijurik Istekoda
1418,26,Raamkoda,64,Kalijurik Istekoda
1419,23,Xilhuan Altepetl,38,Mosyan Earldom
1420,23,Xilhuan Altepetl,0,
1421,23,Xilhuan Altepetl,0,
1422,23,Xilhuan Altepetl,0,
1423,23,Xilhuan Altepetl,47,Buratesa County
1424,23,Xilhuan Altepetl,47,Buratesa County
1425,23,Xilhuan Altepetl,47,Buratesa County
1426,23,Xilhuan Altepetl,47,Buratesa County
1427,23,Xilhuan Altepetl,47,Buratesa County
1428,23,Xilhuan Altepetl,47,Buratesa County
1429,23,Xilhuan Altepetl,47,Buratesa County
1430,23,Xilhuan Altepetl,47,Buratesa County
1431,23,Xilhuan Altepetl,48,Hueca County
1432,23,Xilhuan Altepetl,48,Hueca County
1433,23,Xilhuan Altepetl,42,Auiatlan County
1434,23,Xilhuan Altepetl,27,Archco County
1435,23,Xilhuan Altepetl,41,Wesvariontia County
1436,23,Xilhuan Altepetl,41,Wesvariontia County
1437,23,Xilhuan Altepetl,41,Wesvariontia County
1438,23,Xilhuan Altepetl,41,Wesvariontia County
1439,23,Xilhuan Altepetl,41,Wesvariontia County
1440,23,Xilhuan Altepetl,41,Wesvariontia County
1441,23,Xilhuan Altepetl,41,Wesvariontia County
1442,23,Xilhuan Altepetl,41,Wesvariontia County
1443,23,Xilhuan Altepetl,41,Wesvariontia County
1444,23,Xilhuan Altepetl,41,Wesvariontia County
1445,23,Xilhuan Altepetl,41,Wesvariontia County
1446,23,Xilhuan Altepetl,41,Wesvariontia County
1447,23,Xilhuan Altepetl,114,Velarionia Land
1448,23,Xilhuan Altepetl,114,Velarionia Land
1449,23,Xilhuan Altepetl,114,Velarionia Land
1450,23,Xilhuan Altepetl,114,Velarionia Land
1451,23,Xilhuan Altepetl,114,Velarionia Land
1452,0,Neutrals,0,
1453,0,Neutrals,0,
1454,0,Neutrals,0,
1455,0,Neutrals,0,
1456,0,Neutrals,0,
1457,0,Neutrals,0,
1458,0,Neutrals,0,
1459,0,Neutrals,0,
1460,23,Xilhuan Altepetl,0,
1461,0,Neutrals,0,
1462,0,Neutrals,0,
1463,22,Sultanate of Kanchasuyu,10,Saium County
1464,22,Sultanate of Kanchasuyu,10,Saium County
1465,22,Sultanate of Kanchasuyu,10,Saium County
1466,22,Sultanate of Kanchasuyu,10,Saium County
1467,22,Sultanate of Kanchasuyu,10,Saium County
1468,22,Sultanate of Kanchasuyu,10,Saium County
1469,22,Sultanate of Kanchasuyu,10,Saium County
1470,22,Sultanate of Kanchasuyu,10,Saium County
1471,22,Sultanate of Kanchasuyu,2,Laqtia County
1472,22,Sultanate of Kanchasuyu,2,Laqtia County
1473,22,Sultanate of Kanchasuyu,2,Laqtia County
1474,22,Sultanate of Kanchasuyu,2,Laqtia County
1475,22,Sultanate of Kanchasuyu,2,Laqtia County
1476,22,Sultanate of Kanchasuyu,2,Laqtia County
1477,22,Sultanate of Kanchasuyu,5,Markia Margrave
1478,22,Sultanate of Kanchasuyu,5,Markia Margrave
1479,22,Sultanate of Kanchasuyu,5,Markia Margrave
1480,22,Sultanate of Kanchasuyu,5,Markia Margrave
1481,22,Sultanate of Kanchasuyu,5,Markia Margrave
1482,22,Sultanate of Kanchasuyu,5,Markia Margrave
1483,22,Sultanate of Kanchasuyu,11,Qocha County
1484,22,Sultanate of Kanchasuyu,5,Markia Margrave
1485,22,Sultanate of Kanchasuyu,11,Qocha County
1486,22,Sultanate of Kanchasuyu,6,Borcunumia County
1487,22,Sultanate of Kanchasuyu,6,Borcunumia County
1488,22,Sultanate of Kanchasuyu,6,Borcunumia County
1489,22,Sultanate of Kanchasuyu,6,Borcunumia County
1490,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1491,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1492,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1493,22,Sultanate of Kanchasuyu,20,Binovium County
1494,22,Sultanate of Kanchasuyu,20,Binovium County
1495,22,Sultanate of Kanchasuyu,20,Binovium County
1496,22,Sultanate of Kanchasuyu,20,Binovium County
1497,22,Sultanate of Kanchasuyu,20,Binovium County
1498,22,Sultanate of Kanchasuyu,20,Binovium County
1499,22,Sultanate of Kanchasuyu,20,Binovium County
1500,28,Emirate of Riagan,125,Veliaguria Land
1501,28,Emirate of Riagan,125,Veliaguria Land
1502,22,Sultanate of Kanchasuyu,20,Binovium County
1503,22,Sultanate of Kanchasuyu,20,Binovium County
1504,0,Neutrals,0,
1505,0,Neutrals,0,
1506,0,Neutrals,0,
1507,0,Neutrals,0,
1508,0,Neutrals,0,
1509,0,Neutrals,0,
1510,0,Neutrals,0,
1511,0,Neutrals,0,
1512,29,Beylik of Lugrancanta,126,Tralinia Territory
1513,29,Beylik of Lugrancanta,126,Tralinia Territory
1514,29,Beylik of Lugrancanta,126,Tralinia Territory
1515,29,Beylik of Lugrancanta,126,Tralinia Territory
1516,26,Raamkoda,64,Kalijurik Istekoda
1517,26,Raamkoda,64,Kalijurik Istekoda
1518,26,Raamkoda,64,Kalijurik Istekoda
1519,26,Raamkoda,64,Kalijurik Istekoda
1520,26,Raamkoda,64,Kalijurik Istekoda
1521,23,Xilhuan Altepetl,38,Mosyan Earldom
1522,23,Xilhuan Altepetl,0,
1523,23,Xilhuan Altepetl,0,
1524,23,Xilhuan Altepetl,47,Buratesa County
1525,23,Xilhuan Altepetl,47,Buratesa County
1526,23,Xilhuan Altepetl,47,Buratesa County
1527,23,Xilhuan Altepetl,47,Buratesa County
1528,23,Xilhuan Altepetl,47,Buratesa County
1529,23,Xilhuan Altepetl,47,Buratesa County
1530,23,Xilhuan Altepetl,47,Buratesa County
1531,23,Xilhuan Altepetl,44,Drupiba County
1532,23,Xilhuan Altepetl,48,Hueca County
1533,23,Xilhuan Altepetl,48,Hueca County
1534,23,Xilhuan Altepetl,27,Archco County
1535,23,Xilhuan Altepetl,27,Archco County
1536,23,Xilhuan Altepetl,27,Archco County
1537,23,Xilhuan Altepetl,41,Wesvariontia County
1538,23,Xilhuan Altepetl,41,Wesvariontia County
1539,23,Xilhuan Altepetl,41,Wesvariontia County
1540,23,Xilhuan Altepetl,41,Wesvariontia County
1541,23,Xilhuan Altepetl,41,Wesvariontia County
1542,23,Xilhuan Altepetl,41,Wesvariontia County
1543,23,Xilhuan Altepetl,41,Wesvariontia County
1544,23,Xilhuan Altepetl,41,Wesvariontia County
1545,23,Xilhuan Altepetl,41,Wesvariontia County
1546,23,Xilhuan Altepetl,41,Wesvariontia County
1547,23,Xilhuan Altepetl,41,Wesvariontia County
1548,23,Xilhuan Altepetl,41,Wesvariontia County
1549,0,Neutrals,0,
1550,0,Neutrals,0,
1551,23,Xilhuan Altepetl,114,Velarionia Land
1552,23,Xilhuan Altepetl,114,Velarionia Land
1553,23,Xilhuan Altepetl,114,Velarionia Land
1554,23,Xilhuan Altepetl,114,Velarionia Land
1555,23,Xilhuan Altepetl,114,Velarionia Land
1556,0,Neutrals,0,
1557,0,Neutrals,0,
1558,0,Neutrals,0,
1559,0,Neutrals,0,
1560,0,Neutrals,0,
1561,0,Neutrals,0,
1562,0,Neutrals,0,
1563,0,Neutrals,0,
1564,0,Neutrals,0,
1565,0,Neutrals,0,
1566,0,Neutrals,0,
1567,22,Sultanate of Kanchasuyu,10,Saium County
1568,22,Sultanate of Kanchasuyu,10,Saium County
1569,22,Sultanate of Kanchasuyu,10,Saium County
1570,22,Sultanate of Kanchasuyu,10,Saium County
1571,22,Sultanate of Kanchasuyu,10,Saium County
1572,22,Sultanate of Kanchasuyu,2,Laqtia County
1573,22,Sultanate of Kanchasuyu,2,Laqtia County
1574,22,Sultanate of Kanchasuyu,2,Laqtia County
1575,22,Sultanate of Kanchasuyu,2,Laqtia County
1576,22,Sultanate of Kanchasuyu,2,Laqtia County
1577,22,Sultanate of Kanchasuyu,21,Marsu County
1578,22,Sultanate of Kanchasuyu,21,Marsu County
1579,22,Sultanate of Kanchasuyu,21,Marsu County
1580,22,Sultanate of Kanchasuyu,21,Marsu County
1581,22,Sultanate of Kanchasuyu,23,Apaor County
1582,22,Sultanate of Kanchasuyu,23,Apaor County
1583,22,Sultanate of Kanchasuyu,5,Markia Margrave
1584,0,Neutrals,0,
1585,0,Neutrals,0,
1586,0,Neutrals,0,
1587,0,Neutrals,0,
1588,0,Neutrals,0,
1589,0,Neutrals,0,
1590,0,Neutrals,0,
1591,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1592,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1593,22,Sultanate of Kanchasuyu,20,Binovium County
1594,22,Sultanate of Kanchasuyu,20,Binovium County
1595,22,Sultanate of Kanchasuyu,20,Binovium County
1596,22,Sultanate of Kanchasuyu,20,Binovium County
1597,22,Sultanate of Kanchasuyu,20,Binovium County
1598,22,Sultanate of Kanchasuyu,20,Binovium County
1599,0,Neutrals,0,
1600,0,Neutrals,0,
1601,0,Neutrals,0,
1602,0,Neutrals,0,
1603,0,Neutrals,0,
1604,0,Neutrals,0,
1605,0,Neutrals,0,
1606,29,Beylik of Lugrancanta,126,Tralinia Territory
1607,29,Beylik of Lugrancanta,126,Tralinia Territory
1608,29,Beylik of Lugrancanta,126,Tralinia Territory
1609,26,Raamkoda,64,Kalijurik Istekoda
1610,26,Raamkoda,64,Kalijurik Istekoda
1611,26,Raamkoda,64,Kalijurik Istekoda
1612,26,Raamkoda,64,Kalijurik Istekoda
1613,26,Raamkoda,64,Kalijurik Istekoda
1614,23,Xilhuan Altepetl,38,Mosyan Earldom
1615,23,Xilhuan Altepetl,0,
1616,23,Xilhuan Altepetl,0,
1617,23,Xilhuan Altepetl,47,Buratesa County
1618,23,Xilhuan Altepetl,47,Buratesa County
1619,23,Xilhuan Altepetl,47,Buratesa County
1620,23,Xilhuan Altepetl,47,Buratesa County
1621,23,Xilhuan Altepetl,47,Buratesa County
1622,23,Xilhuan Altepetl,47,Buratesa County
1623,23,Xilhuan Altepetl,44,Drupiba County
1624,23,Xilhuan Altepetl,44,Drupiba County
1625,23,Xilhuan Altepetl,48,Hueca County
1626,23,Xilhuan Altepetl,27,Archco County
1627,23,Xilhuan Altepetl,27,Archco County
1628,23,Xilhuan Altepetl,27,Archco County
1629,23,Xilhuan Altepetl,27,Archco County
1630,23,Xilhuan Altepetl,41,Wesvariontia County
1631,23,Xilhuan Altepetl,41,Wesvariontia County
1632,23,Xilhuan Altepetl,41,Wesvariontia County
1633,23,Xilhuan Altepetl,41,Wesvariontia County
1634,23,Xilhuan Altepetl,41,Wesvariontia County
1635,23,Xilhuan Altepetl,41,Wesvariontia County
1636,23,Xilhuan Altepetl,41,Wesvariontia County
1637,23,Xilhuan Altepetl,41,Wesvariontia County
1638,23,Xilhuan Altepetl,41,Wesvariontia County
1639,23,Xilhuan Altepetl,41,Wesvariontia County
1640,23,Xilhuan Altepetl,41,Wesvariontia County
1641,23,Xilhuan Altepetl,41,Wesvariontia County
1642,23,Xilhuan Altepetl,41,Wesvariontia County
1643,0,Neutrals,0,
1644,0,Neutrals,0,
1645,0,Neutrals,0,
1646,0,Neutrals,0,
1647,0,Neutrals,0,
1648,23,Xilhuan Altepetl,114,Velarionia Land
1649,23,Xilhuan Altepetl,114,Velarionia Land
1650,23,Xilhuan Altepetl,114,Velarionia Land
1651,23,Xilhuan Altepetl,114,Velarionia Land
1652,0,Neutrals,0,
1653,0,Neutrals,0,
1654,0,Neutrals,0,
1655,0,Neutrals,0,
1656,0,Neutrals,0,
1657,0,Neutrals,0,
1658,0,Neutrals,0,
1659,0,Neutrals,0,
1660,0,Neutrals,0,
1661,0,Neutrals,0,
1662,0,Neutrals,0,
1663,22,Sultanate of Kanchasuyu,10,Saium County
1664,0,Neutrals,0,
1665,22,Sultanate of Kanchasuyu,10,Saium County
1666,22,Sultanate of Kanchasuyu,10,Saium County
1667,22,Sultanate of Kanchasuyu,2,Laqtia County
1668,22,Sultanate of Kanchasuyu,2,Laqtia County
1669,22,Sultanate of Kanchasuyu,2,Laqtia County
1670,22,Sultanate of Kanchasuyu,2,Laqtia County
1671,22,Sultanate of Kanchasuyu,2,Laqtia County
1672,0,Neutrals,0,
1673,22,Sultanate of Kanchasuyu,21,Marsu County
1674,22,Sultanate of Kanchasuyu,21,Marsu County
1675,22,Sultanate of Kanchasuyu,21,Marsu County
1676,22,Sultanate of Kanchasuyu,23,Apaor County
1677,22,Sultanate of Kanchasuyu,23,Apaor County
1678,22,Sultanate of Kanchasuyu,23,Apaor County
1679,0,Neutrals,0,
1680,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1681,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1682,22,Sultanate of Kanchasuyu,23,Apaor County
1683,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1684,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1685,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1686,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1687,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1688,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1689,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1690,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1691,22,Sultanate of Kanchasuyu,14,Sumior Landgrave
1692,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1693,22,Sultanate of Kanchasuyu,20,Binovium County
1694,22,Sultanate of Kanchasuyu,13,Sirgodulum County
1695,22,Sultanate of Kanchasuyu,20,Binovium County
1696,22,Sultanate of Kanchasuyu,20,Binovium County
1697,22,Sultanate of Kanchasuyu,20,Binovium County
1698,22,Sultanate of Kanchasuyu,20,Binovium County
1699,0,Neutrals,0,
1700,0,Neutrals,0,
1701,0,Neutrals,0,
1702,0,Neutrals,0,
1703,0,Neutrals,0,
1704,0,Neutrals,0,
1705,0,Neutrals,0,
1706,0,Neutrals,0,
1707,0,Neutrals,0,
1708,0,Neutrals,0,
1709,29,Beylik of Lugrancanta,126,Tralinia Territory
1710,29,Beylik of Lugrancanta,126,Tralinia Territory
1711,29,Beylik of Lugrancanta,126,Tralinia Territory
1712,29,Beylik of Lugrancanta,126,Tralinia Territory
1713,26,Raamkoda,64,Kalijurik Istekoda
1714,26,Raamkoda,64,Kalijurik Istekoda
1715,26,Raamkoda,64,Kalijurik Istekoda
1716,26,Raamkoda,64,Kalijurik Istekoda
1717,23,Xilhuan Altepetl,38,Mosyan Earldom
1718,23,Xilhuan Altepetl,38,Mosyan Earldom
1719,23,Xilhuan Altepetl,0,
1720,23,Xilhuan Altepetl,47,Buratesa County
1721,23,Xilhuan Altepetl,47,Buratesa County
1722,23,Xilhuan Altepetl,47,Buratesa County
1723,23,Xilhuan Altepetl,44,Drupiba County
1724,23,Xilhuan Altepetl,47,Buratesa County
1725,23,Xilhuan Altepetl,47,Buratesa County
1726,23,Xilhuan Altepetl,47,Buratesa County
1727,23,Xilhuan Altepetl,44,Drupiba County
1728,23,Xilhuan Altepetl,44,Drupiba County
1729,23,Xilhuan Altepetl,48,Hueca County
1730,23,Xilhuan Altepetl,48,Hueca County
